type,np,stat,pMSE_LR_V,pMSE_LR_R,pMSE_LR_S,pMSE_T_V,pMSE_T_R,pMSE_T_S,IDR,CAP_0,CAP_NA,Pop_Uniq,JSD,Dpa,Dcb,Authenticity,Record_Linkage,DCR,NNDR,Pairwise Correlation
syn_default,50000x15,max,0.00019929,1.400173506,1.849687485,0.086823399,1.063286975,0.95441438,0.0018,3.25E-07,0.000157386,0.001642233,0.004436936,0.996397146,0.993767993,0.62608,0.000401861,0.038597899,0.73716275,0.121952334
syn_spline,50000x15,mean,0.000120278,0.775522967,-0.907865585,0.061860536,0.738646294,-4.721692729,0.0012504,1.98E-07,9.77E-05,0.00125669,0.006235406,0.995111061,0.994991295,0.62572,0.000401546,0.041315689,0.741575611,0.141952858
syn_spline,50000x15,sd,0,0.031039778,0.171909154,0.000893819,0.012587923,1.188367798,0.000180486,5.76E-08,2.32E-05,0.000166844,8.76E-19,1.12E-16,1.12E-16,1.12E-16,0,7.01E-18,1.12E-16,2.80E-17
syn_spline,50000x15,min,0.000120278,0.718982523,-1.29211586,0.060703496,0.713304329,-8.711556364,0.00084,1.08E-07,6.43E-05,0.001000881,0.006235406,0.995111061,0.994991295,0.62572,0.000401546,0.041315689,0.741575611,0.141952858
syn_spline,50000x15,max,0.000120278,0.844473706,-0.549546002,0.062678787,0.764615551,-2.419593516,0.0016,3.45E-07,0.000156726,0.001642628,0.006235406,0.995111061,0.994991295,0.62572,0.000401546,0.041315689,0.741575611,0.141952858
syn_density,50000x15,mean,0.000210322,1.359167028,1.440014582,0.08547966,1.02630227,0.392347283,0.0009304,1.32E-07,7.72E-05,0.000941505,0.004136573,0.989666209,0.99496875,0.6284,0.000403835,0.040172941,0.740957899,0.131708516
syn_density,50000x15,sd,2.74E-20,0.064601154,0.30223799,4.85E-05,0.010071134,0.088967293,0.000134209,3.60E-08,1.64E-05,0.000111787,0,0,0,0,5.48E-20,0,1.12E-16,0
syn_density,50000x15,min,0.000210322,1.180781748,0.668496099,0.085369782,1.010757812,0.241079202,0.00068,8.52E-08,5.49E-05,0.000720692,0.004136573,0.989666209,0.99496875,0.6284,0.000403835,0.040172941,0.740957899,0.131708516
syn_density,50000x15,max,0.000210322,1.508919545,2.124593277,0.08558999,1.053959457,0.640500137,0.00116,1.98E-07,0.000122783,0.001162231,0.004136573,0.989666209,0.99496875,0.6284,0.000403835,0.040172941,0.740957899,0.131708516
ctgan,50000x15,mean,0.01106263,72.60567964,283.4972046,0.099301413,1.197926794,3.084706313,0.0001696,2.22E-08,4.75E-05,0.000177653,0.125084399,0.983784831,0.967136551,0.60968,0.00044277,0.032323571,0.745972465,0.408263604
ctgan,50000x15,sd,1.75E-18,2.699239332,33.92665924,4.65E-05,0.012145388,0.53956657,4.39E-05,5.53E-09,1.26E-05,4.66E-05,0,1.12E-16,1.12E-16,0,0,7.01E-18,1.12E-16,5.61E-17
ctgan,50000x15,min,0.01106263,67.30065355,232.4519801,0.099195533,1.179022411,1.930438829,0.00012,1.50E-08,2.79E-05,0.00012001,0.125084399,0.983784831,0.967136551,0.60968,0.00044277,0.032323571,0.745972465,0.408263604
ctgan,50000x15,max,0.01106263,77.98988444,397.1677225,0.09939766,1.22904445,4.226666122,0.00028,3.58E-08,8.95E-05,0.000320102,0.125084399,0.983784831,0.967136551,0.60968,0.00044277,0.032323571,0.745972465,0.408263604
orig,50000x20,mean,0.000189342,0.928661955,-0.324711177,0.093305107,1.030387698,0.397654129,0,0,0,0,0.005796063,0.993892221,0.995338508,0.6834,7.75E-05,0.091115574,0.80869984,0.163435629
orig,50000x20,sd,2.74E-20,0.025023597,0.116849035,5.80E-05,0.011617913,0.109419562,0,0,0,0,0,0,1.12E-16,1.12E-16,0,1.40E-17,1.12E-16,0
orig,50000x20,min,0.000189342,0.878788085,-0.549738154,0.093157589,1.009456516,0.202876553,0,0,0,0,0.005796063,0.993892221,0.995338508,0.6834,7.75E-05,0.091115574,0.80869984,0.163435629
orig,50000x20,max,0.000189342,1.008566425,0.039966623,0.093432032,1.052264653,0.60705322,0,0,0,0,0.005796063,0.993892221,0.995338508,0.6834,7.75E-05,0.091115574,0.80869984,0.163435629
syn_default,50000x20,mean,0.00017655,0.868209982,-0.613380599,0.095733837,1.053824717,0.832100575,4.00E-05,5.20E-09,0.000130107,4.00E-05,0.0049057,0.993707585,0.996500069,0.67864,7.72E-05,0.104511506,0.81169331,0.224395918
syn_default,50000x20,sd,2.74E-20,0.025519209,0.117370044,5.84E-05,0.010973706,0.107716243,6.85E-21,0,2.74E-20,0,0,0,1.12E-16,0,0,1.40E-17,1.12E-16,0
syn_default,50000x20,min,0.00017655,0.792886295,-0.863472441,0.095550614,1.031248449,0.577110642,4.00E-05,5.20E-09,0.000130107,4.00E-05,0.0049057,0.993707585,0.996500069,0.67864,7.72E-05,0.104511506,0.81169331,0.224395918
syn_default,50000x20,max,0.00017655,0.921334491,-0.297921287,0.095849913,1.079698962,1.075679771,4.00E-05,5.20E-09,0.000130107,4.00E-05,0.0049057,0.993707585,0.996500069,0.67864,7.72E-05,0.104511506,0.81169331,0.224395918
syn_spline,50000x20,mean,0.000233889,1.144125498,0.674135409,0.094770316,1.042528715,0.635902945,4.00E-06,4.55E-10,5.69E-06,8.80E-06,0.005984701,0.99428223,0.996976358,0.67752,7.60E-05,0.105680016,0.810457519,0.216031784
syn_spline,50000x20,sd,5.48E-20,0.042062613,0.218352168,8.56E-05,0.00864223,0.083061721,1.21E-05,1.38E-09,1.72E-05,1.67E-05,0,1.12E-16,1.12E-16,1.12E-16,0,1.40E-17,1.12E-16,2.80E-17
syn_spline,50000x20,min,0.000233889,1.050952772,0.215388261,0.094598087,1.026984031,0.468923396,0,0,0,0,0.005984701,0.99428223,0.996976358,0.67752,7.60E-05,0.105680016,0.810457519,0.216031784
syn_spline,50000x20,max,0.000233889,1.243904013,1.0377421,0.094970026,1.05714228,0.832102495,4.00E-05,4.55E-09,5.69E-05,4.00E-05,0.005984701,0.99428223,0.996976358,0.67752,7.60E-05,0.105680016,0.810457519,0.216031784
syn_density,50000x20,mean,0.000192396,0.945510201,-0.249081575,0.093512426,1.032739471,0.466421397,4.80E-06,5.46E-10,1.36E-05,4.80E-06,0.004828191,0.991831914,0.992998618,0.68228,7.63E-05,0.101493755,0.808807037,0.217381207
syn_density,50000x20,sd,2.74E-20,0.029716247,0.139003156,0.000107832,0.011247449,0.120344926,1.31E-05,1.49E-09,3.73E-05,1.31E-05,8.76E-19,0,0,0,0,1.40E-17,1.12E-16,2.80E-17
syn_density,50000x20,min,0.000192396,0.893462805,-0.578838058,0.093293213,1.010022043,0.196595723,0,0,0,0,0.004828191,0.991831914,0.992998618,0.68228,7.63E-05,0.101493755,0.808807037,0.217381207
syn_density,50000x20,max,0.000192396,1.025415186,0.114437228,0.093758022,1.056111644,0.751084056,4.00E-05,4.55E-09,0.000113714,4.00E-05,0.004828191,0.991831914,0.992998618,0.68228,7.63E-05,0.101493755,0.808807037,0.217381207
ctgan,50000x20,mean,0.054887122,274.7714088,1207.663991,0.143052682,1.610801998,8.24862812,0,0,0,0,0.464653908,0.951023454,0.968319995,0.65024,0.000128549,0.089188778,0.812837241,0.5720473
ctgan,50000x20,sd,0,8.726004916,143.4326384,5.42E-05,0.020258667,1.5074575,0,0,0,0,5.61E-17,1.12E-16,1.12E-16,0,0,0,0,0
ctgan,50000x20,min,0.054887122,255.6400863,879.2359265,0.142928397,1.57570831,6.033142822,0,0,0,0,0.464653908,0.951023454,0.968319995,0.65024,0.000128549,0.089188778,0.812837241,0.5720473
ctgan,50000x20,max,0.054887122,289.1820121,1538.856133,0.143196605,1.655301324,11.98613035,0,0,0,0,0.464653908,0.951023454,0.968319995,0.65024,0.000128549,0.089188778,0.812837241,0.5720473
orig,100000x5,mean,3.34E-05,1.209787398,0.501987627,0.020939341,1.01900111,0.893716718,0.008915058,0.012774944,0.012782104,0.253374639,0.001384947,0.988792103,0.996543597,0.09262,0.036393302,6.05E-05,0.90531629,0.022092012
orig,100000x5,sd,7.14E-21,0.093060377,0.236946005,9.48E-06,0.002868928,0.185155091,0.000210334,0.001295655,0.001294875,0.012701972,0,1.17E-16,1.17E-16,0,0,0,0,0
orig,100000x5,min,3.34E-05,1.058411929,0.126055386,0.020925201,1.014158634,0.617562946,0.008710728,0.01057218,0.010580221,0.235294118,0.001384947,0.988792103,0.996543597,0.09262,0.036393302,6.05E-05,0.90531629,0.022092012
orig,100000x5,max,3.34E-05,1.372392727,0.950849522,0.020956161,1.022990648,1.157516711,0.009346043,0.015150249,0.01515237,0.278592375,0.001384947,0.988792103,0.996543597,0.09262,0.036393302,6.05E-05,0.90531629,0.022092012
synthpop_default,100000x5,mean,1.68E-05,0.617922823,-0.928393503,0.016632841,0.828456516,-9.076690177,0.008794295,0.012769379,0.012773388,0.298030401,0.000799801,0.995173793,0.997423495,0.06588,0.036459494,6.24E-05,0.908329316,0.021888452
synthpop_default,100000x5,sd,0,0.027147482,0.14155912,5.32E-06,0.0026391,1.287291513,0.000184429,0.001141024,0.001141344,0.027812432,0,1.17E-16,1.17E-16,0,7.31E-18,0,0,0
synthpop_default,100000x5,min,1.68E-05,0.576818522,-1.197555527,0.016622682,0.823790683,-11.23153101,0.008580272,0.010961205,0.010965811,0.242424242,0.000799801,0.995173793,0.997423495,0.06588,0.036459494,6.24E-05,0.908329316,0.021888452
synthpop_default,100000x5,max,1.68E-05,0.666260107,-0.695968902,0.016639996,0.832156051,-7.092297701,0.009118531,0.014354903,0.014359498,0.33559322,0.000799801,0.995173793,0.997423495,0.06588,0.036459494,6.24E-05,0.908329316,0.021888452
synthpop_spline,100000x5,mean,1.28E-05,0.482753447,-1.238433213,0.017162533,0.853083761,-6.857521046,0.008881672,0.012655267,0.012659367,0.297860926,0.001439966,0.994732794,0.99746473,0.06704,0.036500537,7.46E-05,0.905642445,0.020024223
synthpop_spline,100000x5,sd,0,0.024992693,0.168725687,1.29E-05,0.003339142,2.100485391,0.000146169,0.001208642,0.00120961,0.02565337,0,1.17E-16,1.17E-16,0,0,0,2.34E-16,0
synthpop_spline,100000x5,min,1.28E-05,0.433639889,-1.492239627,0.017147236,0.849105069,-10.09581781,0.008650868,0.010906623,0.010909241,0.262135922,0.001439966,0.994732794,0.99746473,0.06704,0.036500537,7.46E-05,0.905642445,0.020024223
synthpop_spline,100000x5,max,1.28E-05,0.522299319,-1.040340864,0.017181967,0.859393651,-3.175454379,0.009069953,0.014562881,0.014569,0.338709677,0.001439966,0.994732794,0.99746473,0.06704,0.036500537,7.46E-05,0.905642445,0.020024223
synthpop_density,100000x5,mean,1.96E-05,0.746283623,-0.581569599,0.017079443,0.849988612,-7.354176407,0.009068071,0.012316971,0.012320667,0.320364284,0.000892811,0.995778985,0.997493647,0.0695,0.036597,7.37E-05,0.904988609,0.029137004
synthpop_density,100000x5,sd,3.57E-21,0.039837305,0.1381023,9.66E-06,0.004259893,2.448210025,0.000677426,0.001203293,0.001203208,0.016841169,1.14E-19,0,0,0,0,0,1.17E-16,7.31E-18
synthpop_density,100000x5,min,1.96E-05,0.660830802,-0.888102308,0.017059904,0.844262699,-10.91447117,0.008581291,0.0097138,0.00971827,0.294915254,0.000892811,0.995778985,0.997493647,0.0695,0.036597,7.37E-05,0.904988609,0.029137004
synthpop_density,100000x5,max,1.96E-05,0.803984876,-0.469638351,0.017096474,0.856888862,-3.806984725,0.010908323,0.01338951,0.013395672,0.348242812,0.000892811,0.995778985,0.997493647,0.0695,0.036597,7.37E-05,0.904988609,0.029137004
ctgan,100000x5,mean,0.000207736,7.775892403,15.89368909,0.035252066,1.662822797,33.16264291,0.008726041,0.009431711,0.009434716,0.187836007,0.024775387,0.98207724,0.970702069,0.11972,0.035399019,7.77E-05,0.902127298,0.348898627
ctgan,100000x5,sd,0,0.601281164,2.227114387,1.01E-05,0.00523087,8.800710892,0.000529423,0.00084598,0.000846537,0.016292195,0,1.17E-16,1.17E-16,0,0,0,0,0
ctgan,100000x5,min,0.000207736,6.957200988,12.72939233,0.035234343,1.656317255,16.01503341,0.008055591,0.007945938,0.007948163,0.167082294,0.024775387,0.98207724,0.970702069,0.11972,0.035399019,7.77E-05,0.902127298,0.348898627
ctgan,100000x5,max,0.000207736,8.947675832,19.44414854,0.035266764,1.672490973,44.22650956,0.009717651,0.01045307,0.010457044,0.216814159,0.024775387,0.98207724,0.970702069,0.11972,0.035399019,7.77E-05,0.902127298,0.348898627
orig,100000x10,mean,5.40E-05,1.069838125,0.242808599,0.061554958,1.006424693,0.051626039,0.076624384,1.43E-05,6.70E-05,0.070746149,0.001808247,0.991748967,0.993482228,0.56542,0.007337271,0.004185673,0.558816773,0.054081325
orig,100000x10,sd,0,0.056160387,0.188354813,4.27E-05,0.014922353,0.191167981,0.00129179,7.73E-07,2.73E-06,0.0020546,2.29E-19,1.17E-16,2.34E-16,0,9.14E-19,0,0,0
orig,100000x10,min,5.40E-05,0.958068228,-0.138540822,0.061506977,0.985733807,-0.309098104,0.074512587,1.23E-05,5.98E-05,0.067384121,0.001808247,0.991748967,0.993482228,0.56542,0.007337271,0.004185673,0.558816773,0.054081325
orig,100000x10,max,5.40E-05,1.127448586,0.427674721,0.061634194,1.036516467,0.310615683,0.079566015,1.50E-05,6.96E-05,0.073330433,0.001808247,0.991748967,0.993482228,0.56542,0.007337271,0.004185673,0.558816773,0.054081325
synthpop_default,100000x10,mean,3.86E-05,0.754822052,-0.792995105,0.059339578,0.985986736,-0.251658406,0.113857174,2.19E-05,7.65E-05,0.106399863,0.001206496,0.994700878,0.996597478,0.5299,0.007271606,0.004768681,0.561565501,0.08240946
synthpop_default,100000x10,sd,7.14E-21,0.051564684,0.148809721,2.63E-05,0.014847414,0.268439733,0.002075288,1.25E-06,2.94E-06,0.003887831,2.29E-19,1.17E-16,0,0,9.14E-19,9.14E-19,0,0
synthpop_default,100000x10,min,3.86E-05,0.680314015,-0.988239039,0.059285836,0.965247051,-0.682386394,0.108866973,1.85E-05,6.85E-05,0.096194775,0.001206496,0.994700878,0.996597478,0.5299,0.007271606,0.004768681,0.561565501,0.08240946
synthpop_default,100000x10,max,3.86E-05,0.826192966,-0.505886526,0.059374088,1.00814096,0.109285203,0.116369611,2.27E-05,7.83E-05,0.110014104,0.001206496,0.994700878,0.996597478,0.5299,0.007271606,0.004768681,0.561565501,0.08240946
synthpop_spline,100000x10,mean,5.02E-05,0.973912779,-0.08162836,0.034991169,0.578624825,-6.317037951,0.113178897,2.05E-05,7.25E-05,0.106910351,0.002028485,0.99409279,0.993463445,0.53682,0.007284667,0.005144825,0.570186615,0.087780347
synthpop_spline,100000x10,sd,7.14E-21,0.051165705,0.171715799,1.73E-05,0.004047312,1.285841084,0.004084903,1.96E-06,4.43E-06,0.002928511,0,0,0,0,9.14E-19,9.14E-19,0,1.46E-17
synthpop_spline,100000x10,min,5.02E-05,0.915193109,-0.267211667,0.034947187,0.571306786,-8.811617268,0.108547887,1.76E-05,6.55E-05,0.103211613,0.002028485,0.99409279,0.993463445,0.53682,0.007284667,0.005144825,0.570186615,0.087780347
synthpop_spline,100000x10,max,5.02E-05,1.080274545,0.277206057,0.035007071,0.583992953,-4.905941973,0.119048847,2.29E-05,7.87E-05,0.112467897,0.002028485,0.99409279,0.993463445,0.53682,0.007284667,0.005144825,0.570186615,0.087780347
synthpop_density,100000x10,mean,2.88E-05,0.551635178,-1.490293727,0.05269122,0.871973549,-1.960073161,0.111620687,2.10E-05,7.44E-05,0.105231941,0.001267662,0.993484748,0.996106296,0.53064,0.00725636,0.004814263,0.563079133,0.087776999
synthpop_density,100000x10,sd,7.14E-21,0.021822518,0.167472606,5.25E-05,0.008963306,0.655149454,0.002893085,1.61E-06,3.56E-06,0.001834433,2.29E-19,1.17E-16,0,0,9.14E-19,0,1.17E-16,1.46E-17
synthpop_density,100000x10,min,2.88E-05,0.496928057,-1.849405525,0.052584815,0.854859052,-3.57135758,0.105475959,1.88E-05,6.93E-05,0.10326164,0.001267662,0.993484748,0.996106296,0.53064,0.00725636,0.004814263,0.563079133,0.087776999
synthpop_density,100000x10,max,2.88E-05,0.572895987,-1.303288855,0.052756108,0.889331559,-1.371100988,0.115038805,2.34E-05,7.94E-05,0.107999516,0.001267662,0.993484748,0.996106296,0.53064,0.00725636,0.004814263,0.563079133,0.087776999
ctgan,100000x10,mean,0.003971433,75.70751027,237.4399932,0.089763505,1.453898719,7.063330785,0.062028757,7.90E-06,4.54E-05,0.058500013,0.07043924,0.993598616,0.958733781,0.57646,0.006810047,0.004857812,0.577743157,0.520075049
ctgan,100000x10,sd,9.14E-19,2.795164914,19.89262812,2.49E-05,0.015890714,1.355269316,0.001613987,6.35E-07,2.16E-06,0.001555275,0,0,0,0,9.14E-19,9.14E-19,1.17E-16,0
ctgan,100000x10,min,0.003971433,71.25969588,214.0372014,0.089731009,1.422102357,5.138906439,0.058681218,6.69E-06,4.14E-05,0.055517047,0.07043924,0.993598616,0.958733781,0.57646,0.006810047,0.004857812,0.577743157,0.520075049
ctgan,100000x10,max,0.003971433,80.2142658,265.5810239,0.089814961,1.475034484,9.474152201,0.064523793,8.83E-06,4.83E-05,0.06104613,0.07043924,0.993598616,0.958733781,0.57646,0.006810047,0.004857812,0.577743157,0.520075049
orig,100000x15,mean,5.11E-05,0.662608974,-1.446437299,0.075097934,0.968470867,-0.382313893,0.000672,5.12E-08,3.71E-05,0.000696396,0.002644856,0.99703634,0.996208855,0.63406,0.00040683,0.026294713,0.745134265,0.085972852
orig,100000x15,sd,7.14E-21,0.024445592,0.1826224,4.59E-05,0.014478287,0.215425695,0.000122638,8.36E-09,3.71E-06,9.28E-05,0,1.17E-16,1.17E-16,0,0,0,1.17E-16,0
orig,100000x15,min,5.11E-05,0.632702,-1.670432386,0.075047488,0.944171234,-0.775166362,0.00042,3.36E-08,2.80E-05,0.00050028,0.002644856,0.99703634,0.996208855,0.63406,0.00040683,0.026294713,0.745134265,0.085972852
orig,100000x15,max,5.11E-05,0.717195643,-1.183441833,0.075209869,0.986436112,-0.109426295,0.00082,6.05E-08,4.00E-05,0.000780437,0.002644856,0.99703634,0.996208855,0.63406,0.00040683,0.026294713,0.745134265,0.085972852
syn_default,100000x15,mean,6.66E-05,0.864249195,-0.551635033,0.068554869,0.888983972,-1.289127831,0.001918,1.42E-07,4.42E-05,0.001862092,0.002282601,0.99590259,0.995449512,0.62908,0.000403202,0.028489012,0.74452499,0.102462513
syn_default,100000x15,sd,0,0.02311346,0.10664368,3.50E-05,0.012625702,0.374912888,0.000176748,1.60E-08,2.25E-06,0.000265765,0,2.34E-16,1.17E-16,0,5.71E-20,3.66E-18,1.17E-16,1.46E-17
syn_default,100000x15,min,6.66E-05,0.831797079,-0.703544485,0.068492977,0.862794642,-2.192964859,0.00166,1.14E-07,4.00E-05,0.001402412,0.002282601,0.99590259,0.995449512,0.62908,0.000403202,0.028489012,0.74452499,0.102462513
syn_default,100000x15,max,6.66E-05,0.898581254,-0.368669287,0.068611488,0.908485599,-0.793487776,0.00212,1.61E-07,4.71E-05,0.002145062,0.002282601,0.99590259,0.995449512,0.62908,0.000403202,0.028489012,0.74452499,0.102462513
syn_spline,100000x15,mean,7.81E-05,1.011220698,0.046907479,0.009003051,0.117014381,-9.671967823,0.001483,1.26E-07,4.77E-05,0.001530452,0.003823783,0.997413702,0.998230437,0.6265,0.000403452,0.030389804,0.748732387,0.101097655
syn_spline,100000x15,sd,1.43E-20,0.039047762,0.162704432,1.32E-05,0.001530784,1.569329946,0.000133337,1.62E-08,5.17E-06,0.000214821,4.57E-19,1.17E-16,1.17E-16,0,0,3.66E-18,1.17E-16,0
syn_spline,100000x15,min,7.81E-05,0.959423011,-0.162386935,0.008980226,0.115113254,-11.56883596,0.00124,9.06E-08,3.87E-05,0.001121166,0.003823783,0.997413702,0.998230437,0.6265,0.000403452,0.030389804,0.748732387,0.101097655
syn_spline,100000x15,max,7.81E-05,1.080842397,0.359487052,0.009018613,0.119608621,-7.101394485,0.00174,1.42E-07,5.47E-05,0.001763598,0.003823783,0.997413702,0.998230437,0.6265,0.000403452,0.030389804,0.748732387,0.101097655
syn_density,100000x15,mean,6.45E-05,0.830925133,-0.673424531,0.082813098,1.069199267,0.774656587,0.001991,1.48E-07,4.48E-05,0.002033902,0.002266075,0.99835139,0.99772584,0.63118,0.000404022,0.028133517,0.744695911,0.100894823
syn_density,100000x15,sd,1.43E-20,0.036349996,0.136303506,6.79E-05,0.011163014,0.080433327,0.00023421,1.87E-08,2.59E-06,0.00020403,0,1.17E-16,1.17E-16,1.17E-16,0,0,1.17E-16,1.46E-17
syn_density,100000x15,min,6.45E-05,0.766296932,-0.886101987,0.082726711,1.056111203,0.6828156,0.00152,1.11E-07,4.05E-05,0.001562375,0.002266075,0.99835139,0.99772584,0.63118,0.000404022,0.028133517,0.744695911,0.100894823
syn_density,100000x15,max,6.45E-05,0.8827432,-0.487399879,0.082938163,1.08779481,0.901844534,0.0022,1.69E-07,4.80E-05,0.002244669,0.002266075,0.99835139,0.99772584,0.63118,0.000404022,0.028133517,0.744695911,0.100894823
ctgan,100000x15,mean,0.005089215,66.51491772,254.3007799,0.104083407,1.364045433,3.561001604,0.000322,2.33E-08,2.41E-05,0.000416243,0.127788852,0.992710337,0.978918626,0.62514,0.000418937,0.025230479,0.752823615,0.44691209
ctgan,100000x15,sd,9.14E-19,3.238835888,28.42074396,5.82E-05,0.016156155,0.498775683,0.000115258,9.26E-09,6.71E-06,0.000139567,0,0,0,0,5.71E-20,0,1.17E-16,5.85E-17
ctgan,100000x15,min,0.005089215,61.67185851,219.068233,0.103996698,1.342422941,2.964619075,0.00018,1.14E-08,1.33E-05,0.000200064,0.127788852,0.992710337,0.978918626,0.62514,0.000418937,0.025230479,0.752823615,0.44691209
ctgan,100000x15,max,0.005089215,70.66015083,303.5556225,0.104155718,1.3902756,4.157813851,0.00056,4.25E-08,3.54E-05,0.000580418,0.127788852,0.992710337,0.978918626,0.62514,0.000418937,0.025230479,0.752823615,0.44691209
orig,100000x20,mean,7.51E-05,0.73445915,-1.220872079,0.092862391,1.114330984,1.102625198,0,0,0,0,0.003005665,0.996044428,0.995381218,0.68922,7.83E-05,0.070830564,0.812982592,0.11548334
orig,100000x20,sd,0,0.02352952,0.121408104,5.85E-05,0.012065935,0.083808504,0,0,0,0,0,1.17E-16,0,1.17E-16,1.43E-20,1.46E-17,0,1.46E-17
orig,100000x20,min,7.51E-05,0.698368303,-1.455558651,0.092780523,1.088595174,0.983281088,0,0,0,0,0.003005665,0.996044428,0.995381218,0.68922,7.83E-05,0.070830564,0.812982592,0.11548334
orig,100000x20,max,7.51E-05,0.77033042,-1.068024905,0.092945906,1.130907097,1.211436004,0,0,0,0,0.003005665,0.996044428,0.995381218,0.68922,7.83E-05,0.070830564,0.812982592,0.11548334
syn_default,100000x20,mean,0.000237368,2.334075679,5.85762458,0.093321903,1.116720304,1.131597687,1.00E-05,7.38E-10,2.21E-05,1.00E-05,0.00339589,0.997263585,0.996197007,0.69142,7.70E-05,0.07849247,0.817041216,0.170579558
syn_default,100000x20,sd,5.71E-20,0.067962357,0.338522274,4.41E-05,0.013183292,0.135808059,1.05E-05,7.78E-10,2.58E-05,1.05E-05,0,2.34E-16,1.17E-16,0,0,1.46E-17,1.17E-16,0
syn_default,100000x20,min,0.000237368,2.226713367,5.284143973,0.093241401,1.099455555,0.891434122,0,0,0,0,0.00339589,0.997263585,0.996197007,0.69142,7.70E-05,0.07849247,0.817041216,0.170579558
syn_default,100000x20,max,0.000237368,2.429663067,6.289557742,0.093381231,1.144561777,1.322550452,2.00E-05,1.48E-09,7.38E-05,2.00E-05,0.00339589,0.997263585,0.996197007,0.69142,7.70E-05,0.07849247,0.817041216,0.170579558
syn_spline,100000x20,mean,0.00015167,1.483831088,2.211803874,0.079958896,0.955870595,-0.481765205,2.00E-05,1.12E-09,5.62E-05,2.00E-05,0.004787701,0.995875001,0.997079042,0.69266,7.69E-05,0.080057573,0.817669336,0.169765829
syn_spline,100000x20,sd,2.86E-20,0.031971571,0.191036173,3.52E-05,0.01131281,0.176324108,3.57E-21,0,7.14E-21,0,0,2.34E-16,0,0,1.43E-20,1.46E-17,1.17E-16,0
syn_spline,100000x20,min,0.00015167,1.435179144,1.823096466,0.079909136,0.935042512,-0.787170414,2.00E-05,1.12E-09,5.62E-05,2.00E-05,0.004787701,0.995875001,0.997079042,0.69266,7.69E-05,0.080057573,0.817669336,0.169765829
syn_spline,100000x20,max,0.00015167,1.548944944,2.535586194,0.080000634,0.969253574,-0.273093547,2.00E-05,1.12E-09,5.62E-05,2.00E-05,0.004787701,0.995875001,0.997079042,0.69266,7.69E-05,0.080057573,0.817669336,0.169765829
syn_density,100000x20,mean,0.000149415,1.466179329,2.249158643,0.087451429,1.052041831,0.498620186,0,0,0,0,0.00295673,0.995816507,0.996514671,0.69388,7.69E-05,0.076354031,0.817031233,0.16187028
syn_density,100000x20,sd,0,0.040829106,0.233805382,6.59E-05,0.024526966,0.185661292,0,0,0,0,0,1.17E-16,1.17E-16,0,1.43E-20,0,0,0
syn_density,100000x20,min,0.000149415,1.40643771,1.976242018,0.087365786,1.015521029,0.152580019,0,0,0,0,0.00295673,0.995816507,0.996514671,0.69388,7.69E-05,0.076354031,0.817031233,0.16187028
syn_density,100000x20,max,0.000149415,1.5309438,2.726943323,0.087551658,1.101510655,0.715570601,0,0,0,0,0.00295673,0.995816507,0.996514671,0.69388,7.69E-05,0.076354031,0.817031233,0.16187028
ctgan,100000x20,mean,0.029711578,292.5810276,1323.527705,0.126061126,1.538938712,5.124976611,0,0,0,0,0.298915287,0.957881757,0.977187577,0.66446,0.000105093,0.069862051,0.822309801,0.522982351
ctgan,100000x20,sd,7.31E-18,9.253437269,164.8936253,3.35E-05,0.024889224,0.536849356,0,0,0,0,5.85E-17,1.17E-16,1.17E-16,0,0,0,1.17E-16,1.17E-16
ctgan,100000x20,min,0.029711578,279.7709438,1028.289398,0.126015073,1.500072443,3.815421217,0,0,0,0,0.298915287,0.957881757,0.977187577,0.66446,0.000105093,0.069862051,0.822309801,0.522982351
ctgan,100000x20,max,0.029711578,305.2649029,1521.425716,0.126104113,1.571155204,5.74618115,0,0,0,0,0.298915287,0.957881757,0.977187577,0.66446,0.000105093,0.069862051,0.822309801,0.522982351
orig,3000x29(agriculture),mean,0.001938928,1.250380571,0.860629578,0.131893649,1.03644913,0.899270305,0.03551363,0.000334988,0.004756015,0.019815471,0.295796438,0.974061039,0.959673407,0.713333333,0.103400889,0.013647327,0.774200683,2.481665793
orig,3000x29(agriculture),sd,2.19E-19,0.059075379,0.214963739,0.000114192,0.006104614,0.201340765,0.003866514,3.95E-05,0.000369314,0.002009791,0,0,1.12E-16,0.00E+00,1.40E-17,0,1.12E-16,0
orig,3000x29(agriculture),min,0.001938928,1.103658564,0.324492406,0.131728493,1.023715944,0.544802021,0.021655556,0.000252379,0.004190617,0.014388489,0.295796438,0.974061039,0.959673407,0.713333333,0.103400889,0.013647327,0.774200683,2.481665793
orig,3000x29(agriculture),max,0.001938928,1.461452677,1.632084332,0.132136601,1.05042485,1.532062044,0.041,0.000448789,0.00580099,0.024320458,0.295796438,0.974061039,0.959673407,0.713333333,0.103400889,0.013647327,0.774200683,2.481665793
synthpop_default,3000x29(agriculture),mean,0.001482428,0.727961665,-1.044051395,0.130491359,1.024123275,0.623347458,0.02877163,0.000281339,0.005236522,0.016036257,0.244371296,0.680275859,0.938871177,0.968,0.104500444,0.022725297,0.794514786,2.670916382
synthpop_default,3000x29(agriculture),sd,2.19E-19,0.02815027,0.147164426,0.000772786,0.008708624,0.192744405,0.002617186,3.88E-05,0.000485684,0.002654604,0,0,0,0,1.40E-17,3.50E-18,0,0
