"Var1","Var2","Var4","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"M","C",47,19,3,"F","C","CB",18,2,1,5,5,7,5
"F","B",17,3,3,"M","A","PO",16,1,2,6,2,5,5
"M","D",25,13,5,"M","A","ST",28,3,2,8,3,8,5
"F","A",26,2,2,"M","B","PO",33,2,1,3,2,9,5
"F","A",26,8,2,"F","D","AZ",31,2,1,0,3,6,4
"M","C",35,20,3,"F","A","PO",28,1,0,2,1,16,5
"M","B",37,16,5,"F","D","PO",17,3,1,4,2,17,5
"F","C",15,9,5,"F","A","CB",27,1,0,1,0,15,1
"F","B",17,1,3,"M","A","EY",24,0,0,1,1,5,4
"M","B",17,5,5,"M","C","EY",17,1,0,1,3,18,4
"M","A",15,6,3,"F","B","PO",22,1,1,3,2,12,5
"F","B",19,9,3,"M","C","IC",16,0,2,2,4,2,4
"M","A",44,20,5,"F","C","EY",18,2,1,0,1,7,3
"M","C",34,5,5,"F","A","ST",25,2,1,0,1,1,3
"M","B",24,7,4,"F","B","PO",15,2,3,3,2,23,5
"M","B",21,8,3,"M","B","CJ",19,2,0,6,2,12,5
"F","A",16,1,3,"M","B","AZ",44,1,1,2,1,23,5
"M","B",23,4,3,"M","B","AZ",16,3,0,4,4,6,5
"F","B",25,9,4,"F","A","AZ",29,2,2,2,3,3,2
"F","C",30,5,3,"F","D","CB",30,0,0,0,3,13,3
"M","A",35,16,4,"F","A","PO",22,3,0,0,3,4,4
"F","D",30,2,2,"F","B","PO",34,2,0,4,4,14,5
"F","C",25,10,3,"F","B","CB",25,0,1,0,1,11,3
"F","B",19,6,5,"M","C","IC",16,1,0,1,1,1,4
"M","B",18,2,3,"F","C","PO",23,2,2,4,1,4,5
"F","A",33,9,3,"M","B","CJ",31,0,2,1,2,17,3
"F","A",26,8,3,"F","A","AZ",30,1,2,2,0,2,3
"F","A",15,1,4,"F","C","AZ",23,1,3,2,3,3,3
"F","D",40,20,5,"M","B","IC",25,0,0,0,2,6,3
"F","A",20,6,4,"M","D","EY",17,1,0,1,4,1,4
"F","C",16,8,5,"M","B","CB",15,0,0,2,4,2,4
"F","B",15,6,3,"F","D","CJ",30,4,0,4,2,4,5
"M","C",17,6,4,"M","B","PO",24,3,0,3,1,5,5
"M","C",42,1,3,"F","A","CJ",43,2,1,2,0,18,3
"M","A",30,9,2,"M","A","CJ",28,3,2,2,0,10,5
"F","B",15,5,5,"M","B","PO",18,0,0,1,4,10,4
"F","B",19,2,4,"M","C","AZ",26,0,1,3,1,12,5
"F","A",29,8,3,"M","C","PO",16,1,1,1,1,6,5
"M","A",28,16,3,"F","A","CJ",16,0,0,0,2,8,4
"F","B",18,1,4,"M","B","AZ",16,1,1,1,3,4,4
"F","C",18,4,5,"F","D","EY",26,0,0,0,0,3,3
"F","A",31,3,3,"M","B","PO",23,1,0,2,3,7,3
"M","B",17,13,5,"F","B","AZ",32,2,0,0,1,9,5
"F","A",24,12,5,"F","B","AZ",23,2,1,7,7,10,5
"M","B",18,5,4,"F","A","AZ",35,1,3,0,0,13,3
"M","B",16,4,5,"F","C","CB",28,3,1,1,1,4,4
"M","C",45,14,5,"F","D","EY",18,0,0,1,2,2,3
"M","A",15,1,3,"F","B","EY",22,3,1,4,0,4,5
"F","B",17,17,5,"F","C","PO",20,1,1,0,0,5,5
"F","A",16,7,3,"F","B","AZ",24,1,1,1,1,3,3
"M","C",17,1,4,"M","C","IC",16,4,1,8,3,6,5
"F","A",16,3,5,"F","A","AZ",21,2,2,1,1,8,4
"F","B",21,3,3,"F","A","PO",26,0,2,1,7,11,4
"M","B",15,1,4,"M","B","AZ",17,2,0,1,2,2,3
"M","B",19,6,5,"M","D","EY",22,5,1,3,3,4,5
"M","C",19,1,5,"F","A","ST",51,1,1,1,2,7,2
"F","A",20,11,4,"F","B","PO",17,1,3,1,2,5,3
"F","D",15,1,4,"F","D","EY",26,1,2,0,2,5,2
"F","C",27,10,5,"F","A","CJ",39,1,1,2,1,5,3
"F","A",19,17,5,"F","B","CB",30,0,1,2,5,13,3
"M","B",36,28,3,"F","C","CB",22,6,1,4,3,8,5
"F","B",23,8,5,"F","B","AZ",28,1,0,2,3,4,3
"F","C",39,24,3,"F","A","ST",21,6,1,1,3,4,5
"M","C",26,13,3,"M","C","CJ",20,2,0,8,2,8,5
"F","A",34,1,3,"F","A","IC",16,0,2,1,4,1,3
"M","C",20,10,5,"M","B","IC",38,0,2,3,3,15,4
"M","C",15,3,4,"M","B","IC",15,2,0,3,3,4,5
"F","A",31,8,4,"F","B","CJ",20,1,0,0,0,3,3
"M","C",43,6,5,"F","C","ST",16,1,0,0,1,19,4
"F","A",29,1,3,"F","A","EY",27,0,1,0,2,6,3
"F","A",25,16,3,"M","A","PO",25,4,2,3,3,6,5
"F","B",20,9,3,"M","C","AZ",23,1,0,3,4,6,5
"M","C",20,11,5,"F","C","AZ",41,1,1,0,1,2,3
"M","B",19,4,4,"F","A","PO",26,3,3,1,3,2,3
"M","C",27,4,5,"M","A","CJ",23,2,2,1,1,5,4
"M","A",15,8,5,"M","C","PO",33,3,2,3,3,21,5
"M","A",31,19,3,"F","B","PO",25,1,2,5,2,9,5
"M","B",16,9,3,"F","A","CJ",40,2,2,0,0,5,3
"M","B",20,5,5,"M","A","IC",18,3,3,2,4,9,3
"M","C",23,16,4,"F","A","CB",25,0,1,0,0,2,3
"M","C",26,5,5,"M","C","PO",15,3,1,5,6,12,5
"F","A",15,2,4,"M","D","AZ",29,3,0,3,5,14,5
"M","B",15,11,5,"M","A","IC",40,1,1,0,2,0,3
"M","C",25,4,5,"F","A","AZ",32,0,0,0,0,2,3
"F","B",33,4,4,"M","A","PO",32,0,2,0,0,4,2
"F","A",27,1,2,"F","C","CB",16,1,0,2,3,2,4
"F","B",18,3,4,"F","D","PO",16,3,1,0,1,2,3
"F","B",29,4,5,"F","A","AZ",27,0,1,0,1,1,3
"F","A",60,19,2,"M","B","CB",30,4,1,2,4,8,5
"F","B",26,11,3,"F","B","CJ",30,2,1,2,4,11,4
"M","D",15,4,5,"F","D","AZ",21,1,1,1,3,3,4
"M","D",32,42,5,"M","B","IC",18,0,0,0,2,4,4
"F","C",20,4,3,"M","B","ST",22,0,2,0,3,15,4
"M","B",20,3,4,"F","A","CB",42,1,2,0,1,2,3
"M","B",16,1,3,"M","D","IC",22,1,1,1,1,10,5
"F","A",16,4,5,"F","C","PO",18,2,2,1,4,4,4
"F","A",31,2,3,"F","C","EY",25,3,3,1,4,11,3
"F","D",19,6,5,"M","A","IC",32,0,1,2,4,11,3
"F","C",21,8,3,"F","A","AZ",15,2,2,2,3,1,4
"F","C",46,2,2,"F","B","PO",32,0,1,5,4,12,5
"M","B",17,2,3,"F","B","ST",32,1,1,1,3,24,5
"F","A",25,5,2,"M","C","AZ",18,2,2,2,2,8,5
"F","A",27,10,4,"M","C","IC",34,3,2,1,2,11,5
"F","B",30,31,4,"M","B","EY",15,0,1,0,4,6,3
"M","C",17,3,3,"M","B","AZ",30,0,1,1,2,7,4
"M","B",18,7,3,"F","C","CB",28,0,1,3,3,21,4
"M","C",31,11,5,"F","B","PO",19,1,0,3,6,6,4
"M","B",25,18,5,"F","B","ST",19,4,0,7,2,18,5
"M","A",22,11,3,"F","A","PO",37,1,1,1,1,5,3
"M","C",28,14,6,"M","B","CB",23,2,0,3,2,4,5
"F","B",17,1,4,"F","C","PO",15,1,0,3,5,2,4
"M","B",32,9,3,"M","B","PO",36,2,1,2,4,14,4
"M","A",16,6,5,"F","C","AZ",16,1,3,4,3,4,5
"M","D",24,10,4,"M","B","PO",34,1,4,3,2,19,4
"F","C",34,6,3,"F","B","AZ",30,1,2,3,0,28,5
"F","B",22,11,3,"M","B","AZ",35,1,1,1,4,11,3
"F","A",36,2,2,"F","A","EY",50,1,1,1,1,2,4
"F","A",25,0,2,"M","A","IC",17,0,0,3,2,4,3
"F","A",35,10,3,"F","A","AZ",28,0,0,1,0,8,3
"M","C",32,9,3,"M","B","CB",21,1,0,2,3,5,3
"F","B",16,3,3,"F","B","AZ",21,0,0,4,1,9,5
"F","C",15,2,3,"M","A","AZ",30,1,2,3,3,9,3
"F","C",22,16,3,"M","A","CJ",23,1,2,1,2,14,4
"M","C",19,6,5,"F","B","PO",16,2,1,1,7,2,4
"M","A",32,3,4,"F","A","CB",21,5,0,3,5,22,5
"F","B",15,4,3,"F","A","AZ",28,2,1,0,2,3,3
"F","A",40,29,3,"F","A","AZ",39,2,0,0,0,2,2
"F","C",26,16,5,"F","A","EY",44,0,0,0,1,1,5
"M","A",16,4,5,"M","A","ST",17,2,0,1,4,15,5
"M","C",24,14,5,"F","B","IC",29,1,0,2,0,1,2
"F","B",21,4,4,"F","C","AZ",29,1,0,1,2,13,4
"F","C",50,31,5,"F","B","CJ",25,1,2,2,3,8,5
"M","B",30,14,4,"F","C","EY",18,0,2,1,1,9,3
"M","B",16,4,5,"F","C","IC",18,2,1,1,3,3,4
"F","B",15,3,4,"M","C","PO",70,3,2,3,3,18,5
"M","B",19,9,6,"F","A","IC",26,2,2,0,0,0,4
"F","D",25,4,5,"M","A","CJ",16,1,0,1,0,8,5
"F","B",15,2,4,"M","A","ST",35,0,0,1,2,4,3
"F","C",26,8,5,"M","D","CJ",26,0,0,0,0,25,5
"M","A",18,6,5,"F","B","CB",50,3,1,4,3,17,5
"F","A",38,4,1,"M","C","AZ",45,4,1,2,2,26,5
"F","A",31,4,3,"M","C","CB",16,3,0,3,4,14,5
"M","A",21,10,5,"F","B","EY",17,1,0,3,4,2,4
"F","A",26,9,4,"F","C","CB",25,0,0,0,1,6,3
"M","B",22,3,3,"F","B","EY",27,0,0,4,1,10,3
"M","A",17,8,3,"F","A","PO",31,0,0,1,1,17,3
"M","B",31,5,3,"M","A","CJ",16,0,0,0,2,1,4
"M","A",23,10,4,"M","B","PO",29,0,0,3,5,4,4
"M","B",20,8,5,"F","A","EY",30,1,2,3,1,6,2
"M","A",31,9,4,"M","A","CB",30,2,0,1,0,18,5
"F","D",19,8,5,"M","B","CJ",15,2,1,5,1,15,5
"M","B",40,36,5,"F","D","CJ",22,0,2,3,1,7,5
"F","D",19,9,5,"F","D","PO",16,4,1,0,1,4,5
"F","C",80,6,5,"F","B","PO",27,4,3,3,1,6,5
"M","C",39,12,3,"F","B","AZ",20,0,2,1,1,2,3
"M","B",18,7,5,"F","B","AZ",15,0,0,0,1,4,3
"M","A",25,1,3,"M","C","AZ",28,2,1,2,3,3,3
"F","B",33,16,3,"M","A","ST",16,2,2,0,3,6,3
"M","B",17,4,5,"M","C","EY",19,0,2,0,2,6,4
"F","C",34,7,3,"F","B","EY",25,0,1,1,0,7,5
"F","A",27,2,2,"F","C","PO",21,0,0,3,0,8,5
"M","C",23,36,5,"F","C","IC",40,1,0,2,0,13,5
"M","C",30,6,3,"M","C","CB",33,0,0,3,1,9,2
"M","A",15,5,5,"F","A","CB",15,0,1,1,3,7,4
"M","A",16,20,5,"M","B","IC",26,0,0,0,4,8,4
"F","B",16,2,4,"F","A","CJ",28,7,4,1,1,2,3
"F","A",34,2,3,"F","B","IC",30,1,0,1,3,7,4
"F","A",25,1,4,"M","C","PO",17,0,3,0,0,2,4
"F","C",31,10,3,"F","B","PO",32,1,0,0,0,3,4
"F","A",39,20,4,"F","B","PO",34,0,0,0,2,5,3
"F","B",18,11,4,"M","B","EY",23,1,0,3,1,5,3
"F","A",25,0,3,"M","A","PO",20,4,1,7,3,10,5
"F","A",17,1,3,"F","A","AZ",34,3,0,2,0,5,5
"M","A",24,12,5,"M","C","AZ",34,1,1,3,1,1,3
"M","B",29,1,3,"F","B","AZ",18,0,0,0,1,3,3
"F","B",38,14,4,"F","A","CJ",34,0,0,1,2,4,2
"F","A",18,1,3,"M","A","PO",19,2,2,0,1,4,3
"F","D",22,13,5,"F","D","AZ",25,2,0,0,0,2,3
"M","C",19,9,5,"M","C","CB",15,1,2,2,2,7,5
"F","C",25,4,2,"F","B","AZ",16,0,0,1,3,2,3
"F","C",17,5,5,"F","B","CJ",38,0,1,3,1,5,4
"F","A",35,1,4,"M","B","EY",15,0,0,1,2,3,3
"M","B",20,18,4,"F","A","AZ",25,2,1,2,1,3,3
"F","A",25,21,4,"F","A","AZ",16,0,1,0,1,9,4
"F","B",23,8,5,"M","A","CB",29,3,1,1,0,27,3
"F","C",27,2,3,"F","A","ST",21,2,0,0,2,3,3
"F","A",38,15,3,"F","A","EY",16,0,0,1,0,4,4
"M","A",39,21,5,"F","D","CJ",37,4,2,1,1,3,3
"F","C",48,10,4,"F","C","EY",19,0,0,1,5,4,4
"F","A",51,13,3,"M","B","ST",25,2,1,1,3,11,4
"F","C",33,24,5,"F","B","AZ",37,1,2,0,1,16,3
"F","B",21,2,3,"F","D","PO",27,3,3,3,3,8,5
"F","D",16,7,5,"F","A","EY",29,1,1,3,3,12,3
"F","C",24,18,5,"F","D","AZ",32,1,4,2,1,1,4
"M","A",28,7,5,"F","C","CB",19,2,3,1,5,3,3
"F","A",19,1,3,"F","C","EY",34,0,0,0,1,7,3
"M","A",24,8,4,"M","B","CJ",27,2,1,0,1,0,1
"F","B",22,3,3,"F","C","CB",21,0,1,1,2,5,5
"M","B",15,2,3,"F","B","CB",24,0,1,3,1,7,3
"M","B",15,1,3,"M","A","EY",17,3,0,0,2,2,4
"F","C",31,13,5,"F","A","AZ",20,1,1,0,1,8,4
"M","D",16,3,3,"F","A","CJ",42,5,1,2,0,22,3
"F","C",25,1,3,"F","B","ST",22,0,0,5,1,7,5
"F","A",19,23,5,"M","A","EY",34,3,3,3,3,4,3
"F","A",27,7,3,"M","C","PO",39,0,0,1,3,21,3
"F","B",19,12,5,"M","C","PO",17,4,2,7,6,13,5
"M","A",21,8,3,"M","C","AZ",15,0,0,1,3,1,3
"F","B",33,18,4,"F","C","AZ",28,1,2,1,1,7,3
"M","B",18,11,5,"F","B","PO",24,1,4,1,0,9,4
"M","B",23,4,6,"F","B","AZ",29,2,0,4,1,5,5
"F","A",26,5,3,"F","A","AZ",28,1,3,0,1,3,2
"F","A",21,4,3,"F","A","AZ",42,0,1,0,1,5,2
"M","C",16,8,3,"M","C","CJ",16,1,0,0,2,4,3
"F","C",52,23,5,"M","B","IC",22,1,2,2,3,9,4
"M","A",18,6,4,"F","D","AZ",18,1,1,2,2,7,5
"F","C",43,17,3,"M","C","PO",38,1,4,3,2,18,5
"F","B",18,4,5,"F","A","AZ",34,3,1,1,1,4,3
"M","B",16,4,5,"F","B","CB",17,1,1,2,2,4,4
"M","C",21,9,4,"M","B","AZ",33,0,0,3,1,12,5
"F","A",25,2,3,"F","A","CB",16,0,0,1,2,4,3
"F","A",41,5,3,"M","B","AZ",17,0,1,1,2,6,4
"F","A",31,2,3,"M","B","IC",19,0,0,3,4,5,5
"M","C",28,11,3,"F","A","PO",22,1,0,3,4,6,4
"M","A",15,5,5,"M","B","IC",18,4,0,0,3,10,4
"F","A",27,8,3,"F","B","EY",47,0,2,0,3,25,3
"M","A",43,3,2,"M","C","CB",16,3,1,1,0,7,5
"F","B",52,17,5,"F","A","CJ",32,2,1,3,6,23,4
"F","B",38,4,2,"M","A","AZ",23,0,1,2,3,7,4
"M","D",36,22,4,"M","B","PO",16,0,2,0,1,3,4
"F","B",37,19,4,"F","C","EY",17,4,2,2,6,3,3
"F","A",77,25,4,"F","D","CB",24,2,0,3,3,6,5
"F","A",15,1,3,"M","B","PO",32,0,0,2,3,14,4
"F","A",26,4,3,"F","B","EY",15,2,1,0,2,2,3
"F","B",36,5,2,"M","A","PO",19,0,1,3,2,7,6
"M","B",17,5,5,"M","B","EY",15,2,1,0,4,2,4
"M","C",27,8,4,"M","B","AZ",20,0,1,2,3,8,3
"M","B",54,16,4,"F","A","CB",25,1,0,0,2,2,3
"M","B",23,10,3,"F","A","EY",16,0,2,1,2,2,4
"M","B",19,3,3,"F","A","CB",28,2,1,3,3,11,3
"F","A",36,4,3,"F","B","CB",45,1,3,2,0,25,4
"F","A",18,5,3,"M","A","EY",21,1,0,2,3,8,3
"M","A",25,0,3,"F","C","CJ",42,4,1,1,2,6,5
"M","C",21,2,4,"M","B","EY",15,0,2,2,2,20,5
"F","A",25,2,1,"M","B","PO",25,0,1,1,2,8,3
"F","A",36,7,4,"F","D","PO",17,2,1,2,4,5,5
"F","A",32,2,2,"M","D","PO",23,4,4,0,1,9,5
"F","B",17,4,3,"M","B","PO",36,2,2,5,3,5,5
"M","A",24,5,3,"F","A","AZ",27,1,2,1,2,4,3
"F","A",15,4,4,"F","A","AZ",30,2,0,0,0,8,5
"F","A",22,6,3,"M","C","PO",15,1,0,1,0,5,5
"F","A",16,1,3,"M","B","IC",26,0,0,1,0,5,3
"M","D",28,12,5,"F","B","EY",20,1,0,0,2,6,3
"M","B",18,1,3,"F","B","EY",22,0,1,3,5,4,4
"M","A",24,7,3,"F","A","IC",23,0,0,1,4,9,3
"F","C",40,9,4,"F","A","PO",32,0,0,2,1,20,5
"F","C",27,12,5,"F","B","ST",25,4,0,1,4,9,5
"M","A",16,2,4,"F","A","AZ",22,1,0,2,0,7,5
"F","B",59,44,5,"F","B","IC",51,0,0,0,4,14,4
"F","C",25,3,3,"M","A","CB",15,1,1,5,2,5,5
"M","A",27,4,4,"M","C","PO",21,3,0,4,4,13,5
"F","A",25,32,5,"M","B","CB",16,0,1,1,5,7,3
"F","A",37,31,3,"M","A","AZ",17,4,0,0,1,5,5
"M","C",15,4,5,"M","A","PO",32,0,0,4,1,17,5
"F","B",23,6,3,"M","B","PO",16,2,2,3,2,7,5
"M","B",42,20,5,"F","A","PO",17,1,1,3,2,5,5
"F","C",25,1,3,"F","A","IC",34,0,2,2,2,2,4
"F","B",15,1,4,"F","B","ST",17,2,3,1,5,2,4
"M","C",23,6,4,"M","C","AZ",15,1,1,3,1,4,5
"M","B",15,6,5,"F","A","AZ",27,2,2,0,1,8,3
"F","A",35,14,4,"F","A","CB",26,1,2,1,5,30,4
"M","A",34,24,4,"F","D","IC",15,2,1,3,5,1,4
"M","A",16,8,5,"M","B","IC",18,0,0,2,4,1,4
"F","A",26,9,1,"M","A","AZ",27,1,2,1,0,1,4
"M","B",22,7,5,"F","A","CJ",37,1,0,2,3,19,3
"M","D",20,5,5,"M","B","IC",17,0,0,1,1,10,3
"F","A",29,9,3,"F","C","ST",25,1,0,1,0,6,3
"F","A",17,5,4,"F","B","AZ",21,0,1,2,3,5,4
"M","B",15,5,6,"F","A","CJ",19,0,3,2,5,3,3
"F","B",18,16,5,"M","B","PO",22,3,1,5,3,10,4
"F","B",20,9,4,"M","B","EY",19,0,2,1,2,4,4
"F","B",20,5,4,"F","A","PO",51,0,0,3,5,5,3
"M","D",43,4,5,"F","C","AZ",15,3,3,8,5,4,5
"F","B",15,2,4,"F","B","AZ",24,2,3,1,4,7,3
"F","A",30,10,5,"F","B","CJ",41,1,1,2,1,13,5
"F","A",29,4,3,"F","D","EY",37,1,1,1,3,13,4
"M","B",18,5,5,"M","A","PO",21,3,1,5,3,22,5
"M","A",18,4,5,"F","C","AZ",26,4,0,2,4,7,5
"M","A",35,1,3,"M","B","CB",16,0,3,1,5,2,3
"M","B",26,8,4,"M","B","PO",36,1,1,0,1,11,3
"F","A",18,19,3,"F","A","EY",26,0,0,1,3,6,4
"M","C",34,12,5,"F","A","EY",17,0,1,1,2,4,4
"F","A",16,5,3,"M","B","AZ",29,3,0,7,5,5,5
"F","B",39,10,3,"M","A","IC",23,0,1,0,1,14,3
"M","B",15,1,3,"M","C","PO",25,1,3,0,3,2,2
"F","A",24,5,4,"F","C","CB",21,6,1,3,2,18,5
"M","A",42,17,3,"M","A","CB",18,1,1,3,0,8,5
"F","B",16,1,3,"M","C","CB",25,2,1,1,2,16,4
"F","B",21,2,4,"F","C","PO",22,1,1,0,1,2,3
"F","B",19,5,3,"M","B","PO",23,3,2,2,3,6,3
"M","D",17,1,4,"M","B","EY",32,2,0,0,2,10,3
"M","A",15,14,5,"M","D","CB",29,1,2,9,4,8,5
"F","B",41,6,4,"M","C","PO",31,2,1,1,1,14,4
"F","B",19,26,5,"M","C","CB",26,2,1,0,1,1,2
"F","D",25,5,5,"F","A","ST",24,1,2,1,4,6,4
"M","A",33,12,2,"F","B","AZ",30,3,3,3,4,12,5
"F","A",15,4,3,"F","A","AZ",18,0,0,1,3,11,5
"F","C",23,13,4,"F","C","EY",15,2,1,2,3,4,4
"F","A",15,3,3,"F","C","AZ",33,0,2,2,1,1,3
"F","B",22,6,3,"F","B","EY",26,1,0,2,5,22,3
"M","B",18,30,5,"F","B","CB",28,2,3,4,4,5,5
"F","C",43,11,3,"F","B","EY",32,1,2,2,6,9,4
"F","B",25,9,4,"M","C","CB",20,2,1,2,3,6,5
"F","B",19,5,4,"M","C","CJ",16,1,1,4,1,14,5
"F","A",31,1,3,"F","A","CJ",26,1,1,1,0,5,2
"F","B",15,4,5,"M","B","CJ",15,1,0,4,2,7,5
"F","A",26,9,3,"M","A","PO",48,0,2,0,5,28,3
"F","C",24,9,3,"M","A","PO",16,4,0,3,3,4,5
"F","C",29,13,3,"F","C","EY",23,2,2,4,1,15,5
"F","B",25,3,3,"M","B","PO",17,0,0,0,2,2,3
"F","C",20,5,4,"F","D","CB",15,1,0,2,1,8,5
"M","D",23,7,5,"M","A","AZ",16,1,1,1,2,1,4
"M","C",17,13,5,"M","C","CB",29,0,1,3,2,6,5
"F","A",26,0,3,"F","A","ST",23,0,0,2,4,1,4
"M","A",31,10,3,"M","B","AZ",15,0,1,3,0,9,5
"M","D",21,4,4,"M","A","PO",33,1,1,3,4,1,3
"F","D",30,3,2,"F","A","AZ",22,1,2,1,5,9,3
"F","A",16,1,3,"M","B","PO",22,0,1,0,2,7,3
"F","C",15,6,3,"F","A","CJ",28,2,0,1,1,2,3
"F","A",18,1,4,"F","A","IC",26,0,2,2,0,4,4
"F","B",25,10,5,"M","C","AZ",21,3,3,5,2,16,5
"F","A",22,6,4,"M","A","ST",58,3,2,2,1,26,5
"M","B",23,9,3,"M","B","EY",19,4,0,0,1,4,4
"M","A",45,12,2,"F","B","CJ",15,1,2,0,1,2,4
"M","A",37,10,3,"M","A","IC",31,0,0,0,1,0,3
"F","B",19,9,5,"M","B","CJ",27,1,2,0,1,11,3
"F","A",26,7,3,"F","B","AZ",28,0,1,3,4,8,4
"M","B",22,5,5,"F","A","AZ",20,0,2,1,2,9,3
"M","B",32,12,5,"F","B","IC",34,0,1,6,1,9,5
"F","B",15,2,3,"F","A","CJ",26,1,1,1,0,2,2
"M","B",21,11,5,"M","C","PO",29,1,1,2,1,9,5
"M","B",18,5,5,"F","C","AZ",15,1,2,2,2,2,3
"F","C",16,11,5,"F","B","CB",21,6,0,5,2,4,5
"M","B",24,1,3,"F","B","PO",15,3,0,4,2,6,5
"F","A",27,0,1,"M","C","PO",19,2,2,0,2,11,5
"F","A",28,3,3,"F","B","EY",21,1,2,0,2,15,4
"F","B",15,3,5,"M","B","CJ",30,1,2,5,2,13,5
"F","A",27,7,2,"F","B","CB",27,3,2,0,0,5,2
"F","C",15,3,4,"F","A","EY",24,0,0,0,1,15,3
"F","A",30,3,2,"F","A","CJ",26,0,1,0,2,1,3
"M","B",15,1,3,"M","B","EY",22,1,2,1,4,4,4
"F","C",24,11,5,"M","A","PO",23,5,2,3,2,9,5
"F","D",26,0,3,"F","B","EY",15,0,2,1,2,1,4
"M","C",18,9,3,"M","B","ST",46,0,1,1,6,14,4
"F","C",37,9,5,"F","A","ST",27,2,1,3,1,9,2
"F","B",35,20,5,"F","B","PO",16,4,0,3,1,4,5
"M","C",42,0,4,"M","B","CJ",39,3,0,0,2,18,3
"F","A",26,1,2,"F","A","IC",25,0,0,1,1,2,3
"F","A",46,15,3,"F","A","CB",32,1,2,0,0,6,5
"M","B",22,6,4,"F","B","PO",17,1,1,3,3,4,4
"F","B",15,6,5,"F","B","CB",19,1,2,1,4,2,3
"M","B",15,3,3,"M","B","CB",39,1,0,1,1,8,3
"F","C",23,9,3,"M","A","CB",27,1,1,1,2,15,3
"F","A",66,1,1,"M","B","AZ",29,2,1,2,1,11,5
"F","B",15,2,5,"M","A","AZ",22,1,1,2,2,14,5
"F","B",15,1,4,"F","B","PO",31,1,0,0,0,1,2
"F","A",28,9,1,"F","C","CB",18,2,0,4,1,5,5
"M","A",17,6,4,"M","B","EY",18,1,0,1,1,2,3
"F","A",37,9,4,"F","A","CB",20,2,0,0,1,5,3
"M","A",34,10,3,"F","A","IC",26,1,2,0,0,5,3
"F","C",26,4,5,"M","A","PO",21,0,0,3,2,4,4
"F","A",25,10,4,"F","B","EY",19,1,1,2,5,6,4
"F","A",18,11,3,"F","C","EY",44,1,0,1,0,7,2
"F","B",32,20,5,"F","C","PO",25,3,1,1,3,10,5
"F","B",18,4,4,"F","A","AZ",27,2,1,1,0,1,3
"F","B",27,5,3,"F","B","PO",15,0,0,1,0,1,3
"M","B",24,7,5,"F","B","IC",15,2,2,0,2,2,3
"M","B",39,14,5,"M","A","PO",26,2,1,2,2,13,5
"F","B",21,13,4,"M","B","CB",21,0,0,1,3,3,3
"M","A",34,24,6,"M","A","EY",39,0,0,0,1,22,4
"F","A",53,8,3,"F","A","AZ",28,2,1,1,0,16,3
"F","B",32,10,4,"M","B","PO",19,2,1,5,5,7,5
"F","B",37,3,3,"F","B","CJ",22,1,1,1,3,11,5
"M","B",20,6,5,"F","B","AZ",15,0,1,1,5,1,3
"M","A",24,7,4,"F","B","EY",32,3,1,1,0,1,2
"F","A",27,0,3,"F","B","AZ",22,1,1,1,4,7,3
"F","B",37,13,5,"M","C","PO",38,1,1,0,0,6,4
"M","B",27,13,4,"M","B","PO",25,1,1,2,3,8,5
"F","A",31,13,3,"F","B","IC",19,0,1,1,7,3,3
"M","D",23,4,3,"M","B","PO",32,5,2,3,3,5,5
"M","A",22,14,3,"M","B","PO",19,1,2,0,2,8,4
"F","B",27,3,2,"M","A","CJ",40,1,1,2,2,2,2
"F","B",42,24,3,"M","B","IC",23,0,1,2,2,10,4
"F","C",32,21,4,"F","B","CB",15,0,0,0,3,7,4
"F","D",17,7,3,"M","C","EY",30,3,0,1,2,4,2
"F","A",44,11,3,"F","B","EY",27,1,3,2,1,6,4
"F","B",25,11,4,"F","B","EY",25,3,0,0,3,4,4
"F","A",17,1,4,"M","C","EY",22,1,3,3,1,12,5
"M","A",18,15,4,"M","B","AZ",43,2,1,5,5,17,5
"M","A",28,4,4,"F","A","CJ",56,2,2,4,7,27,4
"M","B",46,18,5,"M","C","AZ",15,1,1,0,3,1,4
"M","C",19,2,4,"F","A","CJ",34,1,2,1,2,10,1
"F","A",32,4,3,"M","A","AZ",40,2,0,2,0,13,3
"M","C",19,22,5,"M","D","IC",25,0,1,2,2,7,2
"F","A",16,2,4,"F","C","CJ",16,3,2,3,3,7,5
"M","C",15,1,4,"F","A","AZ",25,2,1,0,0,2,3
"M","B",25,9,4,"M","C","PO",16,1,1,0,5,2,4
"M","C",19,6,5,"M","C","PO",28,1,1,2,5,11,3
"M","B",15,2,3,"F","B","CB",15,0,1,0,2,3,4
"M","B",18,21,3,"F","B","PO",27,0,0,0,1,7,3
"F","C",34,17,4,"F","A","PO",31,0,0,2,3,10,3
"F","A",27,1,3,"F","C","CJ",17,2,2,3,1,9,5
"M","C",20,4,5,"F","A","EY",15,1,0,0,5,3,4
"F","A",27,2,3,"M","B","PO",16,0,0,1,4,1,3
"M","A",31,12,5,"F","D","AZ",19,2,0,4,2,4,5
"F","B",16,5,4,"M","C","EY",15,0,0,5,1,23,5
"M","A",21,15,5,"M","A","AZ",30,2,0,0,1,2,2
"F","B",21,7,4,"F","B","AZ",21,2,1,0,0,9,3
"M","B",17,19,5,"M","C","PO",15,1,2,4,1,4,5
