"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"F","B","PO",16,1,1,0,2,1,4,"F","C","AZ",35,3,0,6,4,5,5
"M","B","CJ",26,1,0,0,1,5,3,"F","A","AZ",54,2,1,0,1,23,4
"F","B","PO",30,0,0,0,0,28,3,"F","A","CJ",49,2,1,0,1,37,3
"M","C","PO",17,0,1,0,0,6,6,"F","A","EY",16,1,2,2,2,6,3
"M","B","PO",23,2,0,2,2,10,5,"M","C","CB",17,0,2,3,5,4,5
"F","B","CB",18,3,1,2,4,5,4,"F","C","PO",19,3,0,5,4,10,5
"M","A","CJ",31,1,0,0,4,22,3,"F","A","PO",17,4,2,2,1,4,6
"M","D","PO",22,2,3,6,2,4,5,"F","B","ST",30,5,0,0,1,14,3
"F","B","IC",26,0,0,3,2,4,3,"F","D","PO",20,0,2,0,2,6,3
"F","B","PO",17,0,1,0,1,1,4,"M","B","CJ",16,0,0,0,6,1,4
"M","C","AZ",38,2,1,3,1,5,5,"F","A","AZ",25,0,2,1,1,4,4
"F","A","AZ",33,1,1,1,1,7,4,"F","D","PO",29,4,1,4,1,5,6
"M","C","CB",15,2,1,2,0,4,5,"M","B","PO",27,0,0,0,2,8,4
"F","C","CJ",16,2,1,0,2,8,3,"M","D","PO",30,1,1,1,0,1,2
"F","D","AZ",28,0,2,2,1,7,4,"F","A","ST",30,0,2,3,1,1,3
"M","C","ST",21,0,1,3,1,32,5,"F","B","AZ",15,0,0,0,4,2,4
"F","B","ST",18,1,0,1,7,4,4,"M","B","EY",17,1,0,0,0,5,4
"M","C","PO",22,1,1,5,0,6,5,"F","C","EY",15,3,2,2,5,11,3
"F","C","AZ",27,3,0,2,0,7,5,"F","A","EY",16,3,1,0,1,3,3
"F","A","EY",19,3,1,3,6,9,4,"M","A","IC",19,3,1,0,1,1,3
"F","A","AZ",29,2,2,2,0,5,4,"M","C","AZ",34,1,1,3,1,5,5
"M","B","AZ",36,2,2,8,3,8,5,"F","B","ST",27,4,3,2,5,12,5
"F","A","PO",19,2,1,0,1,4,3,"F","C","PO",15,2,1,2,7,9,3
"M","C","PO",25,0,0,4,6,11,3,"F","C","PO",24,0,0,3,1,13,5
"M","D","ST",33,0,2,4,2,21,5,"F","C","IC",15,0,0,1,2,3,4
"M","A","PO",20,0,1,2,6,25,5,"F","C","PO",19,3,1,3,1,16,5
"F","B","PO",32,3,1,3,0,13,5,"M","A","IC",26,2,2,5,2,12,5
"M","B","AZ",21,0,1,3,6,6,4,"F","B","PO",29,1,0,1,2,11,4
"F","A","CB",26,0,0,3,4,5,5,"F","B","AZ",44,0,2,2,1,1,2
"M","D","PO",17,3,2,1,2,6,5,"M","C","AZ",26,1,0,0,3,5,4
"M","C","AZ",17,2,0,1,5,4,3,"M","B","CB",22,2,1,0,4,7,4
"F","A","PO",16,0,1,0,2,1,3,"F","B","AZ",17,2,1,0,4,2,4
"F","A","EY",15,1,2,1,3,2,4,"F","A","PO",17,0,1,2,6,1,3
"F","B","ST",27,1,1,3,2,16,5,"F","B","CJ",16,2,1,1,4,4,3
"F","A","PO",21,2,0,0,1,2,4,"M","B","PO",24,2,2,1,4,7,3
"F","C","AZ",22,0,2,1,3,4,3,"F","A","CJ",27,0,1,0,0,3,3
"M","A","PO",24,0,0,3,5,9,5,"F","A","AZ",20,2,3,1,2,4,3
"F","A","AZ",15,0,0,1,2,10,3,"F","B","PO",36,0,0,1,5,17,3
"M","B","AZ",19,0,1,4,1,8,5,"F","A","AZ",16,5,1,6,4,9,5
"F","C","IC",28,1,2,4,0,1,3,"F","C","PO",57,2,1,1,3,18,3
"M","B","CJ",20,2,1,2,2,4,5,"M","C","AZ",21,0,3,2,3,4,4
"F","A","ST",29,4,2,1,0,1,1,"F","A","PO",25,1,0,0,2,9,3
"M","A","PO",17,2,2,1,2,3,4,"F","B","AZ",39,1,0,2,4,16,3
"M","B","PO",18,1,1,0,3,4,3,"F","B","EY",30,0,2,2,3,17,4
"F","B","AZ",20,3,1,0,2,12,4,"F","D","EY",28,1,0,2,2,11,3
"F","C","EY",39,0,0,1,6,18,4,"F","A","IC",25,0,0,2,0,1,3
"F","B","PO",32,0,0,0,1,12,3,"M","D","PO",27,3,0,3,4,8,5
"F","C","AZ",19,1,1,0,0,3,4,"F","A","PO",20,2,0,1,1,7,4
"M","B","CJ",16,2,1,3,5,18,3,"M","D","AZ",29,0,0,8,6,12,5
"M","D","AZ",38,2,0,6,3,34,5,"F","B","PO",16,4,0,1,0,10,5
"M","B","CB",19,1,1,1,2,6,3,"M","B","CB",34,4,1,3,3,7,5
"F","B","AZ",25,0,1,1,2,8,3,"M","A","AZ",19,0,0,1,1,5,3
"M","B","AZ",16,2,0,2,7,4,3,"F","A","PO",19,3,1,0,0,5,4
"M","A","CB",21,2,1,2,1,9,5,"F","A","AZ",18,0,1,2,2,1,4
"F","C","CJ",17,3,0,3,3,5,5,"M","C","ST",20,1,0,1,3,6,4
"F","B","PO",23,2,1,1,5,9,3,"F","A","EY",17,1,3,0,2,9,3
"F","B","PO",15,1,2,2,4,2,3,"F","A","AZ",39,1,1,1,2,3,4
"M","B","PO",29,2,1,3,1,7,5,"M","A","IC",18,1,2,0,2,7,3
"F","A","EY",93,2,2,2,0,27,2,"F","A","CJ",52,0,2,5,3,30,5
"F","C","PO",18,3,2,3,1,6,5,"M","C","EY",28,2,2,1,5,7,4
"M","A","EY",34,0,1,1,0,2,1,"F","B","AZ",26,1,1,5,3,15,5
"F","A","CJ",30,2,2,0,1,6,2,"F","B","AZ",16,1,0,1,1,1,3
"M","A","PO",22,4,0,4,3,6,5,"F","D","PO",18,1,0,3,2,12,5
"M","B","CB",19,1,5,1,5,7,3,"F","C","AZ",27,2,1,2,1,4,1
"M","A","IC",25,1,1,2,1,8,3,"M","B","AZ",29,1,2,1,2,5,4
"F","A","IC",32,0,0,4,1,10,3,"M","C","PO",16,1,2,2,6,2,3
"F","C","PO",59,1,0,1,0,39,5,"F","A","PO",15,0,2,3,5,2,3
"F","B","AZ",35,1,2,1,4,13,4,"F","B","CB",21,1,1,0,2,7,3
"F","D","CJ",17,1,0,0,0,4,3,"M","A","AZ",29,1,1,2,0,3,2
"F","C","CJ",22,4,1,5,4,24,5,"F","A","CB",19,1,3,1,2,4,3
"M","A","PO",27,1,2,1,4,11,4,"F","A","AZ",27,1,1,2,3,4,2
"F","C","IC",28,1,0,1,0,5,3,"F","B","PO",22,0,1,0,2,5,3
"F","C","PO",23,3,1,5,2,6,5,"F","A","IC",43,0,0,0,1,4,3
"F","B","AZ",28,4,3,1,1,5,3,"F","C","CJ",30,2,1,0,1,5,2
"F","C","EY",18,1,0,0,3,8,3,"M","C","PO",20,5,0,4,5,8,5
"M","B","CJ",16,0,1,1,1,6,4,"F","B","EY",16,0,1,0,5,2,3
"M","C","PO",18,4,4,2,4,5,5,"F","B","CB",24,2,2,1,2,2,4
"M","C","CB",17,1,0,3,2,7,5,"M","C","CB",33,2,0,2,1,4,5
"F","B","PO",22,3,4,2,4,9,4,"M","C","CJ",22,1,2,2,2,18,5
"F","A","ST",26,1,1,0,0,4,4,"F","A","CJ",20,1,0,2,2,8,5
"M","C","PO",15,1,1,4,1,8,5,"M","C","AZ",20,4,3,3,1,5,5
"F","C","EY",16,4,2,4,2,4,5,"F","B","ST",28,1,1,4,0,2,3
"F","C","AZ",21,1,1,0,1,7,4,"F","A","CB",29,2,0,1,5,11,3
"F","B","EY",17,2,0,1,5,1,4,"F","A","AZ",38,2,0,2,0,7,3
"F","A","PO",15,0,0,0,3,3,4,"F","D","CB",15,1,1,3,6,2,3
"F","B","AZ",30,1,0,1,1,3,3,"M","C","IC",30,1,0,1,5,3,4
"M","C","EY",18,0,0,1,4,4,4,"F","C","CJ",25,2,0,3,3,4,5
"F","A","ST",27,2,3,3,1,5,3,"F","D","CJ",15,2,0,2,3,2,4
"M","C","EY",17,0,1,2,2,2,3,"M","C","AZ",32,2,0,0,2,10,3
"M","B","IC",19,2,0,2,6,3,4,"F","A","CB",29,0,3,2,0,3,1
"F","A","AZ",26,2,0,1,0,1,3,"F","A","CB",17,0,2,0,0,4,4
"M","C","CJ",25,2,0,1,1,6,5,"F","B","ST",26,2,1,0,0,7,3
"M","A","CB",17,0,1,0,2,1,4,"F","B","CB",47,1,1,7,1,23,5
"F","A","EY",21,4,0,3,5,6,3,"M","B","PO",15,0,0,1,1,8,5
"F","A","EY",26,0,0,1,3,2,4,"F","C","PO",20,2,2,1,3,6,3
"F","A","AZ",29,1,1,1,2,4,5,"F","A","AZ",41,1,2,1,1,4,1
"F","C","CB",17,1,0,3,1,6,5,"F","A","AZ",31,1,0,1,1,2,4
"M","B","EY",17,2,2,1,2,3,3,"M","A","AZ",16,0,1,1,1,4,5
"F","A","AZ",46,2,0,2,0,5,3,"M","A","EY",16,1,0,3,0,12,5
"F","A","AZ",16,2,1,0,2,6,5,"F","B","EY",21,1,3,3,3,3,3
"F","A","AZ",19,1,1,0,2,2,4,"M","B","PO",19,5,2,3,2,8,5
"F","A","EY",34,1,1,0,0,2,2,"M","C","CJ",16,4,2,2,2,19,5
"F","C","CB",17,1,1,2,5,3,4,"M","B","AZ",29,2,2,0,2,8,3
"M","B","EY",21,1,2,1,3,6,4,"M","B","PO",26,5,0,4,1,10,4
"M","A","CB",29,2,1,0,2,13,4,"F","A","IC",17,2,0,1,6,3,4
"F","D","AZ",15,1,0,2,2,1,3,"F","A","PO",28,2,0,1,0,6,2
"F","C","AZ",47,0,1,2,5,44,4,"F","B","AZ",24,0,0,1,3,11,4
"M","B","PO",15,0,1,3,2,5,5,"F","B","PO",18,2,1,7,4,12,5
"F","B","PO",24,1,0,2,3,19,4,"F","D","EY",19,3,3,3,1,26,5
"F","A","CB",57,2,0,3,5,41,4,"F","B","PO",16,1,4,1,4,6,3
"M","D","IC",15,0,1,0,3,1,4,"M","C","AZ",26,3,1,4,0,6,5
"F","C","AZ",16,0,1,0,1,3,4,"M","C","EY",40,0,0,1,6,11,4
"M","C","AZ",15,1,1,1,3,7,3,"F","A","AZ",24,0,0,2,3,6,3
"F","C","PO",34,2,0,2,2,5,2,"F","B","PO",20,3,1,2,3,10,5
"F","C","CJ",19,2,1,2,1,5,5,"M","A","ST",25,1,1,2,2,3,3
"M","B","AZ",36,0,0,0,1,7,2,"F","C","AZ",23,1,2,2,3,5,5
"F","A","IC",31,0,1,0,1,5,4,"F","B","AZ",17,1,0,1,1,2,4
"F","D","AZ",21,3,1,5,3,14,5,"F","B","EY",29,2,2,1,6,18,4
"F","C","EY",21,0,0,1,2,13,3,"F","D","EY",24,1,2,6,1,5,5
"F","B","AZ",23,1,0,0,1,16,4,"M","C","PO",16,1,2,1,1,7,5
"F","B","PO",21,0,1,0,2,9,3,"M","C","EY",15,0,1,2,3,3,4
"F","A","EY",26,1,1,0,0,2,4,"M","B","AZ",19,0,2,1,2,6,3
"F","A","PO",23,0,1,1,3,11,5,"M","C","PO",25,1,0,5,1,10,5
"F","D","AZ",31,3,3,1,1,7,5,"F","B","CB",18,1,3,2,3,23,5
"M","C","CB",17,1,1,1,4,2,3,"M","A","AZ",18,2,1,1,5,4,4
"F","B","AZ",21,1,1,2,5,6,3,"F","C","CB",36,1,0,4,7,18,4
"M","A","IC",29,2,1,0,1,0,2,"M","C","EY",19,1,0,2,6,5,3
"F","B","ST",16,2,4,2,4,1,3,"F","B","AZ",17,0,1,1,3,3,3
"M","C","PO",18,2,0,4,2,5,5,"F","D","AZ",18,0,2,1,3,2,4
"M","C","CB",32,2,0,4,1,8,5,"F","C","CB",17,2,2,0,1,1,4
"F","B","ST",15,0,0,2,4,1,4,"M","A","EY",30,2,1,2,2,4,4
"F","B","IC",26,0,1,1,2,7,3,"F","B","AZ",25,3,3,4,2,5,5
"F","A","EY",29,0,1,0,0,1,3,"F","A","ST",34,0,1,4,2,7,3
"F","B","IC",15,0,0,2,2,12,4,"M","A","PO",38,4,2,2,3,32,5
"F","A","PO",21,2,1,1,1,11,5,"F","A","EY",16,1,1,0,2,6,3
"F","C","IC",26,1,0,0,0,9,4,"F","B","CB",28,1,0,2,3,18,5
"F","A","AZ",21,2,1,1,3,1,3,"F","B","AZ",21,3,1,1,2,4,5
"M","A","CB",15,0,1,0,0,2,4,"F","B","EY",17,2,0,0,2,3,3
"F","B","PO",15,1,2,0,2,2,4,"F","A","AZ",32,1,1,1,2,2,2
"F","B","EY",15,1,1,0,7,1,4,"F","A","IC",23,2,0,2,3,1,3
"F","A","CJ",27,0,0,0,0,5,3,"F","B","PO",15,2,3,6,3,9,5
"F","A","PO",22,2,1,2,5,10,3,"M","A","IC",20,1,2,2,4,3,3
"M","B","PO",26,0,1,5,4,11,5,"F","A","EY",36,1,0,0,0,11,3
"M","D","CJ",21,2,2,3,6,1,4,"F","A","AZ",25,3,4,0,2,6,3
"F","A","EY",18,1,0,0,3,1,4,"F","A","AZ",27,2,0,1,3,8,2
"M","A","PO",27,3,3,1,1,4,5,"F","B","CB",20,2,2,1,3,7,4
"F","B","PO",18,1,2,4,1,24,5,"F","C","PO",20,2,0,0,0,7,5
"M","D","ST",35,0,0,3,2,10,5,"M","C","CJ",23,6,1,1,1,7,5
"F","A","AZ",22,2,1,1,2,2,4,"M","B","PO",40,2,1,2,2,38,5
"F","B","EY",50,0,1,1,1,38,4,"M","B","EY",16,0,1,0,2,8,4
"M","B","EY",19,1,0,0,2,7,4,"F","A","EY",28,1,1,1,1,1,4
"F","B","AZ",23,1,2,2,5,1,4,"F","B","CJ",33,1,1,1,2,2,4
"F","B","CB",23,0,0,2,5,7,4,"F","B","AZ",20,0,1,2,5,4,3
"F","B","CB",21,1,0,0,0,5,3,"M","A","ST",22,0,2,3,2,15,5
"F","A","CB",32,0,0,3,4,3,3,"M","B","CJ",30,4,0,3,1,9,6
"F","A","CJ",17,2,2,3,1,13,5,"F","B","ST",24,0,1,0,4,4,4
"F","A","PO",28,0,0,1,4,2,3,"F","A","CB",35,4,3,0,0,1,3
"F","B","IC",26,1,2,1,0,7,3,"M","B","PO",17,5,0,3,3,11,5
"M","A","AZ",21,1,2,3,0,17,5,"F","B","CJ",31,0,2,2,5,26,3
"M","A","EY",29,1,1,2,0,7,2,"F","A","EY",20,1,0,0,4,7,3
"M","D","PO",20,2,1,2,2,8,5,"M","C","AZ",16,1,0,1,3,2,4
"F","A","ST",36,1,1,2,3,13,3,"M","B","PO",15,0,3,4,0,13,5
"M","A","IC",26,2,1,0,1,1,3,"M","C","CB",25,0,0,0,1,10,3
"M","A","CJ",43,0,0,3,2,35,5,"F","C","AZ",31,0,1,3,5,29,5
"F","A","EY",24,4,3,1,1,3,4,"F","B","IC",34,3,3,0,0,4,3
"F","A","IC",26,0,0,1,2,5,3,"F","C","AZ",56,0,3,0,2,21,3
"F","C","PO",34,3,2,0,2,9,4,"M","B","AZ",20,4,1,4,1,8,5
"F","C","PO",17,1,0,3,2,6,5,"M","B","EY",41,3,0,4,6,22,4
"F","A","PO",28,0,0,0,2,15,4,"F","A","PO",25,4,0,2,2,13,5
"M","C","CB",22,1,1,6,2,13,6,"M","B","CB",18,0,1,0,4,8,3
"F","B","CB",46,2,1,2,1,6,5,"M","B","AZ",15,1,1,3,3,4,5
"M","A","IC",25,0,0,2,1,1,3,"M","B","IC",16,1,0,3,4,4,3
"M","C","AZ",15,0,1,2,2,5,5,"M","B","PO",22,4,2,2,2,22,5
"F","B","PO",19,1,0,1,3,3,4,"F","A","CB",26,1,3,1,2,1,3
"M","A","ST",19,0,1,1,4,6,4,"F","B","PO",28,0,0,2,3,14,3
"F","B","AZ",22,0,0,0,5,1,4,"F","B","AZ",24,0,1,0,2,3,4
"F","D","CJ",17,2,2,1,0,14,5,"F","A","EY",64,0,0,2,7,24,4
"M","A","CB",35,0,0,0,2,13,4,"F","B","PO",20,1,1,4,0,5,5
"F","B","IC",23,2,0,1,5,14,4,"F","B","PO",54,0,1,1,4,32,3
"M","C","AZ",20,0,0,0,0,1,4,"M","A","CJ",29,2,1,3,3,10,5
"F","B","CJ",35,3,2,3,5,16,4,"M","A","ST",31,1,1,0,3,13,4
"F","B","PO",22,4,3,4,1,41,5,"F","D","AZ",49,0,0,2,1,3,4
"F","B","PO",55,1,0,2,2,7,6,"F","B","CB",22,1,1,2,5,8,4
"F","A","CB",26,0,0,0,1,2,3,"F","C","CB",34,1,0,1,2,19,3
"F","B","CB",27,2,1,1,6,7,4,"M","A","PO",41,2,3,2,4,19,5
"M","B","EY",22,2,0,0,4,10,3,"F","A","CB",30,0,1,3,0,4,3
"M","A","CB",47,3,2,6,1,16,5,"M","D","EY",17,0,4,0,2,2,3
"F","B","PO",26,2,2,2,2,13,5,"M","B","CB",18,1,1,3,5,4,4
"F","B","IC",17,1,0,2,0,15,3,"M","B","PO",30,1,2,0,4,7,3
"M","B","CJ",21,0,2,2,5,6,4,"M","A","CB",15,0,0,0,2,5,3
"M","C","CB",23,5,1,5,1,12,5,"F","A","IC",35,1,0,0,1,10,3
"F","C","CJ",18,0,2,0,4,3,4,"F","C","AZ",17,1,2,0,0,1,4
"F","C","CJ",23,0,1,2,4,7,4,"F","B","PO",16,1,1,1,2,1,4
"F","B","EY",18,1,1,1,3,4,3,"F","A","CB",19,5,3,3,1,23,5
"F","B","AZ",26,3,1,2,0,15,5,"M","A","CB",34,1,3,2,2,15,3
"M","B","AZ",16,3,0,6,1,8,5,"F","C","CJ",33,2,3,1,6,14,5
"F","C","PO",25,0,1,2,2,20,5,"F","A","PO",17,1,0,1,2,3,3
"M","A","IC",24,1,0,0,0,1,3,"F","B","CB",18,2,1,0,3,3,4
"F","A","ST",27,0,0,1,0,3,3,"M","A","IC",30,3,1,1,0,2,2
"M","A","AZ",23,0,0,1,5,4,4,"F","A","AZ",29,0,0,1,0,6,3
"F","A","AZ",17,1,6,0,2,5,4,"F","C","CB",41,2,2,1,3,31,3
"M","A","CJ",36,1,1,0,1,6,2,"F","A","CB",25,2,3,2,1,4,3
"M","B","AZ",16,1,0,2,1,12,5,"F","B","IC",16,3,3,6,2,7,5
"F","A","EY",29,0,1,0,0,3,3,"F","D","PO",23,2,0,5,3,7,5
"M","A","CB",27,0,0,1,1,1,4,"F","C","AZ",15,2,1,1,3,4,5
"F","C","CJ",16,1,1,1,4,3,4,"F","C","PO",18,0,0,8,4,12,5
"M","D","IC",16,0,1,1,2,1,3,"F","C","IC",16,4,1,2,5,4,5
"F","C","CJ",25,1,3,0,3,15,4,"F","A","AZ",28,3,0,3,3,3,3
"F","A","PO",16,3,2,1,4,12,5,"M","C","AZ",18,4,1,5,2,17,5
"F","B","PO",27,0,0,0,2,5,3,"F","B","PO",23,1,0,1,1,3,3
"F","C","CB",22,3,1,1,2,7,3,"F","A","CJ",45,0,1,0,3,13,4
"M","B","IC",18,1,0,2,8,5,4,"F","B","PO",21,2,1,2,0,14,5
"F","A","IC",26,2,3,2,3,5,4,"M","A","CB",45,0,2,0,2,18,3
"F","B","EY",20,0,0,0,3,6,4,"F","B","IC",17,0,1,5,5,4,5
"F","C","PO",27,3,0,2,1,8,3,"M","C","CB",17,2,1,3,4,9,5
"F","A","CJ",25,1,1,1,0,1,3,"F","A","IC",36,3,1,2,1,3,3
"F","A","AZ",15,0,1,2,3,2,4,"F","B","AZ",23,0,1,2,2,19,5
"F","A","PO",31,1,4,2,4,5,3,"F","C","CB",22,0,1,1,2,8,3
"M","B","CJ",26,1,0,1,0,12,5,"F","A","CB",52,0,0,0,0,5,2
"M","C","EY",16,0,0,1,2,2,4,"M","A","IC",22,0,1,2,0,4,3
"M","B","AZ",35,1,0,1,3,21,4,"F","A","CJ",29,2,0,1,1,7,2
"F","C","EY",17,1,2,1,5,3,4,"F","A","IC",22,1,1,1,5,3,4
"F","B","PO",33,1,1,4,3,23,5,"F","B","EY",26,1,0,0,4,12,3
"F","A","CJ",43,0,0,0,3,7,3,"M","D","AZ",44,1,1,1,5,22,3
"F","D","EY",15,0,0,2,4,3,3,"M","A","AZ",20,1,0,1,2,1,3
"F","B","PO",25,3,2,3,4,9,5,"F","A","EY",36,0,0,0,3,7,3
"M","B","PO",15,2,0,3,1,6,5,"F","C","PO",38,2,1,4,1,11,5
"F","C","EY",18,0,2,0,1,8,4,"M","D","PO",18,3,0,0,0,4,5
"M","B","AZ",33,3,1,2,3,12,4,"M","B","EY",16,2,2,1,3,2,3
"M","A","AZ",17,1,1,1,1,3,3,"F","A","AZ",37,1,1,2,6,13,3
"F","A","CB",17,5,0,4,2,6,6,"M","B","AZ",15,0,0,1,4,7,3
"F","A","PO",34,2,0,2,1,5,2,"F","B","CB",43,2,1,2,3,28,4
"M","B","CJ",19,2,2,1,2,17,5,"F","B","CJ",34,0,0,0,1,9,3
"F","B","PO",20,3,1,1,3,4,4,"M","B","AZ",27,2,0,1,2,9,5
"M","B","PO",17,3,2,2,3,11,5,"M","A","CB",16,1,0,1,2,2,4
"M","B","PO",33,2,0,2,1,8,5,"F","A","EY",43,1,2,2,1,14,3
"M","B","PO",39,0,0,1,1,21,5,"M","B","CB",42,3,3,3,3,11,5
"M","A","PO",34,3,0,6,3,20,4,"F","D","EY",24,1,0,1,4,15,3
"F","B","AZ",17,0,3,0,3,1,3,"M","B","CB",24,1,0,1,4,5,4
"F","B","CB",26,3,1,1,0,2,3,"F","B","EY",16,1,1,1,3,13,3
"M","A","AZ",33,3,0,3,3,5,5,"F","A","AZ",29,1,1,0,0,6,3
"F","C","PO",23,1,0,3,2,9,5,"F","B","AZ",18,2,1,5,3,4,5
"M","B","PO",20,0,0,4,1,11,5,"M","A","AZ",36,3,2,2,5,11,4
"F","C","CB",30,2,1,5,2,4,5,"F","C","AZ",43,0,0,0,3,4,3
"M","B","PO",28,0,1,0,1,21,3,"M","A","EY",16,0,2,2,4,1,4
"F","A","CB",16,0,1,2,6,2,4,"F","C","PO",15,0,1,0,3,4,4
"F","B","PO",15,1,2,1,0,12,5,"M","B","CJ",28,0,1,0,2,16,4
"M","B","PO",38,3,2,2,1,38,4,"F","C","CB",18,0,0,1,5,3,3
"F","A","CB",29,2,3,3,1,7,3,"M","A","PO",25,3,1,6,3,17,5
"M","A","IC",21,0,1,1,4,11,4,"M","C","CB",22,3,1,3,5,8,5
"F","B","PO",15,1,0,0,1,4,4,"F","C","CJ",18,2,1,4,2,6,5
"M","A","CB",15,0,1,1,2,1,3,"F","B","IC",28,0,0,0,0,5,3
"M","B","PO",18,3,2,2,0,6,5,"M","C","PO",20,1,1,3,3,4,5
"F","B","AZ",29,1,0,0,1,9,3,"F","A","IC",24,0,2,1,3,7,4
"M","A","PO",25,1,0,0,0,2,2,"F","C","CB",17,0,0,2,5,1,4
"F","A","ST",22,0,1,1,3,5,4,"F","A","IC",36,2,1,1,0,2,3
"F","D","PO",27,2,2,2,1,21,5,"F","C","IC",39,2,0,1,0,2,3
"M","C","PO",27,1,1,2,3,26,4,"M","B","AZ",16,0,1,1,3,1,3
"M","B","AZ",20,2,3,0,3,9,4,"F","A","PO",27,1,0,3,0,0,3
"F","C","AZ",37,1,0,1,1,14,4,"M","B","AZ",20,4,2,7,5,7,5
"M","C","CJ",29,1,1,1,0,4,5,"F","B","EY",15,2,1,0,3,2,4
"F","A","AZ",23,2,0,3,1,6,5,"M","B","AZ",24,0,0,1,4,11,4
"F","A","EY",16,0,1,2,3,2,4,"F","B","PO",30,3,1,5,3,4,5
"M","B","PO",25,2,1,4,2,15,5,"F","B","PO",27,0,2,3,6,1,3
"M","A","CJ",29,2,2,1,1,2,2,"F","A","ST",27,1,1,1,1,5,1
"F","A","CJ",17,2,2,3,3,10,5,"M","A","CB",17,1,1,0,0,20,4
"M","C","PO",25,1,0,3,1,4,3,"F","A","CJ",27,3,0,3,3,19,5
"F","C","PO",16,3,1,2,1,5,5,"M","C","ST",20,2,1,4,2,4,5
"M","A","PO",44,3,2,5,4,12,5,"F","A","AZ",22,1,2,2,1,8,5
"F","C","CJ",24,3,1,1,3,12,5,"F","A","AZ",31,1,0,0,0,3,3
"F","C","CJ",25,0,0,3,5,13,3,"M","C","PO",26,3,0,3,4,22,5
"F","B","AZ",24,0,3,2,4,9,4,"F","B","PO",36,0,1,0,3,25,4
"M","C","PO",20,1,2,5,2,7,5,"F","A","CB",34,2,1,0,0,11,4
"F","B","PO",17,3,1,2,0,7,5,"F","C","IC",31,1,0,2,1,22,3
"M","A","PO",15,1,0,3,1,18,5,"M","A","AZ",17,1,1,0,2,1,3
"F","A","EY",41,2,1,4,4,22,5,"F","B","PO",26,0,2,0,0,17,4
"F","D","AZ",19,1,2,5,5,5,5,"F","A","AZ",16,1,0,1,2,4,3
"M","C","IC",28,4,2,4,3,10,5,"F","C","CJ",19,2,0,3,5,10,5
"M","B","PO",30,1,2,3,4,5,5,"F","C","AZ",42,6,3,1,1,15,3
"M","B","PO",16,2,1,5,1,10,5,"F","B","AZ",18,1,1,1,1,5,4
"M","B","PO",17,2,0,1,3,3,4,"M","C","CJ",44,1,1,0,3,19,4
"M","B","EY",31,0,1,1,1,16,3,"M","C","CB",18,0,0,0,3,3,3
"F","B","EY",24,1,1,2,7,17,3,"F","B","PO",15,0,0,0,3,2,3
"F","A","IC",23,0,2,0,4,7,4,"F","A","EY",31,1,2,0,2,2,2
"F","B","CB",19,3,0,4,2,7,5,"F","A","IC",25,1,1,0,2,2,4
"M","A","EY",36,1,0,3,5,23,4,"F","B","CB",22,3,1,5,3,13,5
"M","A","CB",41,4,1,3,5,21,3,"F","A","CB",48,0,1,1,1,7,2
"F","B","AZ",32,1,0,0,1,7,5,"F","A","ST",57,1,1,5,4,4,5
"M","A","CJ",23,1,1,3,1,20,5,"F","B","IC",34,2,2,1,3,3,2
"F","C","EY",20,0,1,1,4,9,3,"M","A","EY",15,5,1,0,3,2,3
"F","A","ST",30,6,3,3,3,6,5,"M","B","AZ",17,2,1,7,7,4,5
"F","A","ST",30,0,0,2,0,8,4,"F","C","PO",15,1,1,1,2,6,3
"F","B","ST",18,1,0,1,3,21,3,"F","B","IC",21,0,0,3,4,3,4
"F","D","CJ",15,3,0,3,5,1,3,"F","B","PO",19,2,0,1,2,2,4
"M","B","EY",28,0,1,1,2,19,3,"F","A","AZ",26,0,0,0,0,4,3
"M","A","AZ",21,2,1,4,3,10,5,"M","B","EY",20,1,0,0,3,14,4
"F","B","PO",16,2,1,2,4,11,5,"F","C","AZ",15,2,1,2,1,5,5
"M","A","AZ",16,1,1,0,1,1,4,"F","A","AZ",29,1,0,1,1,1,2
"M","B","PO",24,4,1,0,3,10,3,"F","C","AZ",34,1,1,1,3,3,3
"F","B","AZ",24,1,1,0,3,4,4,"M","C","CB",20,2,2,1,2,3,3
"M","A","AZ",22,3,0,3,3,6,5,"M","B","EY",48,1,2,0,2,2,4
"F","A","IC",31,0,0,1,4,2,4,"F","A","AZ",25,3,0,4,4,6,5
"F","A","PO",37,3,1,1,2,6,3,"F","A","AZ",39,0,2,1,0,1,3
"F","A","AZ",28,1,1,2,0,2,3,"F","C","IC",40,1,2,2,2,4,3
"M","A","PO",24,0,1,1,1,10,5,"F","A","IC",34,1,1,0,0,19,3
"M","B","CB",21,1,0,9,4,11,5,"F","A","AZ",26,0,2,0,1,4,3
"F","B","EY",27,2,0,0,3,2,2,"M","D","CB",17,0,0,4,5,12,5
"F","B","AZ",29,0,1,2,3,4,3,"F","A","AZ",30,0,0,4,2,3,3
"F","A","AZ",28,1,1,2,1,8,3,"M","C","PO",23,3,1,6,3,19,5
"M","B","AZ",22,3,2,1,3,8,3,"M","A","EY",35,1,1,2,1,3,2
"F","A","PO",20,2,1,0,3,8,4,"M","A","CJ",25,2,3,2,2,4,5
