"Var1","Var2","Var4","Var9","Var10"
"M","B",16,3,4
"F","A",18,3,3
"M","A",22,7,5
"M","C",26,2,1
"F","A",17,17,5
"M","B",32,23,4
"F","B",17,4,3
"M","A",38,13,3
"F","D",15,7,4
"M","D",16,10,5
"F","B",20,5,4
"F","A",30,16,4
"F","B",19,10,5
"F","B",16,3,3
"M","B",21,8,5
"M","B",22,3,3
"F","A",19,6,4
"M","B",30,9,5
"F","A",17,4,5
"F","C",18,7,5
"M","B",16,5,5
"M","B",16,4,5
"F","D",23,3,3
"M","B",37,13,3
"M","B",18,1,4
"F","A",16,2,3
"F","B",16,1,3
"F","C",25,1,2
"F","A",24,10,5
"M","A",29,15,5
"M","B",16,28,5
"F","B",16,6,3
"M","A",27,1,3
"M","A",22,14,5
"F","D",16,1,4
"M","B",37,15,3
"F","B",16,3,4
"F","A",34,6,3
"F","B",25,5,3
"M","C",23,27,5
"F","B",21,4,3
"F","A",32,19,3
"F","A",22,7,3
"F","A",27,5,5
"F","A",36,0,3
"F","A",33,3,2
"F","A",31,4,4
"F","C",42,5,5
"F","B",24,10,4
"M","A",25,2,3
"M","B",21,6,4
"M","C",16,5,5
"M","B",24,4,3
"M","B",32,11,4
"F","A",33,9,3
"M","A",58,42,3
"M","C",15,6,5
"F","D",39,26,3
"F","B",25,3,4
"F","B",21,11,3
"F","A",18,5,4
"F","A",29,8,3
"F","B",26,4,3
"F","B",37,22,5
"M","B",17,5,5
"M","A",15,1,5
"F","A",30,3,3
"M","B",15,1,3
"F","A",25,7,3
"M","C",29,3,4
"F","A",21,2,3
"M","C",39,15,4
"F","C",43,11,4
"M","D",26,13,5
"F","C",15,4,5
"M","D",24,12,5
"F","C",21,10,4
"M","C",15,1,3
"F","B",15,4,5
"F","A",23,4,5
"M","C",23,7,3
"M","C",17,3,3
"F","B",15,1,3
"F","A",24,14,4
"M","B",18,3,4
"F","C",15,9,5
"M","D",17,4,4
"F","C",34,9,4
"F","A",29,4,3
"M","B",27,9,3
"F","B",48,5,5
"M","C",15,1,3
"F","C",23,8,5
"F","B",19,1,3
"M","A",17,2,4
"M","C",18,7,4
"F","A",28,11,4
"F","B",29,21,4
"M","C",22,5,3
"F","B",25,8,5
"F","B",20,5,4
"F","A",29,2,3
"F","A",43,36,3
"M","B",16,5,5
"M","B",23,8,3
"F","A",27,6,3
"F","C",25,6,4
"M","A",22,5,3
"F","B",16,2,3
"M","B",29,4,3
"M","B",31,2,3
"F","D",15,5,3
"M","A",23,3,5
"F","B",21,7,5
"F","A",18,5,5
"M","C",18,5,4
"F","A",28,14,3
"F","A",21,3,4
"F","A",16,6,5
"F","A",30,7,3
"F","B",16,5,3
"F","A",27,3,4
"F","A",16,1,3
"M","B",17,1,4
"M","B",22,7,5
"F","B",15,2,3
"F","B",23,13,5
"F","C",22,8,5
"M","A",17,4,5
"F","B",16,3,3
"M","B",19,4,3
"M","C",35,5,3
"F","C",21,7,3
"M","A",17,1,4
"M","C",19,8,3
"F","B",18,1,4
"F","C",20,6,5
"F","B",26,4,4
"F","A",28,15,5
"F","A",16,6,6
"M","A",19,11,5
"F","A",36,2,2
"F","B",19,7,4
"M","A",40,7,2
"M","D",15,8,5
"M","C",19,9,5
"F","A",23,10,5
"F","A",28,2,4
"F","C",41,15,3
"M","C",20,6,4
"M","C",24,12,5
"M","A",26,19,3
"F","C",26,11,3
"M","A",21,5,4
"F","A",17,11,4
"M","B",15,3,3
"M","B",19,4,3
"F","A",31,4,2
"F","B",17,3,3
"F","A",25,9,5
"M","C",18,2,5
"F","B",51,27,4
"M","B",24,2,3
"F","C",22,7,3
"M","C",29,10,5
"M","B",22,5,4
"F","A",18,2,3
"M","B",24,14,4
"F","B",20,4,4
"M","A",25,1,4
"M","C",15,5,5
"M","C",17,4,4
"M","B",16,2,5
"F","A",29,15,5
"M","C",19,9,4
"M","A",15,2,3
"F","A",18,6,3
"M","C",15,5,5
"F","A",17,3,4
"M","B",33,10,5
"F","C",18,2,4
"F","C",16,4,5
"F","B",26,4,5
"F","B",17,11,5
"M","B",20,12,5
"F","D",41,12,5
"M","A",56,1,1
"F","B",25,7,3
"M","A",15,2,3
"M","A",20,6,3
"F","A",18,6,3
"M","B",25,8,5
"M","B",16,5,4
"M","A",45,28,3
"M","C",19,6,5
"M","B",15,7,5
"F","A",34,17,2
"F","A",23,5,4
"F","B",28,5,3
"M","A",32,7,4
"F","B",21,7,4
"F","B",46,16,4
"M","A",28,11,3
"F","A",21,12,4
"F","C",26,28,4
"F","B",19,1,4
"M","A",23,10,4
"F","A",15,10,3
"M","B",25,11,5
"M","C",30,11,3
"F","A",23,5,3
"F","A",18,5,4
"F","B",20,2,3
"F","A",34,5,3
"F","A",41,6,3
"F","B",30,14,4
"M","A",15,9,5
"F","C",35,15,3
"F","C",36,8,3
"F","B",22,8,4
"F","B",19,10,5
"M","B",19,1,4
"F","A",15,2,3
"F","B",15,5,3
"F","B",25,6,5
"M","C",18,10,5
"F","A",26,1,1
"F","C",30,0,2
"F","B",19,4,4
"M","B",16,4,5
"F","B",21,3,3
"M","B",28,19,5
"F","C",17,4,5
"F","A",28,14,3
"F","D",29,3,3
"M","B",29,1,4
"F","B",27,1,4
"F","C",18,5,5
"M","B",27,7,3
"F","B",23,17,4
"M","A",27,4,2
"F","B",15,1,3
"F","B",18,8,5
"F","C",19,4,3
"F","B",22,5,4
"M","B",15,5,4
"F","B",15,6,4
"F","A",26,1,2
"F","C",15,1,3
"M","B",19,31,5
"M","B",18,3,3
"F","B",16,5,4
"F","C",27,5,5
"M","A",26,10,4
"F","C",19,6,4
"F","D",25,8,3
"M","C",19,8,5
"F","B",19,12,5
"F","B",22,7,3
"F","A",22,11,3
"M","A",26,4,3
"F","C",18,6,5
"F","A",16,1,3
"F","A",27,2,3
"F","B",18,3,4
"M","B",17,6,5
"F","D",19,4,3
"M","B",17,2,3
"F","A",69,61,4
"F","A",26,3,4
"F","C",29,9,3
"M","A",19,7,3
"M","C",15,6,6
"M","B",22,6,5
"F","B",17,1,4
"M","D",15,5,5
"M","B",17,5,3
"F","B",46,9,3
"F","D",20,3,4
"M","D",19,16,5
"M","B",33,18,3
"F","C",51,6,3
"F","A",15,5,5
"F","B",17,5,4
"F","A",28,2,4
"F","A",27,4,2
"M","B",16,10,5
"F","A",29,21,2
"F","B",15,3,4
"F","C",28,13,3
"F","B",25,0,3
"F","B",24,12,4
"M","B",19,4,4
"M","B",45,9,5
"F","B",19,18,5
"F","A",20,10,4
"F","C",19,10,5
"F","A",31,2,4
"F","D",15,12,5
"F","B",24,1,4
"F","C",22,8,4
"F","B",23,3,3
"M","C",31,6,5
"F","B",15,5,5
"M","A",22,4,4
"M","A",21,7,5
"F","B",21,4,4
"M","A",16,9,4
"F","B",16,1,3
"M","B",20,4,3
"F","B",16,6,5
"M","B",27,5,5
"F","A",20,12,5
"M","A",20,3,3
"F","B",17,1,4
"M","C",15,7,5
"F","A",22,10,4
"M","C",22,4,3
"M","C",15,1,3
"M","A",27,3,4
"M","A",16,8,3
"F","D",37,16,5
"M","C",21,6,5
"F","A",24,12,5
"M","B",17,1,4
"F","A",26,2,4
"F","B",25,4,3
"F","A",28,1,3
"M","B",26,12,3
"M","B",19,5,5
"M","B",19,12,5
"F","B",18,9,3
"F","B",20,12,4
"F","C",32,11,3
"F","B",16,12,3
"F","A",27,4,2
"M","B",44,5,5
"F","B",16,3,3
"F","A",24,3,4
"F","A",27,5,2
"F","A",29,9,5
"M","B",22,18,5
"F","B",29,4,4
"F","B",18,8,3
"M","B",24,24,5
"F","A",20,1,4
"F","B",24,10,4
"M","C",25,1,3
"F","D",19,4,4
"F","A",37,9,3
"M","C",17,4,3
"F","C",22,8,3
"F","A",40,3,3
"M","A",29,1,4
"M","D",15,4,5
"F","A",26,33,4
"M","B",25,12,3
"M","C",25,2,1
"M","C",27,10,5
"F","A",27,18,4
"F","A",34,24,5
"F","C",30,5,2
"F","A",28,4,3
"M","B",24,4,3
"F","C",25,5,3
"M","C",16,1,3
"F","B",15,1,4
"M","B",20,7,3
"F","B",31,49,5
"M","A",20,7,5
"F","D",17,4,5
"F","A",32,5,4
"F","A",34,9,3
"F","A",24,4,5
"F","B",20,3,3
"F","A",32,3,3
"F","B",31,6,4
"F","B",19,7,4
"F","D",34,14,1
"F","C",17,4,3
"F","A",24,9,4
"M","B",34,19,4
"M","B",28,12,4
"M","C",19,9,3
"F","A",33,5,2
"F","C",16,8,4
"M","B",18,7,5
"F","B",42,12,3
"F","C",41,12,2
"M","A",37,8,3
"F","D",17,11,5
"F","A",31,21,4
"F","A",24,14,4
"F","C",31,7,4
"F","B",25,1,2
"F","C",44,4,5
"M","B",33,5,5
"F","B",15,1,3
"F","D",28,4,5
"M","B",17,22,5
"M","B",28,2,3
"M","A",26,25,4
"M","A",25,1,3
"M","B",41,10,5
"M","C",32,20,5
"F","A",42,9,2
"M","A",20,7,4
"M","B",15,4,5
"M","A",22,2,3
"F","B",30,10,3
"F","D",21,3,4
"F","B",35,11,5
"F","A",18,8,5
"M","B",21,5,4
"F","D",24,9,5
"F","A",47,19,3
"F","A",18,3,3
"M","C",15,9,5
"M","C",18,19,6
"M","B",30,12,5
"M","A",16,2,3
"M","A",19,7,3
"M","B",18,4,3
"M","C",24,18,5
"M","C",21,10,5
"F","A",29,1,3
"F","A",28,8,3
"F","B",17,2,3
"F","C",18,4,5
"F","B",17,5,4
"M","C",22,17,4
"M","A",24,2,4
"F","A",30,3,4
"M","B",32,3,4
"M","B",32,31,5
"F","A",26,4,3
"M","A",16,5,5
"F","A",65,11,2
"F","B",17,1,3
"F","B",24,9,4
"F","B",21,1,3
"M","A",24,10,4
"M","B",17,3,3
"M","A",15,2,4
"M","B",20,4,3
"F","A",25,13,2
"F","B",28,7,3
"F","B",19,4,3
"F","C",19,4,3
"M","A",48,25,4
"M","B",18,12,4
"F","A",31,1,3
"F","B",15,5,5
"F","B",18,4,3
"F","B",34,13,4
"M","C",16,10,5
"F","A",26,1,3
"M","B",21,5,5
"M","C",32,12,5
"F","A",33,9,5
"M","A",15,5,5
"M","A",21,4,5
"M","A",25,11,4
"M","A",30,11,3
"M","A",26,1,3
"F","B",25,12,5
"F","A",25,1,3
"F","A",16,5,4
"M","B",39,21,4
"F","C",16,7,3
"F","B",17,11,5
"F","B",24,13,3
"F","C",32,2,3
"F","A",32,12,2
"F","B",23,4,3
"F","B",25,9,3
"M","A",26,4,5
"F","A",15,1,5
"M","B",15,4,3
"F","A",25,6,2
"F","A",15,4,5
"M","C",19,4,6
"M","C",17,7,5
"F","B",30,9,4
"F","C",15,5,6
"M","A",29,9,5
"F","D",26,8,4
"M","B",25,4,4
"F","B",24,11,4
"M","B",17,8,3
"M","A",25,1,2
"M","B",24,4,5
"F","B",16,1,3
"F","A",29,7,3
"F","B",33,15,3
"M","A",21,7,3
"F","A",29,20,6
"M","C",32,6,5
"M","C",16,7,3
"F","B",18,3,4
"F","A",30,14,5
"F","A",38,19,3
"F","B",15,5,4
"M","A",20,16,5
"F","A",19,7,3
"F","A",17,7,3
"M","A",37,9,3
"M","A",31,39,5
"M","B",21,4,5
"M","C",18,12,5
"F","A",37,7,4
"M","C",17,1,3
"F","A",19,7,4
"F","A",26,19,4
"M","A",16,6,5
"F","A",28,3,3
"M","B",23,2,4
"F","A",19,5,4
"F","A",28,7,4
"M","C",18,3,4
"M","B",37,25,5
"F","A",27,3,3
"M","C",19,7,3
"M","A",19,4,4
"F","C",20,12,5
"M","B",20,2,3
"M","B",42,16,3
"F","A",25,3,3
"M","A",16,6,5
"F","A",29,12,4
"M","A",60,4,2
"F","D",30,4,3
"M","A",26,7,4
"M","B",25,12,5
"F","A",21,1,4
"F","A",23,10,3
"F","B",27,1,2
"M","B",28,4,4
"F","A",37,9,3
"F","D",16,9,5
"F","C",18,2,3
"F","A",61,15,3
"M","C",21,19,5
"F","B",15,1,3
"M","C",29,6,5
"F","B",20,4,4
"F","A",26,2,3
"M","A",16,10,3
"M","B",19,9,4
"F","B",21,11,4
"F","B",16,2,3
"F","C",27,15,4
"F","B",19,3,4
"M","A",66,37,2
"F","B",18,13,4
"F","D",26,17,5
"M","C",25,19,4
"M","A",52,37,4
"M","B",22,4,5
"F","B",15,1,3
"M","A",20,6,3
"M","B",27,6,3
"F","C",26,5,3
"F","A",36,16,4
"F","A",24,5,4
"F","A",34,0,3
"F","A",16,16,3
"M","B",21,4,3
"F","A",29,7,4
"M","B",32,24,3
"M","B",15,5,5
"F","C",30,9,4
"M","B",20,2,3
"F","B",22,11,5
"F","A",16,3,4
"F","D",22,11,4
"M","C",21,8,5
"F","C",17,8,5
"F","A",25,10,4
"F","B",42,5,3
"F","B",38,21,3
"M","B",17,7,3
"F","A",27,3,3
"M","A",25,0,2
"M","B",24,7,3
"F","A",16,3,4
"F","C",37,17,4
"F","A",34,8,3
"F","C",15,17,5
"F","A",25,2,3
"M","B",19,3,3
"F","A",25,2,4
"M","B",26,6,3
"F","A",25,8,3
"M","A",25,1,3
"M","B",17,5,5
"F","B",16,1,3
"F","A",27,6,2
"F","D",16,4,5
"F","B",23,5,3
"F","A",23,2,3
"F","A",25,4,2
"F","B",33,9,4
"F","B",27,20,3
"M","C",45,26,5
"M","B",20,13,5
"M","B",29,22,4
"M","C",18,7,4
"F","A",32,9,3
"M","C",37,13,5
"F","C",37,10,5
"M","A",16,2,3
"M","B",22,4,4
"F","C",22,12,4
"F","A",28,15,3
"F","A",33,3,3
"M","A",16,2,4
"F","C",24,14,6
"M","B",21,4,5
"F","C",18,4,5
"F","C",46,39,5
"F","B",28,2,3
"F","B",21,10,3
"F","A",29,2,3
"F","B",30,14,3
"M","B",16,6,5
"F","A",24,6,5
"F","A",30,4,2
"F","C",32,2,2
"M","B",17,5,3
"F","A",21,6,3
"F","A",22,3,3
"F","A",34,1,3
"M","A",20,11,3
"F","C",26,6,3
"M","A",15,1,4
"F","B",31,9,5
"F","A",27,10,3
"M","B",21,5,4
"M","A",15,7,5
"F","A",22,7,5
"F","C",19,2,3
"M","A",19,4,4
"M","D",17,7,5
"F","B",36,23,5
"F","B",31,1,2
"M","A",25,1,3
"F","C",23,11,4
"F","C",17,6,3
"F","A",16,6,5
"F","B",17,10,4
"M","A",20,3,3
"F","A",41,1,3
"F","B",23,9,5
"M","B",22,12,3
"F","C",22,7,5
"M","B",26,8,3
"M","B",20,21,5
"F","C",20,4,5
"M","B",28,14,4
"M","C",33,7,5
"F","A",30,13,3
"M","A",27,5,3
"F","C",21,5,5
"M","B",18,5,3
"F","B",17,4,3
"M","B",17,5,4
"F","B",28,11,5
"M","A",19,5,4
"F","B",31,17,3
"F","B",26,27,6
"F","A",33,21,3
"M","B",16,12,5
"M","C",15,5,5
"M","B",34,10,5
"F","A",18,1,4
"M","B",19,6,5
"F","B",20,1,3
"F","A",41,0,3
"F","D",17,3,4
"M","A",48,39,5
"M","B",16,5,4
"M","A",15,28,5
"F","A",40,5,3
"F","A",38,7,5
"M","B",24,3,3
"F","C",15,6,5
"F","C",16,6,6
"F","B",20,5,5
"F","B",18,2,4
"F","A",15,9,5
"F","B",40,4,3
"F","B",51,27,4
"M","C",25,10,5
"F","C",37,6,3
"F","A",26,3,2
"M","B",16,5,4
"F","C",38,2,2
"F","B",16,14,5
"F","A",19,18,3
"M","B",22,5,4
"M","A",37,20,4
"F","B",44,5,5
"M","C",25,6,4
"M","C",35,9,3
"M","B",40,12,5
"M","A",15,4,5
"M","B",20,22,4
"F","B",15,13,4
"F","A",41,8,3
"M","B",15,6,4
"F","C",24,10,3
"M","B",16,1,3
"F","A",28,4,3
"F","A",27,14,4
"F","B",21,6,5
"F","A",53,30,3
"F","A",21,3,3
"M","B",15,4,5
"F","B",26,15,4
"F","A",16,1,4
"F","A",25,4,3
"F","B",31,7,5
"F","C",22,5,5
"F","A",25,1,3
"M","C",20,6,3
"M","C",15,6,3
"M","C",18,6,5
"F","C",29,7,5
"F","A",31,10,4
"F","C",16,4,5
"M","C",16,13,5
"F","D",17,5,5
"M","C",34,5,3
"F","A",15,1,3
"F","A",35,13,2
"M","A",15,16,5
"F","B",35,4,5
"F","A",31,4,2
"F","C",28,4,3
"F","B",15,1,3
"M","D",45,15,4
"F","A",16,3,3
"M","A",18,7,4
"M","B",16,6,5
"M","B",23,3,4
"M","C",16,9,5
"F","C",17,3,3
"M","A",17,6,3
"M","A",23,2,5
"M","C",18,4,5
"M","A",31,18,3
"M","B",16,4,5
"M","A",30,2,4
"F","A",15,1,4
"M","B",57,24,3
"F","D",16,5,5
"M","B",27,7,5
"M","A",17,2,3
"M","B",16,7,5
"F","C",22,10,5
"F","B",26,8,4
"M","C",29,11,4
"F","B",19,2,3
"F","A",15,8,3
"M","B",18,8,5
"M","C",23,23,5
"M","C",29,1,4
"F","A",29,9,4
"F","B",30,10,4
"F","B",22,5,3
"F","A",48,12,3
"F","A",23,9,3
"M","D",22,6,5
"M","B",18,4,5
"M","A",15,8,5
"M","A",16,1,3
"F","A",21,9,5
"F","A",20,6,3
"F","B",20,8,3
"F","C",31,29,5
"F","B",28,13,3
"F","B",19,5,4
"M","C",16,4,5
"M","B",21,2,3
"M","C",25,1,3
"M","A",15,4,5
"F","B",16,5,4
"M","B",19,3,4
"M","C",18,8,5
"M","B",15,2,3
"F","B",19,5,4
"F","B",41,13,4
"F","A",26,3,1
"M","A",25,1,3
"F","A",19,4,5
"M","B",18,1,3
"M","A",22,5,5
"F","A",26,9,4
"F","C",17,3,4
"M","C",17,4,5
"M","B",16,7,5
"M","B",17,4,5
"M","D",19,4,5
"F","A",30,8,3
"F","A",32,1,3
"M","A",24,2,3
"F","A",45,18,3
"M","B",15,11,5
"M","C",41,19,4
"F","B",23,10,4
"M","C",20,7,5
"F","B",26,5,3
"M","A",20,5,5
"F","C",25,3,3
"F","C",15,5,5
"M","B",15,13,5
"M","B",21,6,3
"F","C",26,6,5
"F","B",28,3,4
"F","B",21,6,3
"F","B",18,3,3
"F","B",19,4,5
"M","B",15,16,4
"F","A",35,3,3
"F","D",35,19,4
"F","D",16,2,4
"F","B",21,12,3
"M","B",22,8,5
"F","C",35,4,5
"F","B",15,9,5
"F","A",21,4,3
"M","A",17,2,3
"F","B",15,15,5
"F","A",27,7,3
"F","A",25,11,5
"F","B",22,7,3
"F","A",32,13,4
"F","A",26,13,3
"F","B",30,36,3
"M","D",17,10,5
"F","B",18,6,4
"M","B",20,4,4
"F","A",26,9,4
"M","A",20,11,5
"F","C",18,4,5
"F","A",28,3,3
"F","B",30,4,5
"M","D",18,2,3
"M","C",16,5,5
"F","A",17,7,5
"F","B",25,11,5
"F","A",26,5,5
"F","A",29,2,1
"M","D",25,1,1
"M","B",19,7,5
"M","B",16,8,4
"F","C",19,6,5
"F","B",19,4,5
"M","A",33,10,3
"M","C",27,24,5
"F","A",19,5,4
"M","C",38,21,5
"M","B",26,10,5
"F","B",15,7,5
"M","B",26,5,5
"F","B",17,1,4
"F","B",17,6,4
"M","D",19,5,5
"F","C",25,5,3
"M","C",19,5,3
"F","B",19,2,4
"M","B",19,5,3
"F","C",18,7,5
"M","A",25,13,5
"F","C",29,16,5
"F","B",27,9,4
"M","A",16,9,4
"M","A",31,10,3
"M","B",25,12,5
"M","B",23,5,5
"M","C",32,10,5
"F","B",21,6,5
"M","C",19,13,5
"F","A",22,1,4
"M","B",30,12,3
"F","A",29,3,2
"F","B",21,4,3
"F","A",24,2,3
"M","A",23,1,3
"F","A",19,3,3
"M","B",19,4,3
"F","D",32,14,4
"F","D",39,10,4
"F","A",40,8,3
"F","A",28,10,2
"F","C",33,12,5
"M","C",15,4,5
"F","A",36,13,4
"F","B",23,11,3
"F","B",31,16,4
"M","B",26,8,5
"F","A",17,2,4
"F","D",27,2,3
"M","A",36,5,3
"F","D",28,2,2
"F","C",30,6,3
"F","A",31,1,4
"F","A",38,5,3
"F","A",35,15,5
"M","D",18,7,5
"F","B",16,6,3
"M","C",27,10,5
"M","A",18,14,5
"F","A",33,5,4
"M","B",19,2,4
"F","A",27,6,3
"M","A",17,2,4
"F","A",25,0,3
"M","C",15,4,5
"F","A",28,4,4
"F","B",38,14,4
"F","A",17,7,4
"F","B",16,4,5
"F","B",15,5,3
"M","A",15,4,4
"F","B",21,6,4
"F","B",16,2,3
"M","C",26,11,4
"F","C",19,3,3
"F","B",16,3,3
"F","A",32,4,3
"F","B",25,5,6
"F","B",26,1,1
"F","A",31,6,5
"M","A",31,4,5
"M","A",16,6,4
"M","B",18,1,4
"M","D",19,11,5
"M","D",27,7,4
"F","C",20,3,4
"F","B",32,15,5
"F","A",30,3,4
"M","D",23,16,5
"F","A",37,9,2
"M","D",16,24,5
"M","B",17,2,3
"M","B",15,4,5
"F","A",16,1,3
"M","D",23,42,5
"F","A",27,3,6
"F","B",16,3,3
"M","A",22,21,5
"M","B",46,41,5
"F","C",21,9,5
"F","A",19,10,4
"F","A",21,5,3
"M","B",16,21,5
"F","A",43,15,4
"F","C",28,6,2
"F","B",21,6,3
"M","B",25,9,3
"M","C",26,8,5
"F","A",39,4,2
"M","A",18,4,5
"F","A",28,2,3
"F","A",25,1,3
"M","B",16,2,3
"F","B",23,6,4
"F","A",44,38,3
"F","B",17,2,4
"F","C",21,9,5
"M","C",25,4,5
"F","A",29,8,3
"M","C",18,4,4
"F","B",40,5,5
"F","D",17,5,5
"M","A",46,12,4
"F","A",31,11,3
"M","B",19,16,5
"M","B",23,7,4
"F","B",18,1,3
"M","B",21,1,4
"F","C",32,5,4
"M","B",15,4,4
"M","B",35,23,4
"F","C",16,22,5
"M","A",38,7,4
"F","A",27,1,3
"M","B",42,3,3
"F","B",33,10,4
"F","A",19,2,4
"F","D",19,17,3
"F","B",15,11,3
"M","B",17,1,4
"F","A",30,9,3
"M","A",19,8,4
"F","A",21,4,4
"F","B",18,5,3
"M","B",17,11,5
"F","B",30,14,4
"M","B",24,7,3
"M","A",44,2,3
"M","C",19,6,5
"M","C",26,10,5
"F","A",28,12,3
"F","A",26,0,4
"M","C",19,5,5
"F","B",20,6,5
"M","A",47,20,2
"M","C",22,5,5
"M","B",19,3,3
"F","B",28,10,3
"M","A",25,1,3
"F","B",24,13,6
"M","A",32,29,5
"F","A",30,14,4
"F","A",19,4,3
"F","B",23,11,3
"F","B",16,2,4
"M","A",18,3,4
"M","C",30,3,3
"F","A",28,1,3
"F","D",27,10,2
"F","B",41,20,6
"M","C",17,2,5
"F","A",26,1,1
"F","A",28,4,4
"F","A",25,9,4
"M","C",29,4,3
"F","A",31,3,3
"F","D",30,12,4
"F","A",29,2,4
"F","C",24,11,3
"M","B",29,17,4
"F","A",17,1,3
"M","B",24,8,5
"M","C",25,6,5
"M","A",20,7,3
"M","A",25,12,4
"M","A",15,10,5
"F","B",43,19,4
"M","B",28,0,3
"F","C",26,25,5
"F","B",25,9,4
"M","B",22,4,4
"M","B",25,14,5
"M","D",31,11,3
"M","B",21,8,3
"F","C",26,20,4
"M","C",30,13,2
"M","B",17,1,5
"F","A",33,3,2
"F","B",15,2,4
"F","A",31,1,1
"F","A",21,7,3
"F","A",40,1,2
"M","B",18,1,3
"F","A",21,11,3
"M","C",17,11,4
"F","A",29,0,3
"M","B",45,26,4
"F","C",16,5,6
"M","B",47,11,5
"M","B",33,6,3
"F","A",15,7,4
"F","B",65,31,4
"M","B",22,6,4
"F","A",32,2,3
"M","B",43,36,4
"M","A",45,14,3
"M","B",29,10,4
"M","A",36,7,5
"M","C",31,13,4
"M","C",19,7,5
"F","B",16,2,4
"F","A",15,1,3
"M","A",23,15,5
"M","A",42,7,3
"F","A",20,5,3
"F","B",27,7,4
"F","A",34,5,3
"M","B",16,2,4
"M","C",16,6,5
"F","A",23,14,3
"F","B",18,3,4
"F","B",16,3,4
"F","D",31,25,5
"M","D",17,8,5
"M","A",15,4,5
"F","C",31,9,3
"M","A",19,6,5
"F","B",33,10,3
"F","A",27,1,2
"F","D",17,3,4
"F","B",26,11,5
"F","A",33,3,2
"M","B",18,11,5
"F","B",26,10,4
"M","B",29,10,3
"M","B",18,3,4
"F","A",16,2,3
"F","B",24,6,3
"F","B",29,11,3
"F","B",17,1,4
"F","C",16,5,5
"M","A",16,4,6
"F","A",30,34,3
"F","B",15,4,4
"F","B",25,8,5
"M","B",16,14,4
"M","A",22,12,4
"M","A",17,7,4
"M","A",24,7,3
"M","C",16,6,5
"M","B",20,2,4
"M","A",17,13,5
"F","A",30,16,4
"M","A",21,6,4
"M","C",15,7,5
"F","A",17,10,4
"F","B",15,8,5
"M","B",16,1,3
"F","B",15,6,5
"M","B",15,1,4
"F","A",21,16,5
"F","C",31,7,2
"M","A",20,7,5
"F","B",20,10,5
"M","C",18,13,5
"F","A",35,4,3
"F","C",28,5,2
"M","B",19,6,5
"M","C",33,23,5
"F","B",26,9,4
"M","A",31,9,4
"F","A",18,8,5
"F","A",19,7,5
"M","A",27,8,3
"F","A",15,2,4
"F","A",25,1,3
"F","A",28,1,3
"F","B",17,4,4
"M","A",27,12,5
"F","B",18,3,3
"M","C",24,24,5
"F","A",42,11,3
"F","B",17,8,4
"M","A",28,2,2
"M","C",29,13,3
"M","A",17,4,3
"F","C",18,1,4
"M","B",28,11,5
"F","C",28,7,5
"M","B",24,6,5
"M","B",17,5,3
"M","A",27,10,4
"F","D",44,28,4
"M","C",23,15,5
"F","C",18,8,5
"F","A",26,4,3
"F","C",15,5,5
"F","A",28,1,3
"M","B",16,6,5
"M","B",21,15,4
"F","B",19,8,5
"F","D",21,4,5
"F","B",17,2,4
"M","A",19,5,4
"M","B",25,6,5
"F","B",30,5,3
"M","A",36,19,4
"F","C",22,14,5
"F","C",17,4,4
"F","B",16,2,3
"M","B",17,3,4
"F","C",18,2,3
"M","C",41,40,3
"F","B",16,4,4
"M","B",20,13,3
"F","B",17,5,3
"M","A",19,6,5
"M","B",45,18,3
"M","B",25,8,3
"F","A",30,2,3
"F","A",16,6,3
"F","B",19,11,5
"M","A",26,1,3
"F","B",18,6,3
"M","A",40,8,5
"M","B",20,5,5
"F","B",31,29,5
"F","B",25,0,3
"F","A",25,3,4
"F","A",26,9,4
"M","B",15,4,5
"M","A",17,9,5
"F","B",52,12,3
"M","A",23,5,3
"F","D",46,6,3
"F","A",26,6,3
"F","B",25,2,3
"F","B",41,21,4
"F","B",22,6,3
"M","D",17,7,5
"F","D",17,2,4
"F","A",41,8,3
"F","B",47,8,4
"M","B",19,3,3
"M","A",37,17,3
"F","C",16,1,3
"M","C",17,12,5
"F","B",19,5,3
"M","A",16,4,5
"F","B",16,4,5
"M","B",18,2,4
"F","B",36,16,3
"F","C",36,21,4
"F","C",31,8,3
"M","A",18,6,4
"F","B",23,16,3
"F","C",29,1,3
"F","A",27,0,4
"M","A",21,6,5
"F","A",18,1,3
"F","B",17,3,4
"F","A",27,2,3
"F","A",15,2,4
"F","A",27,5,1
"M","B",15,6,3
"F","B",21,4,3
"F","A",18,3,3
"F","C",20,10,5
"F","A",26,4,3
"M","C",23,6,4
"F","B",20,5,5
"M","D",20,11,5
"F","A",32,1,2
"M","C",15,4,5
"M","B",18,1,4
"M","D",17,1,4
"M","B",25,9,6
"M","B",19,1,3
"M","C",19,24,4
"F","A",19,2,4
"F","B",17,6,5
"F","A",30,12,4
"M","B",17,9,5
"M","B",19,4,4
"F","A",33,6,2
"F","B",15,5,5
"F","A",59,13,3
"F","B",28,2,3
"F","A",37,49,3
"M","D",21,5,4
"M","C",17,3,3
"F","A",26,8,3
"M","A",25,1,3
"F","B",39,4,2
"F","A",37,2,1
"M","C",21,11,3
"M","C",18,1,3
"F","A",37,12,3
"F","B",16,6,5
"F","A",26,1,3
"F","C",17,4,4
"M","A",15,10,4
"M","C",31,2,3
"F","C",56,31,5
"M","C",19,9,4
