"Var1","Var2","Var4","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"M","B",28,11,5,"M","C","PO",28,2,0,0,0,18,5
"M","C",38,27,3,"F","B","AZ",15,0,1,1,2,17,3
"M","B",44,36,5,"F","A","PO",30,0,1,2,1,5,3
"M","B",27,22,3,"F","A","IC",29,2,1,4,2,16,5
"M","A",20,1,4,"F","B","PO",30,3,2,1,0,13,5
"M","D",28,3,6,"F","C","PO",21,2,2,0,2,8,3
"F","B",17,9,5,"M","C","PO",18,2,0,1,1,9,5
"F","C",20,6,5,"F","B","CJ",46,1,3,0,2,16,3
"M","A",21,7,5,"F","B","ST",21,0,2,1,3,11,3
"F","A",34,7,2,"M","C","PO",17,4,2,3,2,12,5
"F","B",15,8,3,"F","B","AZ",19,2,1,1,2,1,4
"F","D",28,2,3,"F","C","IC",35,1,2,2,4,3,2
"F","A",23,5,5,"F","B","IC",17,4,2,4,1,4,5
"M","B",29,12,3,"M","B","PO",16,0,0,1,4,2,4
"M","B",17,11,4,"F","A","CJ",26,0,0,1,1,1,3
"F","A",18,3,4,"F","A","PO",50,0,0,1,0,37,3
"M","A",26,6,3,"M","A","PO",29,2,1,0,0,17,5
"M","A",20,5,3,"M","C","CB",16,2,1,2,1,19,5
"F","C",25,2,3,"F","C","CB",16,2,1,0,2,4,3
"F","B",27,2,1,"F","A","AZ",29,2,0,0,0,7,1
"F","C",15,7,5,"F","C","IC",18,0,3,2,2,7,4
"F","A",27,4,4,"F","C","PO",22,0,1,0,3,3,3
"F","A",27,4,3,"F","A","IC",59,2,1,0,0,17,4
"F","C",15,17,5,"F","A","CJ",21,0,1,0,2,3,4
"M","C",15,18,5,"F","A","CJ",22,0,0,6,2,18,5
"F","A",23,2,3,"F","D","AZ",45,2,0,0,1,8,2
"F","A",37,13,3,"M","D","CJ",38,1,0,1,0,9,5
"M","C",20,14,5,"F","A","AZ",25,3,2,0,1,2,3
"F","C",28,9,5,"F","A","IC",25,1,2,1,0,5,3
"F","B",32,15,5,"F","B","CJ",16,1,1,1,4,1,4
"M","C",15,23,5,"F","A","PO",27,1,2,1,1,1,2
"F","B",30,9,3,"F","A","CB",27,1,3,2,2,0,2
"F","A",40,30,3,"F","B","AZ",17,5,1,5,4,13,5
"M","C",16,4,5,"M","A","CB",29,1,0,2,3,1,4
"M","A",35,3,2,"F","A","IC",26,1,0,0,1,3,3
"F","A",15,2,4,"F","B","AZ",19,2,1,1,3,3,3
"F","B",15,3,3,"M","B","PO",20,2,2,3,2,4,5
"F","B",21,1,4,"M","B","CJ",15,2,2,1,2,14,5
"F","B",21,1,4,"F","A","AZ",33,2,1,1,1,5,3
"M","B",23,9,4,"F","B","IC",18,0,0,2,1,17,5
"F","D",25,3,3,"F","A","CB",20,2,0,3,3,6,4
"F","B",33,18,3,"F","B","CB",29,1,3,1,4,15,3
"M","A",18,8,4,"F","A","AZ",31,1,2,0,2,6,3
"F","A",22,3,3,"M","B","AZ",36,1,0,3,6,13,4
"F","A",32,0,3,"F","A","ST",28,3,2,2,0,1,3
"F","A",32,4,2,"F","B","AZ",38,1,2,0,1,0,3
"F","A",36,1,3,"F","A","PO",16,2,0,1,2,2,3
"F","D",15,21,5,"F","A","ST",25,2,3,1,1,0,3
"F","C",23,8,5,"M","D","IC",32,1,1,3,1,0,2
"M","B",18,4,5,"F","C","IC",16,2,2,0,3,2,4
"M","C",17,6,4,"F","A","AZ",42,3,2,0,1,15,3
"F","C",17,1,3,"F","B","AZ",16,2,3,4,2,5,5
"F","A",19,11,5,"F","A","PO",25,1,1,0,3,6,3
"F","A",26,2,3,"F","B","PO",28,1,1,5,3,26,5
"F","B",19,4,4,"M","B","ST",30,0,0,1,3,18,4
"M","A",16,3,3,"F","A","EY",32,0,0,0,0,1,3
"M","A",26,8,3,"F","B","PO",15,0,2,1,3,13,3
"F","C",41,11,3,"F","A","CJ",16,0,1,1,3,2,3
"F","C",22,11,3,"F","C","AZ",22,5,2,2,0,10,5
"F","A",15,1,4,"F","B","IC",44,1,1,0,0,18,4
"M","B",17,4,5,"F","B","CJ",16,2,1,0,1,21,3
"F","B",39,5,5,"F","A","AZ",32,0,0,0,2,3,1
"M","B",20,3,4,"M","A","PO",21,2,2,2,2,7,5
"F","C",48,5,4,"F","C","CB",15,2,0,0,0,6,3
"F","C",15,16,5,"F","A","PO",17,2,0,1,0,7,5
"F","A",15,1,4,"M","A","IC",17,2,2,1,1,2,3
"F","B",16,1,3,"F","C","CJ",29,1,1,0,2,12,3
"F","A",31,3,3,"F","B","PO",20,3,0,1,3,7,3
"F","A",18,12,5,"F","B","PO",15,0,1,3,7,4,4
"F","A",19,10,5,"M","A","PO",16,1,0,0,7,1,3
"F","A",31,5,3,"F","B","PO",27,0,2,0,4,5,3
"M","B",26,18,5,"F","D","PO",16,2,1,2,0,18,5
"M","B",15,27,5,"F","B","AZ",25,0,0,1,0,12,3
"M","A",22,5,5,"M","B","PO",15,1,1,4,4,1,3
"M","B",17,25,3,"F","B","CB",29,1,1,3,1,25,5
"M","A",15,2,3,"M","A","PO",22,2,1,4,2,6,5
"M","B",32,11,5,"F","B","AZ",31,1,2,1,3,5,3
"F","B",18,8,4,"M","B","PO",18,4,2,2,1,10,5
"M","A",19,6,4,"F","A","AZ",50,0,0,0,4,21,4
"F","B",21,1,3,"F","D","IC",27,5,2,3,1,21,5
"M","B",31,6,4,"F","A","CB",15,1,2,2,3,2,3
"M","B",21,8,4,"F","C","AZ",30,1,2,1,1,4,1
"F","A",33,1,2,"M","B","IC",17,1,2,0,1,15,3
"M","B",22,3,3,"F","A","ST",20,1,0,0,1,6,5
"M","C",22,5,4,"F","B","CJ",19,1,0,2,1,10,5
"M","B",15,3,3,"F","A","PO",40,1,2,1,2,13,3
"M","B",27,11,3,"F","C","EY",22,0,0,0,1,3,4
"M","B",21,1,3,"M","A","CB",17,3,1,2,0,6,5
"F","A",23,9,3,"F","A","AZ",25,0,0,0,3,2,4
"M","C",52,7,5,"F","A","PO",18,2,0,6,3,4,5
"F","A",26,2,3,"F","B","EY",17,1,1,1,3,1,4
"F","C",18,8,5,"F","A","AZ",17,0,1,2,1,8,4
"F","A",20,2,4,"M","B","IC",15,0,0,1,3,9,4
"F","B",16,5,4,"F","C","AZ",18,1,0,2,1,6,5
"F","C",19,12,5,"F","B","IC",22,2,3,0,1,2,3
"M","A",28,24,5,"M","B","CJ",16,1,2,0,0,6,5
"F","B",23,12,3,"M","A","PO",16,0,0,1,4,4,4
"M","C",17,10,5,"F","B","PO",26,2,2,0,3,10,4
"F","C",16,5,3,"F","B","PO",27,2,2,0,1,9,3
"F","B",22,13,4,"M","B","PO",21,2,5,5,4,7,5
"F","C",37,9,3,"M","B","PO",19,2,1,4,4,4,5
"F","C",16,2,3,"M","A","IC",23,1,2,1,2,8,4
"F","C",16,8,5,"F","A","CJ",29,2,0,0,5,8,2
"F","C",32,3,3,"F","A","AZ",57,1,1,3,0,10,2
"M","A",23,11,5,"F","A","PO",24,3,1,4,1,6,5
"M","A",25,0,4,"F","B","EY",35,1,2,1,3,5,4
"F","B",33,6,5,"F","C","PO",21,0,1,3,0,6,5
"M","B",23,5,3,"M","B","PO",28,2,0,2,1,22,5
"M","A",31,19,5,"F","A","AZ",35,1,2,2,1,14,3
"M","C",33,4,5,"F","B","PO",17,0,2,1,1,5,4
"F","B",38,9,3,"M","B","AZ",37,1,0,2,2,18,4
"F","A",17,6,5,"F","A","AZ",25,1,0,1,2,0,1
"F","B",36,3,2,"M","B","CJ",29,3,0,0,3,5,4
"F","C",16,2,3,"F","B","CB",22,1,0,1,3,6,3
"F","A",17,1,4,"F","A","EY",18,0,2,1,4,5,4
"F","C",25,1,1,"M","A","IC",25,0,0,0,3,2,2
"M","B",16,1,3,"M","A","CJ",15,2,1,3,2,4,5
"M","A",26,3,2,"F","A","PO",18,1,2,3,0,9,5
"F","A",25,4,2,"F","A","IC",21,1,1,1,2,4,4
"F","A",20,4,3,"F","B","EY",16,2,4,0,1,2,3
"F","B",31,1,3,"F","B","CB",22,0,1,1,0,4,3
"F","C",16,12,5,"M","D","AZ",33,0,1,0,0,12,3
"M","B",34,30,5,"F","D","PO",15,3,1,2,1,9,5
"M","B",15,2,4,"M","C","AZ",40,0,0,1,3,26,4
"F","B",48,35,4,"F","A","PO",30,1,0,1,1,11,5
"M","A",18,6,4,"M","C","CJ",19,2,1,2,1,10,5
"M","A",46,16,4,"F","C","PO",15,1,0,0,0,5,5
"F","C",28,20,5,"M","A","AZ",27,0,2,0,2,1,3
"F","A",18,4,4,"M","A","CJ",28,0,0,3,1,2,3
"M","B",20,1,3,"M","B","PO",27,4,1,2,4,20,5
"F","B",45,19,4,"M","A","AZ",44,0,1,1,0,14,3
"F","C",31,15,4,"M","A","CB",17,2,1,1,2,3,4
"M","A",23,7,5,"F","B","AZ",19,1,3,2,1,5,4
"F","D",25,1,3,"M","B","PO",23,2,1,2,1,7,5
"F","C",27,3,3,"F","B","EY",24,2,1,0,3,6,3
"F","A",30,7,4,"M","C","ST",24,4,0,1,1,4,6
"F","A",30,3,3,"M","C","EY",21,5,0,5,3,7,5
"F","B",27,6,5,"M","A","IC",35,3,0,2,0,2,2
"F","B",17,1,3,"M","B","CJ",31,1,2,0,1,8,3
"F","D",16,2,4,"M","B","IC",17,2,2,1,2,1,3
"F","B",27,27,5,"F","B","PO",15,0,0,3,2,5,5
"F","B",15,7,5,"F","B","ST",27,1,1,0,4,11,4
"F","B",36,3,3,"M","B","AZ",26,2,1,4,5,8,5
"F","B",23,13,4,"F","C","AZ",16,0,0,3,2,6,5
"F","D",28,7,2,"F","A","AZ",26,1,2,4,2,4,5
"F","A",20,3,3,"M","B","PO",15,4,1,1,0,9,6
"M","B",33,15,3,"F","B","CJ",17,3,1,1,3,3,4
"F","A",25,0,1,"M","A","EY",28,1,2,1,1,1,3
"M","B",17,6,5,"F","B","PO",39,1,1,2,1,9,3
"M","C",23,6,5,"F","C","CJ",15,5,0,2,2,19,5
"M","B",58,39,5,"F","B","ST",25,0,1,5,1,1,3
"F","C",27,0,4,"F","B","PO",17,0,0,2,2,6,5
"F","B",17,5,5,"M","C","CJ",23,1,1,0,1,5,5
"F","C",23,12,5,"F","A","PO",22,2,0,2,3,4,3
"M","B",23,5,5,"F","B","AZ",20,3,1,5,0,7,5
"F","C",15,7,5,"F","C","PO",16,1,1,1,4,1,3
"F","B",21,3,3,"M","A","AZ",25,3,1,1,2,11,3
"F","B",22,7,6,"F","B","PO",16,2,1,6,6,12,4
"F","C",26,4,3,"M","A","IC",28,3,2,2,3,1,3
"F","B",22,24,5,"F","B","AZ",32,0,0,1,3,5,3
"F","D",17,3,3,"F","B","CJ",24,1,1,3,2,9,6
"F","B",25,12,3,"F","B","PO",15,0,0,1,5,1,4
"F","B",15,9,3,"F","A","CB",20,5,0,3,4,7,5
"F","A",26,2,2,"F","A","AZ",29,0,1,0,0,5,3
"F","B",33,5,4,"M","C","CB",15,5,3,2,2,7,5
"F","A",24,4,4,"F","C","AZ",34,1,0,1,1,2,2
"M","A",27,5,3,"F","B","CB",20,2,2,2,4,16,4
"F","B",20,6,5,"F","A","AZ",28,1,0,0,0,6,3
"F","A",33,1,2,"M","A","EY",29,1,2,1,3,4,3
"M","B",24,5,3,"M","B","CJ",18,3,2,3,1,8,5
"M","C",29,12,3,"M","A","CB",20,0,0,3,5,8,4
"M","A",37,4,1,"F","A","PO",19,2,2,3,4,4,4
"M","C",29,7,5,"F","A","IC",21,1,2,1,3,4,3
"F","B",17,11,5,"M","C","PO",17,1,1,3,0,10,5
"M","B",37,9,4,"F","C","EY",23,0,2,1,4,21,3
"F","A",18,2,4,"F","A","CB",32,3,2,2,3,7,3
"M","B",18,2,3,"F","A","CJ",34,0,2,1,1,2,3
"M","A",22,16,3,"M","B","PO",26,0,1,4,3,10,5
"F","B",16,1,3,"F","A","PO",28,2,1,0,1,20,3
"F","C",20,21,5,"F","C","EY",16,1,1,1,6,1,4
"F","B",42,12,3,"M","B","AZ",38,1,1,0,3,30,3
"M","B",58,13,3,"M","C","CJ",20,0,1,2,0,8,5
"M","B",34,17,3,"F","B","EY",17,1,1,2,6,3,4
"F","D",18,6,5,"F","C","ST",30,1,0,0,0,3,2
"F","B",31,5,1,"F","B","EY",22,1,0,0,5,9,3
"F","B",35,30,4,"M","D","AZ",19,2,2,3,2,4,5
"F","B",21,7,4,"F","A","ST",25,0,0,1,1,1,2
"M","C",35,25,5,"F","A","AZ",37,0,1,1,0,5,2
"F","B",26,3,3,"M","C","CB",56,1,0,3,3,28,3
"F","A",25,2,3,"F","A","AZ",28,0,0,0,2,5,3
"F","B",22,5,5,"F","A","AZ",26,0,2,0,1,3,3
"M","B",35,24,3,"F","A","AZ",37,1,3,0,0,21,3
"F","B",16,3,3,"F","D","CJ",28,2,2,3,2,19,5
"M","C",33,8,5,"M","A","ST",18,2,1,1,5,1,4
"F","C",40,6,3,"F","B","ST",29,3,1,4,3,10,5
"F","A",25,0,4,"M","B","PO",27,3,1,2,6,7,3
"M","C",15,3,4,"M","A","AZ",52,0,2,1,0,4,3
"M","C",30,7,5,"F","A","PO",46,0,1,6,3,25,5
"M","B",15,1,3,"F","C","AZ",24,0,0,2,6,20,4
"M","C",17,5,5,"F","C","CB",21,0,1,2,3,5,5
"F","B",23,13,4,"F","B","PO",23,2,1,3,5,4,5
"F","A",33,2,3,"F","A","CB",37,0,1,0,1,6,4
"F","A",25,11,5,"F","B","AZ",21,2,0,2,3,5,3
"F","C",19,9,4,"M","B","CJ",25,0,1,3,1,4,5
"M","A",26,9,3,"F","A","ST",46,0,1,2,4,10,4
"M","B",16,3,4,"F","B","ST",34,2,3,0,2,22,4
"M","A",25,9,3,"M","A","IC",22,1,0,0,0,1,3
"M","A",23,1,4,"F","A","EY",27,3,4,1,2,15,3
"M","A",32,4,4,"F","A","PO",15,3,0,2,1,5,5
"F","A",34,17,3,"M","D","IC",16,1,0,6,4,1,4
"F","B",20,2,4,"F","C","AZ",15,2,0,5,1,11,5
"M","A",20,8,5,"F","A","AZ",30,2,1,0,0,3,3
"M","D",28,5,3,"F","A","IC",30,4,0,0,0,11,3
"M","B",59,29,4,"M","C","CB",26,0,1,0,1,10,4
"F","A",27,8,3,"F","C","ST",29,2,2,1,0,6,3
"F","A",19,2,4,"F","C","CB",18,2,2,2,0,6,5
"F","B",26,5,2,"M","B","CB",27,1,1,2,0,25,5
"F","C",38,15,1,"F","B","AZ",36,2,1,1,5,6,4
"M","B",24,13,5,"F","D","PO",16,1,2,1,7,4,3
"F","A",78,7,3,"F","B","PO",21,3,3,5,3,9,5
"F","B",49,15,4,"F","D","IC",15,0,2,1,3,2,4
"F","B",20,5,4,"M","B","AZ",15,1,2,4,2,4,5
"F","C",39,4,3,"F","C","AZ",22,1,0,1,4,3,4
"F","A",18,9,4,"F","C","AZ",33,2,1,0,1,0,3
"M","A",37,10,3,"M","C","PO",17,1,0,3,0,12,5
"F","A",26,9,2,"F","B","AZ",26,0,2,3,5,12,3
"M","A",34,6,4,"F","B","CJ",16,1,2,2,0,8,5
"F","C",17,6,4,"F","A","EY",51,0,1,0,0,23,3
"M","D",41,19,5,"M","D","CJ",16,0,2,4,0,7,5
"M","A",20,8,4,"M","B","CB",17,3,2,1,5,1,4
"M","B",18,7,5,"F","C","PO",39,2,2,0,0,19,3
"M","A",35,12,5,"M","C","AZ",17,1,1,6,5,5,4
"F","B",35,28,3,"F","A","PO",34,0,2,2,1,3,3
"F","A",47,32,4,"F","B","PO",26,4,2,7,6,4,5
"M","D",22,7,5,"F","A","AZ",48,1,2,0,1,19,2
"F","C",29,6,3,"M","B","CB",15,0,1,1,2,15,5
"M","B",22,22,5,"F","A","AZ",28,0,0,1,1,7,3
"M","B",33,18,4,"M","B","CJ",20,0,2,1,0,5,4
"F","D",16,3,3,"M","B","AZ",35,0,0,2,5,7,3
"M","C",18,10,5,"F","B","ST",21,0,2,1,2,3,3
"M","C",34,30,5,"F","B","IC",26,0,0,2,0,0,2
"F","A",21,12,5,"M","D","AZ",15,2,2,0,2,2,3
"M","C",21,12,5,"M","D","PO",21,1,1,1,1,5,5
"F","A",32,7,2,"F","B","PO",15,3,0,2,4,5,5
"F","A",27,9,2,"F","B","AZ",16,0,1,0,2,4,3
"M","B",42,19,4,"F","A","CJ",29,1,1,1,1,6,4
"M","B",17,9,3,"F","C","CJ",28,1,0,2,5,24,4
"F","C",24,12,5,"M","B","AZ",32,4,2,2,5,15,4
"F","B",17,8,5,"M","A","PO",21,2,1,1,0,30,5
"M","B",18,9,3,"F","C","PO",30,0,2,3,2,12,5
"F","A",22,7,3,"F","C","PO",36,2,2,3,2,8,5
"F","A",27,2,2,"M","A","AZ",28,0,1,0,1,4,3
"F","C",15,1,3,"F","A","AZ",38,2,1,1,0,13,3
"F","C",39,21,3,"F","D","EY",28,2,1,5,0,8,5
"F","B",25,14,4,"M","A","PO",18,4,1,5,3,5,4
"F","B",28,8,4,"F","B","PO",18,6,0,4,2,16,5
"M","B",44,14,4,"F","D","IC",30,1,0,1,0,8,3
"M","B",29,14,3,"F","B","IC",39,0,1,1,1,14,4
"F","B",15,1,3,"M","C","AZ",17,3,0,0,3,4,3
"F","A",16,4,4,"F","C","CJ",22,2,0,5,0,11,5
"F","B",15,3,3,"M","A","IC",31,1,0,2,0,6,4
"F","A",35,25,2,"F","A","PO",17,0,1,4,5,5,5
"M","B",61,11,5,"F","A","PO",34,0,0,1,0,12,4
"F","B",17,7,5,"M","C","PO",17,0,0,0,1,3,3
"M","B",16,5,5,"F","C","PO",21,2,3,2,1,6,5
"M","A",19,4,4,"F","A","AZ",32,1,1,2,0,5,1
"F","B",18,2,4,"F","B","CJ",15,0,0,1,2,4,4
"M","D",16,12,4,"F","A","CB",28,1,2,1,0,11,3
"F","B",16,4,5,"F","A","EY",19,1,3,3,1,7,3
"F","A",21,4,5,"F","C","PO",21,2,2,1,2,12,5
"F","C",15,1,4,"M","C","PO",19,6,0,3,3,5,5
"F","B",24,6,5,"F","A","CB",37,0,0,2,1,3,3
"M","B",17,3,4,"F","A","PO",16,2,2,2,4,4,5
"F","B",24,12,5,"F","A","ST",25,1,1,2,2,2,1
"F","A",35,17,2,"M","B","AZ",49,4,3,0,2,31,4
"F","B",28,8,3,"F","B","PO",15,1,0,0,0,1,3
"F","A",20,9,5,"F","C","AZ",15,1,4,2,5,1,5
"F","B",15,4,4,"F","B","PO",16,1,3,0,2,2,3
"M","B",24,1,3,"F","B","PO",16,1,0,2,3,7,5
"M","B",19,4,5,"F","A","AZ",26,0,1,0,2,2,4
"M","A",28,16,4,"M","C","IC",19,2,1,4,2,4,5
"F","B",34,8,4,"M","A","CJ",22,0,2,1,2,5,3
"F","A",17,12,5,"F","A","IC",25,3,0,2,7,5,3
"M","B",18,3,3,"M","C","PO",30,1,1,2,7,7,3
"M","C",17,1,3,"F","B","PO",23,1,1,1,2,14,4
"F","A",32,12,3,"M","C","PO",20,3,0,2,0,6,5
"F","A",28,0,3,"F","A","PO",15,1,1,1,1,5,4
"F","C",28,13,3,"F","A","PO",15,0,1,1,6,1,4
"F","B",19,8,5,"M","C","AZ",20,3,0,1,1,24,5
"M","B",17,7,4,"F","A","CJ",21,5,0,3,6,4,5
"M","C",16,6,5,"F","B","ST",16,0,1,0,2,2,3
"M","A",29,1,3,"F","A","CJ",17,1,3,0,2,12,4
"F","B",17,1,4,"F","A","AZ",15,1,3,1,2,10,5
"F","A",28,9,3,"M","A","EY",22,1,1,1,6,11,3
"M","B",21,8,4,"F","C","CB",19,0,2,0,4,5,3
"F","D",15,4,4,"M","C","PO",25,4,0,7,4,15,5
"F","B",25,11,3,"M","B","AZ",23,3,0,5,4,16,5
"M","A",43,1,4,"F","B","EY",23,2,0,2,1,26,5
"M","C",16,3,3,"M","C","AZ",17,1,1,2,1,6,5
"F","A",26,4,1,"F","A","PO",16,1,0,2,3,1,3
"M","B",18,1,4,"M","D","EY",33,1,0,1,1,4,3
"M","C",15,2,4,"M","B","CJ",27,0,0,1,0,0,3
"F","C",20,8,5,"M","D","AZ",27,1,2,1,5,2,2
"M","B",47,10,5,"F","A","CB",29,0,0,3,2,11,4
"F","A",28,10,3,"F","B","AZ",18,1,0,0,3,1,3
"F","D",41,2,2,"F","A","AZ",25,1,2,1,1,1,1
"F","C",53,20,4,"M","B","CJ",16,3,0,3,3,6,5
"M","A",17,1,3,"F","B","IC",19,0,0,1,2,6,4
"F","A",29,6,4,"M","B","CJ",26,3,0,3,3,13,5
"F","A",26,1,2,"F","B","PO",26,0,2,2,3,9,3
"F","B",18,12,5,"M","B","EY",18,0,0,2,3,3,4
"M","B",21,7,4,"F","C","PO",18,1,1,1,4,3,4
"M","B",21,16,3,"M","B","PO",39,6,4,4,1,9,5
"M","B",19,10,5,"F","A","PO",16,2,4,5,5,2,4
"F","A",65,23,4,"M","A","EY",26,4,3,0,1,3,1
"M","B",18,4,3,"M","C","CJ",17,3,0,1,1,5,5
"F","A",29,7,1,"F","A","CB",40,0,1,1,2,3,4
"M","C",15,4,5,"M","A","PO",26,5,2,0,0,4,1
"F","C",16,12,5,"F","B","AZ",15,3,1,3,3,4,5
"M","B",15,5,5,"M","A","CB",37,1,1,0,1,27,4
"F","C",17,7,5,"F","A","IC",29,1,0,0,0,2,2
"F","A",27,4,4,"F","B","EY",20,2,0,1,3,10,4
"M","D",36,15,3,"M","A","PO",18,1,1,0,1,1,4
"M","C",29,7,5,"F","A","AZ",26,1,4,0,2,1,3
"M","A",15,3,3,"F","B","CB",23,3,2,2,4,10,3
"M","C",25,6,5,"M","A","PO",16,2,2,0,1,12,5
"M","A",27,11,3,"F","A","CJ",28,0,0,1,2,4,3
"F","B",16,1,3,"M","B","AZ",19,6,2,6,7,7,5
"M","A",17,18,5,"F","A","AZ",30,0,1,2,0,3,3
"F","B",31,35,3,"F","B","CB",18,2,0,2,1,5,5
"F","A",28,19,1,"M","B","PO",20,2,1,0,0,7,5
"F","B",15,13,5,"M","B","AZ",15,2,0,2,2,9,5
"F","A",17,2,3,"F","C","CB",25,2,1,1,2,4,5
"F","A",29,0,2,"M","B","AZ",23,1,0,2,3,8,3
"F","B",25,10,5,"M","A","CB",31,1,2,0,0,8,3
"F","B",25,3,4,"F","B","PO",17,0,3,1,2,1,3
"M","B",35,7,5,"F","C","PO",20,1,0,0,2,9,3
"F","B",18,10,3,"F","D","EY",19,2,0,0,1,6,4
"M","A",30,13,4,"M","D","AZ",21,2,5,1,0,14,6
"F","C",32,4,5,"F","B","PO",18,0,2,2,1,2,4
"M","C",33,9,5,"F","A","IC",28,0,0,0,1,1,2
"M","B",25,5,4,"F","B","CB",33,1,0,0,1,21,5
"F","D",18,6,4,"F","B","IC",19,0,0,1,2,7,3
"F","D",29,13,5,"F","C","PO",16,2,1,5,3,14,5
"M","B",26,13,5,"M","B","EY",31,2,1,2,1,15,5
"F","D",16,35,5,"F","C","CB",26,1,0,1,4,8,4
"F","A",39,15,2,"F","D","EY",31,0,1,2,3,17,4
"F","A",20,8,4,"F","D","PO",20,2,0,4,2,7,5
"F","C",17,4,5,"M","B","PO",16,1,1,0,1,3,4
"F","A",33,31,5,"F","A","AZ",15,1,0,3,5,6,3
"F","A",27,1,4,"F","B","AZ",18,0,0,1,3,5,3
"F","B",16,2,3,"F","B","CB",24,3,0,4,2,7,5
"F","B",35,9,4,"F","B","EY",16,1,2,0,0,7,3
"M","B",21,11,5,"F","A","EY",20,0,2,2,6,4,4
"F","B",20,5,4,"M","C","EY",24,2,0,1,3,8,4
"M","C",15,7,5,"F","A","AZ",36,1,0,2,3,25,3
"F","C",23,8,5,"F","A","PO",28,0,0,1,0,4,3
"F","B",18,5,3,"M","B","AZ",30,3,1,6,4,12,5
"F","D",25,4,4,"M","C","CJ",27,2,2,1,1,8,5
"M","B",27,6,3,"F","A","ST",27,0,0,1,0,2,1
"M","C",17,2,4,"M","C","AZ",18,1,0,3,3,7,5
"F","A",18,8,3,"M","A","EY",22,0,2,2,5,1,4
"F","D",18,4,5,"M","D","IC",29,4,2,0,5,23,4
"F","D",31,6,3,"F","A","CJ",28,0,1,2,1,0,2
"F","B",18,5,5,"M","A","CB",25,1,0,2,4,4,5
"M","D",21,10,5,"M","B","PO",17,2,1,4,2,8,5
"M","A",15,2,3,"F","A","AZ",27,2,1,0,2,2,2
"M","C",26,7,4,"F","B","ST",32,3,4,0,3,21,3
"F","B",18,7,4,"M","A","AZ",51,1,2,2,1,31,3
"F","B",41,5,3,"M","D","PO",31,2,0,3,6,4,3
"F","B",19,8,3,"F","A","AZ",26,1,2,2,0,3,3
"F","C",21,10,5,"F","B","EY",15,2,1,2,3,3,3
"F","B",39,19,3,"F","A","AZ",18,1,0,2,7,2,3
"F","C",34,3,1,"M","A","AZ",27,1,0,0,2,6,4
"F","B",16,1,3,"F","D","EY",45,1,0,0,1,9,2
"M","B",17,19,5,"M","B","CB",17,0,1,0,2,3,3
"F","A",25,9,3,"M","C","PO",17,2,2,5,3,17,5
"F","B",20,1,4,"M","B","AZ",17,0,0,3,4,2,4
"M","A",27,6,5,"F","A","ST",27,2,1,0,0,33,3
"F","B",15,4,5,"M","C","AZ",58,1,1,7,2,26,5
"F","B",19,3,4,"M","D","CJ",16,1,0,2,3,4,5
"M","A",29,5,2,"F","A","PO",48,1,0,0,1,27,3
"F","D",22,8,5,"F","B","PO",29,0,1,1,0,15,5
"F","C",31,6,3,"F","B","ST",17,1,0,3,3,4,6
"M","B",33,6,3,"F","B","PO",20,1,0,7,1,11,6
"F","C",15,2,4,"F","B","CJ",15,2,0,3,1,4,5
"F","A",18,3,4,"F","A","PO",27,0,1,0,1,10,3
"F","A",36,1,3,"F","A","ST",29,1,1,1,0,4,3
"F","A",25,5,3,"F","A","CJ",50,1,1,1,0,3,2
"F","B",17,9,5,"F","C","CJ",31,0,0,1,1,1,3
"F","B",20,14,3,"F","D","EY",20,1,2,0,1,4,4
"M","C",23,7,5,"F","C","EY",29,0,2,1,2,12,3
"F","A",46,42,4,"M","C","ST",21,2,3,0,1,6,3
"M","B",27,8,4,"M","B","PO",26,1,1,0,2,7,3
"F","B",24,10,4,"F","D","AZ",19,0,2,0,2,2,4
"F","C",20,39,5,"M","D","IC",39,5,1,3,4,25,5
"F","B",15,2,3,"M","B","AZ",21,2,2,1,7,1,4
"F","B",15,1,4,"F","B","EY",15,2,0,4,3,6,5
"M","D",18,8,5,"F","C","PO",22,4,1,3,2,12,5
"F","A",23,7,4,"F","A","PO",15,1,1,0,1,6,4
"F","A",30,5,1,"M","B","PO",41,2,0,2,0,25,5
"M","C",40,1,3,"M","B","AZ",29,1,1,0,4,23,4
"F","B",17,5,4,"F","A","PO",20,0,1,4,2,5,5
"M","B",21,16,4,"M","A","AZ",32,0,0,1,1,3,3
"M","A",15,1,4,"F","A","ST",31,0,1,1,0,2,3
"M","C",32,31,5,"M","A","AZ",31,1,1,2,1,3,2
"M","C",25,14,5,"F","A","AZ",29,1,1,1,0,4,3
"M","B",19,9,5,"F","B","EY",23,1,0,1,4,8,4
"M","B",21,3,3,"M","B","AZ",16,0,1,3,2,33,5
"M","A",15,5,5,"F","B","ST",15,0,1,3,2,17,5
"F","A",37,0,3,"F","A","IC",25,1,2,0,0,8,2
"M","B",17,4,3,"F","B","AZ",15,5,3,0,3,3,3
"F","A",21,25,5,"F","A","AZ",28,0,1,0,2,3,2
"F","B",15,1,4,"M","A","AZ",31,1,1,2,0,10,5
"F","A",17,2,3,"F","D","EY",23,3,1,0,3,1,4
"M","B",16,7,5,"F","B","ST",18,2,1,6,2,10,5
"F","A",15,1,3,"M","C","AZ",50,0,1,2,2,20,5
