"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
"F","A","CJ",34,0,1,0,1,0,3
"M","B","AZ",24,2,1,3,3,13,5
"F","C","IC",28,1,1,1,3,13,3
"M","C","CJ",34,0,0,1,0,5,2
"F","A","CB",20,0,0,3,2,2,4
"M","B","CJ",43,2,0,1,7,16,3
"M","B","CJ",28,1,2,0,1,7,3
"M","C","PO",15,1,1,2,0,9,5
"F","B","EY",15,0,2,0,2,14,3
"F","A","CB",28,2,0,0,2,7,3
"F","A","CB",26,0,0,2,0,2,2
"F","A","PO",29,2,3,2,0,6,4
"F","C","PO",21,0,0,3,3,11,5
"M","C","PO",20,2,0,3,2,4,5
"F","B","CJ",22,2,2,0,0,7,4
"M","C","IC",43,0,1,1,4,5,3
"F","A","CJ",25,4,3,1,1,0,3
"F","A","CB",27,1,2,0,3,2,4
"F","C","EY",28,2,3,3,1,11,5
"F","A","AZ",18,1,0,0,0,2,4
"F","C","EY",30,3,0,1,0,4,5
"F","A","AZ",24,2,0,1,2,4,4
"F","B","IC",30,1,1,3,6,8,4
"M","C","CB",21,3,2,2,2,5,5
"M","A","AZ",27,0,1,0,1,22,5
"F","B","CB",32,0,2,1,3,9,3
"F","A","PO",15,1,0,0,2,1,3
"M","C","PO",17,3,2,3,2,5,5
"F","B","IC",29,1,0,2,6,15,3
"F","D","AZ",22,3,1,2,1,4,5
"M","C","CB",21,3,1,0,0,17,4
"F","A","CB",26,1,0,2,1,1,2
"F","B","CJ",27,0,2,2,5,8,3
"M","A","PO",15,2,0,1,0,4,5
"F","B","CB",28,0,0,0,1,1,4
"F","A","IC",36,1,2,1,0,3,4
"F","B","PO",34,1,1,1,2,18,3
"F","A","AZ",19,2,0,4,1,12,5
"F","A","EY",19,2,0,1,2,8,3
"M","B","EY",17,1,0,1,4,11,4
"F","B","PO",20,0,0,1,1,10,3
"F","D","EY",19,2,4,1,2,6,3
"M","B","CB",24,1,0,1,5,14,3
"F","C","PO",26,0,1,0,1,6,4
"F","C","PO",28,1,0,0,0,1,3
"M","C","PO",29,1,1,3,1,14,4
"M","A","PO",19,3,2,2,4,4,5
"M","D","CB",17,2,3,3,5,1,3
"M","C","AZ",80,0,2,4,5,14,5
"F","B","ST",15,0,0,0,3,1,3
"M","B","PO",17,1,2,4,2,5,5
"F","A","PO",22,1,0,4,2,6,5
"F","B","CB",15,2,1,0,4,6,3
"F","A","PO",17,0,2,4,4,25,5
"M","B","PO",25,1,0,0,1,8,4
"F","B","PO",27,1,0,1,3,7,3
"F","A","CJ",16,0,2,0,3,3,4
"F","B","IC",22,1,1,2,2,7,4
"F","A","PO",27,0,1,1,0,8,3
"F","C","PO",24,7,1,3,2,6,5
"M","A","PO",15,1,0,1,0,4,5
"F","C","PO",20,4,2,1,7,1,4
"M","B","CJ",18,0,0,1,3,5,3
"F","A","IC",25,0,2,3,9,8,4
"F","D","CB",19,1,2,7,3,8,5
"F","B","AZ",34,1,0,2,4,20,4
"F","B","EY",28,1,0,1,2,3,4
"M","B","AZ",27,1,2,1,1,17,3
"F","A","EY",38,1,0,0,1,15,3
"F","C","IC",24,1,0,0,2,2,4
"F","B","ST",23,0,1,0,1,6,3
"M","C","CB",22,2,2,2,2,21,4
"M","B","CJ",18,0,0,3,2,7,5
"F","B","CB",30,2,0,0,2,13,4
"M","B","PO",25,3,1,0,1,21,5
"M","C","CB",24,2,0,7,2,11,5
"F","A","IC",25,0,1,2,1,1,2
"M","B","EY",26,4,0,0,3,9,4
"F","C","AZ",40,1,0,1,2,21,3
"F","B","EY",17,3,3,4,4,5,3
"M","C","PO",17,1,0,2,1,12,5
"M","B","PO",27,4,0,6,2,12,5
"F","B","ST",23,1,0,4,3,8,5
"F","A","PO",16,1,2,4,6,2,3
"M","B","AZ",18,3,2,1,3,4,4
"F","B","PO",16,2,0,0,1,5,5
"F","A","EY",26,0,1,1,1,2,2
"M","C","CB",20,1,0,2,1,4,5
"F","C","CB",34,0,0,0,3,9,4
"F","B","ST",44,2,1,1,0,7,3
"F","A","EY",16,0,0,3,3,2,3
"F","C","PO",15,3,1,1,1,1,3
"M","A","AZ",24,2,1,3,4,4,3
"F","B","PO",20,2,2,1,0,11,5
"M","B","PO",24,0,0,0,1,6,4
"M","B","AZ",18,0,1,0,3,4,3
"F","A","PO",25,1,1,0,4,16,4
"F","B","PO",19,1,0,3,2,13,5
"M","C","PO",19,0,2,1,0,4,5
"F","A","EY",16,0,0,1,5,2,4
"F","B","PO",29,6,1,6,4,14,5
"M","A","AZ",30,1,1,1,2,1,3
"M","D","AZ",28,3,1,3,3,14,5
"M","B","EY",23,1,1,0,1,6,3
"M","C","IC",34,1,3,0,3,35,4
"M","C","CB",23,4,0,5,2,12,5
"F","A","PO",33,0,2,0,2,13,3
"F","A","EY",16,1,2,1,2,1,4
"M","A","CB",26,1,0,0,0,5,1
"M","B","PO",20,2,0,4,1,7,5
"F","C","CJ",16,1,2,3,3,5,5
"M","B","IC",24,3,0,1,2,9,3
"M","B","PO",37,1,1,2,5,28,4
"M","B","EY",28,1,1,0,1,8,3
"F","D","CB",38,0,0,1,5,13,3
"F","A","PO",29,1,1,0,3,11,3
"F","B","AZ",19,2,1,1,4,2,3
"F","B","IC",29,0,1,1,1,8,4
"F","A","ST",33,1,2,2,0,6,4
"M","B","PO",20,2,1,3,0,4,4
"M","A","PO",16,0,0,0,5,10,4
"F","C","PO",18,5,1,1,1,8,5
"M","B","CB",17,1,2,0,3,3,3
"M","B","AZ",20,1,2,0,2,3,4
"M","A","AZ",42,0,2,2,2,3,4
"F","B","EY",18,6,1,5,1,8,5
"M","A","PO",29,0,1,0,2,14,3
"M","B","CB",15,0,1,1,2,1,4
"M","D","PO",15,3,3,3,3,10,5
"M","D","AZ",29,1,0,0,3,9,3
"F","D","CB",24,3,1,1,1,19,5
"F","D","AZ",26,4,1,2,2,3,3
"F","B","CJ",16,0,0,0,3,1,3
"F","A","CB",28,0,1,4,1,15,5
"F","B","ST",15,1,1,1,1,4,5
"M","A","AZ",22,4,0,4,2,9,5
"F","B","PO",19,2,1,3,3,9,5
"F","C","PO",33,1,2,2,3,18,5
"F","B","CB",16,2,0,0,1,10,3
"F","C","IC",43,1,1,1,1,11,1
"M","C","CB",43,4,0,1,3,14,5
"M","A","AZ",29,5,3,0,1,7,4
"F","B","PO",32,0,0,2,2,7,3
"M","A","CJ",18,1,0,0,3,4,4
"F","A","AZ",18,0,0,0,2,4,4
"M","A","AZ",15,1,0,3,0,9,5
"M","B","PO",18,1,1,3,2,9,4
"M","D","CJ",25,1,0,5,4,10,5
"F","D","CJ",26,1,0,3,2,5,2
"M","D","PO",16,3,3,1,0,5,4
"M","B","AZ",23,1,0,2,0,4,5
"F","A","AZ",17,0,1,1,3,1,3
"M","A","ST",15,0,1,1,3,1,3
"F","B","ST",16,2,1,0,0,3,4
"M","B","ST",22,3,2,2,3,6,5
"F","B","CJ",27,2,0,4,3,9,5
"F","A","IC",33,1,1,0,4,15,3
"F","D","CB",28,1,2,0,3,1,3
"F","A","AZ",30,0,2,1,0,2,4
"F","A","CB",45,4,2,2,1,17,5
"F","B","CB",44,0,1,0,1,13,3
"M","B","PO",40,2,1,6,5,8,5
"F","A","CJ",29,3,1,1,0,2,1
"F","A","CB",30,3,2,0,2,2,3
"F","A","EY",41,1,2,2,1,11,4
"M","C","PO",15,1,1,3,2,9,5
"F","A","ST",26,1,0,2,1,0,2
"M","B","PO",19,4,1,4,1,14,5
"F","B","IC",17,0,3,2,4,3,4
"F","D","EY",18,0,0,1,3,6,3
"M","A","ST",48,1,2,1,1,1,3
"M","A","CJ",17,1,1,2,1,5,5
"M","B","ST",22,1,0,0,1,13,3
"M","B","PO",15,0,0,1,1,4,5
"M","C","IC",24,3,0,0,4,17,3
"F","C","AZ",26,1,2,0,0,3,3
"M","B","CB",20,3,1,0,2,5,4
"F","C","PO",20,2,1,5,2,11,5
"F","B","CJ",23,3,2,1,2,16,3
"M","A","CJ",19,1,0,0,3,3,4
"M","C","AZ",31,2,0,0,4,6,5
"F","B","EY",57,1,1,0,2,18,3
"F","B","EY",17,2,1,1,2,6,4
"F","C","PO",21,0,0,1,5,7,4
"F","C","IC",29,2,1,0,0,8,3
"F","B","PO",19,2,0,1,3,1,4
"F","B","EY",22,4,1,3,2,6,5
"F","A","CJ",21,2,1,0,3,3,3
"F","D","CB",31,0,0,1,3,9,4
"F","A","CJ",46,1,1,1,5,28,5
"F","A","AZ",25,0,0,1,0,2,2
"F","A","AZ",16,1,0,0,4,4,4
"F","A","AZ",32,0,0,3,0,3,3
"M","C","IC",36,3,3,1,0,20,5
"M","B","AZ",17,3,1,0,1,5,5
"M","B","CB",19,3,1,1,2,3,3
"M","A","PO",28,0,0,2,1,9,1
"F","C","PO",38,3,1,1,6,26,3
"M","A","PO",53,2,2,4,6,36,4
"F","B","EY",23,1,1,0,1,8,3
"F","B","PO",26,1,0,2,6,22,4
"M","A","PO",20,4,1,1,0,16,5
"M","C","IC",18,0,3,2,3,10,4
"F","B","PO",23,1,0,0,1,10,3
"M","A","AZ",27,4,2,0,1,4,3
"M","B","EY",20,2,0,0,3,8,4
"M","C","PO",35,0,0,2,0,7,3
"M","B","CJ",20,0,0,1,7,2,3
"F","A","PO",23,2,0,2,1,6,5
"F","A","EY",27,0,1,0,0,6,4
"F","C","ST",30,2,3,2,1,1,2
"F","B","AZ",22,1,2,0,1,14,3
"F","A","PO",29,0,1,2,4,3,3
"F","C","PO",16,3,0,2,1,4,5
"M","B","AZ",37,0,0,4,2,8,5
"F","A","IC",40,0,1,2,1,6,4
"F","B","AZ",38,4,2,2,1,9,5
"M","B","AZ",26,1,1,1,1,24,4
"F","C","PO",28,1,0,4,4,12,5
"F","C","AZ",15,2,2,0,1,2,4
"M","B","PO",31,0,1,0,4,15,4
"M","B","PO",21,2,0,2,3,6,5
"M","D","PO",20,3,0,1,0,4,5
"M","B","PO",25,3,2,1,3,19,5
"F","A","IC",29,3,2,1,1,14,3
"M","A","PO",37,1,2,2,2,21,5
"F","B","PO",15,2,1,0,3,1,3
"M","A","CB",18,1,0,1,4,17,3
"M","D","ST",18,2,0,0,1,8,5
"F","B","ST",15,0,0,0,2,2,4
"M","B","IC",19,1,1,0,3,2,3
"M","D","AZ",34,2,2,2,3,3,3
"M","A","PO",20,2,0,1,3,7,3
"F","A","AZ",26,2,2,1,1,1,3
"M","A","CB",15,3,1,0,2,8,4
"F","A","CJ",19,1,0,2,2,6,5
"F","A","CB",20,0,3,2,3,6,5
"M","A","EY",46,1,3,0,3,29,3
"F","A","CB",28,1,2,1,4,7,4
"M","A","PO",17,1,2,5,2,4,5
"M","A","EY",17,1,3,1,2,5,4
"F","B","AZ",31,1,1,1,3,10,4
"F","A","IC",28,3,0,0,1,1,5
"F","A","IC",16,0,0,2,7,7,4
"F","B","EY",23,1,0,1,2,3,3
"F","C","AZ",19,4,1,2,3,8,5
"F","A","CJ",15,0,2,2,5,2,3
"M","D","IC",26,0,1,1,2,11,4
"M","C","ST",18,2,5,1,3,2,3
"M","B","IC",26,0,0,0,5,14,3
"F","A","PO",22,0,1,4,1,6,5
"F","A","AZ",31,1,0,3,2,3,4
"F","B","AZ",15,1,0,0,3,1,4
"M","B","CB",28,1,1,0,3,14,4
"F","A","AZ",24,0,3,3,5,16,4
"M","C","CB",15,5,0,2,0,11,5
"F","B","PO",15,1,0,1,2,2,4
"F","B","CJ",16,1,1,2,3,1,5
"M","A","CB",22,1,0,0,4,3,3
"F","B","AZ",26,1,1,2,1,1,4
"F","A","PO",25,0,0,1,1,14,3
"F","C","PO",20,3,2,2,1,4,5
"F","A","EY",38,2,1,1,3,15,3
"F","C","PO",19,0,2,1,5,1,3
"F","B","PO",29,3,0,4,0,15,5
"M","B","CB",16,2,2,1,4,3,4
"F","A","EY",31,0,0,1,1,3,2
"F","B","EY",16,1,2,0,2,5,5
"M","C","EY",32,0,2,1,6,9,3
"F","A","AZ",25,0,0,1,2,5,3
"F","B","EY",22,0,0,4,5,6,5
"M","C","ST",15,4,2,3,3,8,5
"M","B","CJ",27,2,0,2,5,6,5
"F","A","AZ",17,3,1,1,2,7,5
"F","A","IC",26,0,1,3,3,1,3
"M","C","AZ",19,1,1,1,1,7,3
"F","A","EY",31,1,1,1,0,6,3
"M","A","PO",17,1,0,4,4,11,5
"F","A","IC",26,4,3,0,0,0,3
"F","D","AZ",22,3,2,0,0,8,3
"F","A","AZ",36,4,3,1,1,5,1
"M","B","CB",20,4,0,5,2,5,5
"F","A","EY",18,0,0,2,4,3,3
"F","B","PO",21,0,0,0,3,9,4
"F","C","ST",30,1,0,1,3,11,3
"F","A","CB",16,1,0,0,3,3,4
"F","A","EY",43,1,1,0,4,21,3
"M","A","ST",37,1,1,1,2,1,2
"F","C","AZ",28,3,0,4,6,22,5
"M","C","PO",16,2,0,3,1,12,5
"M","A","CJ",27,2,0,3,3,7,5
"M","B","CB",86,2,3,0,2,48,3
"M","B","PO",18,3,3,2,1,9,5
"M","D","CB",36,0,1,2,2,16,5
"M","D","PO",16,1,0,5,2,5,5
"F","A","CJ",36,1,1,0,1,2,3
"F","A","CB",25,2,1,1,4,6,3
"F","B","EY",30,0,1,1,3,7,3
"F","C","CB",21,1,1,0,1,7,5
"M","A","PO",15,1,0,1,0,1,3
"M","B","CB",18,2,0,7,4,4,5
"M","B","CJ",15,1,0,3,4,1,4
"F","A","AZ",16,0,0,0,2,2,3
"F","A","PO",40,0,1,0,3,3,2
"M","C","EY",48,1,0,2,1,8,2
"M","C","PO",28,0,0,2,2,14,4
"M","B","PO",24,0,1,1,3,7,3
"F","C","AZ",31,0,1,2,0,3,3
"F","A","IC",31,1,0,3,2,4,2
"F","A","IC",20,0,1,0,0,8,3
"F","A","PO",21,0,0,1,4,4,4
"F","A","AZ",26,1,2,1,0,5,3
"M","B","PO",20,0,1,1,4,4,3
"M","B","PO",16,2,0,5,1,10,5
"M","B","CB",16,0,0,1,2,3,3
"F","B","ST",27,0,1,1,0,27,3
"F","A","AZ",34,1,0,0,0,2,4
"F","B","CJ",17,0,2,0,4,1,4
"F","C","IC",19,1,1,1,2,11,3
"F","B","EY",26,0,1,1,3,11,3
"F","A","CB",32,2,0,0,0,13,3
"M","A","PO",22,1,0,1,3,1,3
"M","A","EY",30,0,2,0,2,20,4
"F","A","AZ",15,0,1,1,0,1,3
"F","B","EY",19,2,2,1,2,6,3
"M","C","CB",33,1,2,1,4,17,3
"F","A","IC",33,1,0,1,0,19,3
"M","B","EY",26,1,0,3,2,7,5
"F","B","EY",33,1,3,2,3,26,4
"M","A","IC",30,0,2,0,3,14,3
"F","A","PO",29,0,1,2,1,0,3
"F","B","CB",25,1,2,0,1,1,3
"F","C","AZ",24,1,2,1,3,7,5
"M","B","IC",18,1,0,6,7,5,4
"F","B","EY",16,1,0,2,3,1,3
"M","A","PO",18,4,0,4,3,10,5
"M","A","CJ",24,0,0,1,1,10,4
"F","B","AZ",22,1,2,1,5,13,3
"F","A","CJ",28,0,2,1,1,38,3
"M","B","PO",15,0,1,0,2,4,4
"F","C","CB",32,0,0,1,3,16,3
"F","A","ST",35,0,1,1,1,5,3
"F","B","IC",15,0,0,0,2,1,4
"F","B","AZ",21,1,3,0,1,10,3
"M","B","AZ",22,3,2,1,2,3,3
"M","B","ST",25,3,1,1,8,6,4
"F","A","CB",28,2,0,1,2,4,1
"M","B","ST",23,0,0,0,5,6,3
"F","B","IC",15,1,0,3,4,15,5
"F","B","EY",17,1,1,3,7,2,4
"F","A","CB",16,0,1,1,2,1,4
"M","C","AZ",24,2,1,0,1,8,4
"F","B","CJ",15,1,0,6,3,13,5
"F","B","EY",19,1,2,1,2,3,4
"M","B","CB",18,0,1,4,3,5,5
"F","B","PO",27,1,0,1,4,4,3
"F","C","AZ",16,2,0,1,3,3,3
"F","D","AZ",21,2,0,0,1,6,4
"F","B","CB",16,1,0,1,2,3,3
"M","B","AZ",25,0,0,1,3,17,3
"F","C","PO",16,4,0,4,3,16,5
"F","B","ST",16,0,3,0,2,4,5
"M","A","PO",18,1,1,1,1,25,5
"M","B","CB",22,1,1,3,5,13,4
"F","A","CB",28,3,1,1,2,7,3
"M","B","PO",17,2,2,0,4,9,3
"M","B","AZ",19,1,0,1,2,3,3
"M","B","EY",19,1,0,1,3,23,4
"M","B","EY",27,2,0,1,2,8,4
"M","B","EY",23,1,2,0,3,3,3
"F","A","IC",28,2,1,1,0,5,2
"F","A","CJ",27,2,0,0,1,10,3
"M","A","PO",32,1,1,3,3,12,5
"M","A","IC",29,0,1,0,1,4,4
"F","C","AZ",28,0,0,0,0,8,4
"F","A","AZ",35,1,0,1,0,0,4
"F","B","ST",15,0,0,1,1,1,3
"F","A","CJ",15,4,0,0,1,1,3
"M","A","CB",21,2,0,1,6,10,4
"F","C","PO",16,2,2,3,2,10,5
"F","A","PO",39,0,0,0,1,6,1
"M","A","CB",34,0,1,2,0,5,5
"F","B","PO",27,1,1,0,1,13,5
"M","B","PO",15,2,2,1,2,7,5
"M","B","IC",19,1,0,1,1,4,3
"F","A","IC",22,1,1,0,2,5,4
"F","A","ST",34,1,1,0,1,18,2
"M","B","IC",19,3,2,1,3,2,4
"M","B","ST",15,2,1,4,3,4,5
"M","A","EY",40,0,2,3,4,25,3
"M","C","PO",25,1,0,0,2,13,4
"F","B","AZ",21,1,1,1,1,6,3
"F","D","PO",27,2,0,8,4,8,5
"F","B","PO",17,5,2,3,1,9,5
"F","A","AZ",18,1,1,0,4,9,3
"M","B","EY",28,2,2,1,3,11,4
"M","B","PO",27,0,2,3,2,5,5
"M","A","AZ",18,1,2,0,1,1,3
"F","C","EY",26,2,3,1,2,5,3
"M","B","CB",15,2,0,2,4,3,3
"M","A","CJ",28,0,0,4,2,16,5
"M","A","CB",45,1,1,0,0,1,3
"M","C","CJ",17,1,0,4,1,6,5
"M","B","EY",18,2,2,1,0,1,3
"F","A","AZ",27,1,1,0,0,2,3
"F","B","IC",16,0,0,1,2,8,3
"M","B","PO",27,0,0,2,4,11,5
"F","B","EY",23,0,1,2,4,5,3
"M","B","CJ",29,2,0,2,2,8,5
"F","B","AZ",15,2,0,1,2,15,4
"M","B","EY",18,1,1,2,4,7,3
"F","B","PO",19,1,1,1,1,3,5
"F","C","AZ",16,1,2,2,3,4,5
"M","A","EY",26,1,2,0,5,11,3
"F","B","EY",16,2,2,0,2,4,3
"F","B","ST",17,0,1,3,5,4,4
"F","B","AZ",17,1,0,1,5,3,3
"F","B","AZ",24,0,2,3,5,3,3
"F","C","AZ",21,1,1,4,1,7,5
"F","B","IC",35,0,0,3,1,2,3
"F","C","CJ",23,0,0,0,2,3,4
"F","B","CB",31,1,2,2,1,7,5
"F","A","PO",30,0,0,1,1,5,5
"F","A","EY",23,1,1,1,3,4,4
"F","A","EY",21,3,0,0,1,9,5
"M","C","PO",16,2,1,2,4,7,5
"F","B","AZ",27,0,2,1,2,15,3
"M","C","CB",23,0,1,0,2,4,4
"F","A","AZ",34,0,3,1,0,8,4
"F","A","AZ",21,3,1,1,2,7,3
"F","B","EY",15,1,2,1,3,1,4
"F","B","CB",17,0,0,0,2,2,3
"F","B","PO",17,1,0,2,2,1,4
"F","A","PO",16,1,0,1,2,5,3
"F","B","IC",22,1,3,2,3,8,4
"F","B","IC",25,0,1,2,2,4,2
"F","B","IC",50,1,2,0,4,29,4
"F","B","EY",15,2,1,2,5,1,4
"M","B","EY",16,0,0,1,1,2,3
"F","B","CB",32,1,3,0,4,20,4
"F","A","CB",23,1,0,3,3,4,3
"M","B","PO",16,1,0,1,1,5,5
"F","B","PO",23,3,1,2,2,6,3
"F","D","AZ",32,1,1,2,2,5,3
"M","A","CB",27,2,0,1,2,8,3
"M","B","AZ",21,2,1,0,3,12,3
"M","A","EY",18,0,0,2,1,1,3
"M","B","PO",28,3,0,3,2,4,5
"F","A","AZ",20,0,2,0,0,1,3
"F","D","AZ",18,1,0,4,0,7,5
"F","B","EY",18,2,1,2,4,3,3
"F","B","PO",23,0,0,0,2,11,3
"M","B","IC",18,1,0,0,4,2,3
"F","A","AZ",34,0,0,2,1,37,5
"F","B","CB",30,3,0,0,0,1,4
"F","A","CB",29,1,0,0,0,3,2
"F","A","IC",27,2,0,0,3,0,3
"M","D","ST",27,0,0,4,2,5,5
"M","B","EY",18,0,1,3,3,10,5
"M","C","IC",22,2,0,2,0,7,5
"F","C","IC",34,1,2,1,0,1,2
"F","D","PO",15,0,1,2,0,4,5
"M","A","AZ",26,1,1,1,3,8,3
"F","C","CB",30,0,0,0,2,17,4
"F","A","CJ",35,2,0,0,3,2,3
"M","B","CB",40,1,1,1,0,14,5
"F","C","ST",25,1,4,1,1,1,2
"F","C","AZ",27,1,0,0,0,1,3
"F","A","EY",31,0,0,0,1,1,3
"F","C","IC",20,1,0,3,1,4,4
"F","A","IC",28,1,2,0,0,2,2
"F","C","IC",25,2,1,3,6,4,4
"F","A","EY",27,2,1,1,5,5,3
"F","A","CB",21,3,3,3,2,6,5
"F","B","EY",37,1,0,2,4,18,3
"F","B","AZ",15,1,2,0,1,2,3
"F","D","EY",32,0,1,2,2,0,3
"F","C","AZ",23,1,0,1,5,12,3
"F","A","CJ",24,1,1,2,6,11,4
"F","A","IC",19,1,0,0,3,3,3
"F","A","CB",35,1,1,0,5,12,4
"M","B","AZ",17,1,1,2,4,3,4
"F","B","CB",17,0,0,0,2,3,3
"F","C","CJ",30,2,0,2,0,1,1
"F","A","AZ",31,4,2,1,1,1,4
"F","A","AZ",20,0,0,0,0,4,3
"F","A","AZ",15,1,0,1,2,1,4
"F","C","CB",20,1,2,5,2,9,5
"F","A","AZ",30,1,1,0,2,5,3
"F","C","EY",29,1,1,0,0,7,2
"F","B","PO",18,0,1,1,0,5,4
"M","C","EY",15,1,0,5,9,10,5
"F","B","PO",15,1,2,1,3,1,3
"M","B","IC",24,3,1,3,2,20,5
"M","C","PO",17,1,3,3,3,6,5
"M","A","EY",15,0,0,1,5,4,5
"M","B","ST",15,1,0,0,0,11,4
"M","A","PO",16,0,2,1,2,3,3
"F","A","EY",21,0,0,1,4,2,4
"F","A","IC",36,3,0,0,1,6,3
"M","B","AZ",18,0,0,2,1,7,3
"F","B","IC",27,2,2,0,2,7,3
"M","B","CJ",23,3,3,1,1,4,5
"F","B","EY",18,1,3,1,4,5,4
"F","B","AZ",17,0,2,4,4,5,3
"F","A","CB",35,0,0,0,0,25,5
"F","C","PO",15,2,0,5,3,8,5
"F","D","PO",16,1,2,0,1,4,4
"F","B","PO",23,2,1,0,5,21,4
"F","A","CB",17,1,2,1,2,5,4
"F","B","AZ",23,2,1,0,2,8,4
"M","A","AZ",45,0,1,0,1,21,4
"F","C","PO",25,0,2,6,4,6,5
"F","B","PO",21,0,0,1,1,8,3
"M","A","PO",19,3,2,0,1,12,3
"M","A","ST",26,1,2,1,0,9,3
"M","B","CB",22,1,1,4,1,7,5
"F","A","PO",21,1,0,1,3,4,4
"F","C","CJ",20,2,2,5,1,7,5
"F","C","AZ",17,2,1,5,3,7,5
"F","A","PO",34,1,2,2,3,12,5
"F","C","CJ",25,1,3,3,2,6,5
"F","A","AZ",21,0,2,0,2,3,3
"M","D","CJ",29,2,0,4,1,13,5
"F","C","AZ",25,4,2,4,1,12,5
"M","B","EY",18,0,0,2,3,2,4
"F","B","ST",19,0,0,1,3,5,4
"M","B","EY",15,2,0,0,0,1,3
"F","B","EY",20,3,4,1,3,9,3
"M","B","EY",15,0,0,0,1,1,3
"M","A","PO",19,1,2,4,3,23,5
"F","B","CB",26,0,1,1,5,8,4
"F","B","CB",17,0,0,0,3,5,4
"F","C","CJ",30,2,2,0,0,3,4
"F","B","EY",15,2,1,5,10,7,4
"F","B","ST",23,3,0,1,0,4,5
"M","C","AZ",19,3,1,4,1,7,5
"M","B","EY",17,2,0,2,6,1,3
"F","C","PO",17,2,0,4,4,12,5
"F","C","CJ",27,1,2,0,1,6,4
"M","D","PO",17,1,0,2,2,7,5
"F","D","AZ",26,0,0,1,2,2,3
"F","C","CB",17,1,0,1,5,3,4
"F","B","ST",18,0,1,0,3,2,3
"F","A","CB",23,1,2,0,3,11,3
"M","B","CB",34,1,1,0,4,8,4
"F","C","PO",16,1,1,7,1,8,5
"M","B","CB",15,3,1,2,2,2,3
"F","A","CJ",22,2,1,1,2,8,4
"F","A","PO",26,1,1,1,1,11,3
"F","A","EY",17,1,3,0,1,4,3
"F","A","ST",26,0,1,2,2,1,3
"M","C","PO",20,0,0,5,3,21,5
"F","A","EY",26,1,0,0,1,3,3
"M","C","AZ",25,0,3,2,3,8,5
"M","A","IC",17,4,0,2,2,8,3
"F","A","PO",15,1,0,1,0,3,4
"F","A","CJ",29,1,2,3,2,1,4
"M","C","IC",24,3,0,6,4,6,5
"M","A","PO",27,1,1,3,0,1,3
"M","A","EY",27,1,1,1,1,6,3
"F","A","ST",20,2,2,2,3,5,3
"F","C","AZ",25,0,0,2,0,1,3
"M","B","PO",28,2,2,1,0,13,6
"M","B","CB",17,0,0,1,3,1,4
"M","B","AZ",16,2,2,4,4,7,5
"F","B","AZ",18,0,0,0,2,6,3
"F","A","CJ",34,1,1,2,0,7,3
"F","B","AZ",29,0,0,2,1,14,5
"F","B","ST",23,2,2,0,3,3,3
"M","B","CB",15,0,2,1,0,2,4
"F","C","AZ",22,0,1,0,0,4,3
"M","A","PO",27,4,1,4,3,6,5
"F","B","PO",19,0,3,1,3,5,3
"F","A","CB",44,0,0,1,0,5,3
"M","B","CB",19,0,0,0,3,1,3
"M","B","CJ",16,0,0,2,2,2,3
"M","B","ST",17,1,0,1,1,3,3
"F","B","PO",36,0,1,1,3,27,4
"F","D","CJ",22,5,2,5,3,5,5
"F","B","PO",40,0,2,1,2,2,4
"F","B","EY",34,1,1,1,2,4,4
"F","A","PO",30,2,1,0,1,3,2
"F","C","PO",37,2,0,5,5,9,5
"M","A","AZ",19,2,2,2,2,12,5
"M","B","PO",40,0,2,0,0,22,3
"F","C","PO",20,3,1,1,0,8,5
"M","B","EY",71,1,0,2,1,27,3
"M","C","PO",27,1,0,1,1,19,5
"F","D","IC",32,0,1,2,2,2,3
"F","D","CB",47,0,1,2,2,1,3
"F","A","AZ",23,1,0,0,2,4,3
"F","B","EY",21,0,1,0,0,7,3
"M","D","EY",32,1,1,0,1,10,4
"F","A","IC",26,0,2,4,0,6,3
"F","A","PO",39,0,0,2,3,13,3
"M","D","AZ",27,2,3,1,1,27,1
"M","A","PO",16,2,2,6,2,11,5
"M","A","PO",16,1,1,1,6,2,4
"M","C","PO",26,1,0,2,3,19,3
"M","B","PO",15,2,2,2,3,6,5
"F","B","PO",15,0,4,2,5,1,3
"M","B","CB",71,3,6,2,2,49,4
"F","C","CB",16,1,2,0,2,2,3
"F","C","IC",16,1,1,0,1,1,4
"F","B","PO",28,2,1,0,0,8,3
"F","A","IC",50,2,2,1,1,9,3
"M","A","EY",26,1,2,2,2,4,4
"M","A","PO",17,6,2,2,3,11,5
"F","A","IC",37,1,1,0,1,0,3
"F","A","ST",16,2,2,1,3,1,4
"M","A","AZ",26,0,0,1,1,2,4
"M","A","CJ",19,2,1,0,0,6,5
"F","B","EY",41,3,0,0,4,36,3
"F","B","AZ",18,2,0,3,0,10,5
"F","A","CB",17,3,1,0,3,1,3
"M","B","CB",15,0,1,2,3,5,3
"F","A","AZ",31,1,1,0,0,1,2
"F","A","PO",30,0,0,0,3,10,3
"F","B","ST",25,1,1,1,0,1,4
"F","C","EY",16,1,0,2,6,3,4
"F","B","EY",15,1,1,0,2,2,3
"F","B","CB",24,5,4,1,2,5,5
"M","B","PO",24,0,2,0,2,10,4
"M","B","AZ",16,1,2,3,1,9,5
"M","A","ST",22,0,1,0,1,1,3
