"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
"F","B","CJ",36,1,2,1,3,13,3
"F","C","PO",43,4,3,4,4,4,5
"F","A","CJ",52,0,0,2,1,19,3
"M","C","EY",26,2,2,1,4,13,3
"F","B","ST",38,2,0,2,1,16,5
"F","B","PO",27,5,2,0,4,9,3
"F","A","IC",39,0,0,1,5,4,2
"M","D","ST",27,0,0,2,4,5,4
"M","A","PO",15,3,1,2,2,4,5
"F","B","EY",16,1,2,0,2,4,3
"F","A","PO",17,1,2,3,2,9,5
"M","C","CJ",16,6,0,3,4,14,5
"M","C","AZ",29,1,0,1,0,9,3
"M","A","EY",50,2,1,0,4,7,3
"F","B","AZ",25,2,1,2,5,6,3
"F","D","IC",25,0,0,1,1,1,2
"F","A","ST",31,2,1,0,0,4,3
"F","B","AZ",16,1,3,0,3,2,4
"M","A","PO",21,3,1,5,4,7,5
"F","A","AZ",31,1,0,0,1,1,1
"F","B","AZ",22,0,1,0,4,6,3
"F","B","EY",20,1,2,1,4,2,3
"F","B","CJ",19,1,2,3,1,14,5
"F","C","AZ",31,2,0,2,1,16,5
"M","D","CB",32,2,2,4,0,12,5
"M","B","CJ",16,0,2,0,3,6,4
"M","B","EY",47,3,1,2,3,14,5
"F","A","AZ",28,1,2,1,1,2,3
"F","A","AZ",38,2,0,0,1,3,4
"M","A","CB",27,2,0,3,7,15,3
"F","B","ST",32,1,0,5,3,11,5
"M","C","PO",39,2,0,4,5,5,4
"F","A","AZ",32,0,2,1,2,0,4
"M","C","CB",16,0,0,2,1,7,5
"F","A","AZ",26,0,1,1,1,3,4
"M","A","PO",16,1,1,3,5,3,4
"M","A","IC",27,1,4,2,1,5,2
"M","A","AZ",30,0,1,3,4,6,3
"F","A","CB",27,0,1,1,6,3,4
"M","A","PO",44,2,1,3,2,12,5
"M","B","PO",21,3,0,2,1,5,5
"F","A","AZ",27,3,0,0,1,2,2
"M","A","PO",15,2,2,1,1,5,5
"F","B","AZ",27,0,0,0,2,12,4
"F","B","AZ",16,1,1,1,2,2,3
"M","B","PO",15,0,0,4,0,4,5
"F","D","CJ",35,2,1,0,1,3,3
"M","B","CB",29,1,2,2,2,6,5
"F","C","EY",30,2,0,0,2,19,3
"F","B","CJ",16,0,1,1,3,1,3
"M","B","IC",15,2,3,2,3,1,3
"F","A","EY",23,2,0,2,5,8,3
"F","B","CJ",27,1,1,2,2,4,1
"M","C","PO",34,2,0,0,3,7,4
"F","C","PO",21,1,1,1,4,5,3
"M","B","AZ",16,2,0,1,5,1,4
"F","B","CJ",20,1,1,2,0,9,5
"M","C","AZ",18,2,1,3,2,15,5
"M","D","PO",16,2,1,3,4,7,5
"M","D","PO",16,2,0,7,5,7,5
"F","A","PO",16,0,1,0,4,2,4
"F","D","EY",21,2,1,1,2,10,3
"F","A","AZ",30,0,0,1,1,6,3
"M","C","CB",19,2,2,1,1,6,5
"F","C","IC",28,0,0,1,3,9,4
"M","B","PO",39,4,1,0,7,3,4
"F","B","EY",15,2,0,0,4,3,3
"M","B","AZ",16,0,2,0,4,2,4
"M","B","EY",22,0,2,3,4,5,3
"F","A","AZ",28,2,2,2,4,5,3
"F","A","AZ",36,0,0,0,1,1,4
"F","C","AZ",15,2,1,1,2,1,4
"F","C","CB",16,2,1,1,1,5,3
"M","B","AZ",16,4,1,1,0,19,5
"M","B","ST",30,0,0,3,3,9,4
"M","A","IC",25,0,0,2,3,0,3
"F","B","PO",18,3,1,3,2,6,5
"F","D","IC",16,1,3,4,1,6,5
"F","A","CB",34,0,1,0,1,7,2
"F","C","AZ",35,1,0,2,3,17,4
"F","D","PO",32,1,1,0,0,16,3
"F","B","CB",17,1,1,1,6,2,3
"F","B","AZ",23,0,1,2,5,6,3
"M","C","EY",16,3,1,4,2,5,4
"F","C","CJ",24,0,2,1,2,16,3
"M","B","IC",19,1,1,1,7,1,3
"M","B","CJ",33,1,2,1,1,11,3
"M","B","EY",15,2,1,2,6,3,3
"F","A","PO",45,1,1,0,2,13,3
"F","B","PO",19,3,0,1,1,5,3
"M","B","AZ",38,0,0,0,3,5,3
"F","B","PO",17,1,0,1,6,18,4
"M","A","CB",15,2,1,0,4,3,4
"F","C","PO",23,3,0,1,3,15,5
"M","B","EY",29,1,0,1,4,8,3
"F","A","PO",16,1,2,0,1,1,4
"F","B","EY",16,1,1,0,4,14,3
"M","C","PO",24,3,0,3,1,6,5
"M","A","EY",19,0,2,2,5,4,4
"F","B","IC",21,3,1,2,2,25,5
"F","B","PO",28,0,1,1,0,4,2
"F","A","CJ",27,1,0,0,1,1,3
"F","C","AZ",35,1,2,0,0,14,2
"F","B","CB",15,1,1,2,2,1,4
"M","A","CB",16,1,1,1,4,1,3
"F","A","CB",38,1,0,1,2,9,2
"M","C","PO",28,0,2,1,3,9,3
"M","C","PO",17,1,0,1,3,4,5
"F","A","AZ",22,0,0,2,2,23,4
"F","A","AZ",29,4,2,4,3,10,5
"F","A","CB",15,2,3,5,3,9,5
"F","A","PO",18,0,0,3,1,6,5
"M","B","EY",37,4,0,3,2,13,3
"M","C","AZ",17,3,0,2,3,4,5
"M","B","IC",15,2,0,2,3,5,5
"F","D","AZ",24,1,2,2,1,1,3
"M","C","AZ",20,2,0,3,2,3,3
"F","A","AZ",37,0,1,0,1,6,3
"M","B","EY",16,1,2,0,3,1,4
"M","B","EY",20,3,0,5,5,8,5
"F","B","AZ",22,3,1,3,2,2,4
"F","C","CJ",19,0,1,0,1,2,4
"M","C","ST",24,1,1,2,2,7,5
"F","A","AZ",27,0,0,1,2,1,3
"F","B","AZ",16,1,1,2,1,6,5
"F","B","EY",20,1,2,0,3,7,3
"M","A","CJ",15,0,0,5,2,6,5
"F","B","EY",17,0,0,0,1,3,4
"F","A","CB",25,3,2,1,1,2,4
"M","D","PO",26,0,0,1,3,1,4
"F","C","PO",27,2,2,1,0,1,3
"F","C","AZ",27,1,2,0,2,14,3
"F","D","PO",22,0,1,0,5,5,3
"M","C","CB",22,0,0,2,3,5,3
"M","A","AZ",30,1,0,2,1,7,3
"M","A","PO",23,1,1,11,5,15,5
"F","B","IC",21,0,2,2,4,1,3
"F","B","EY",18,2,1,0,1,4,4
"F","A","CJ",30,0,1,0,0,0,3
"M","A","PO",24,1,2,2,2,8,3
"F","A","AZ",27,1,2,2,1,6,3
"F","B","AZ",23,1,1,0,2,10,3
"F","A","AZ",37,1,2,3,1,12,5
"F","C","PO",27,2,1,3,1,13,5
"M","D","PO",15,2,1,3,2,26,5
"M","B","CB",16,4,1,1,1,6,5
"F","B","EY",30,2,3,0,2,29,4
"F","B","ST",34,2,2,0,0,21,5
"F","A","PO",27,0,1,1,2,3,3
"F","A","AZ",27,1,1,0,0,13,4
"F","B","PO",24,4,0,4,3,18,5
"F","A","CB",42,0,2,1,3,12,4
"F","B","AZ",22,0,1,1,4,3,3
"M","B","AZ",20,0,2,1,7,5,4
"F","B","AZ",34,1,1,1,4,21,4
"F","B","PO",21,0,0,0,2,11,3
"M","B","CB",18,1,1,3,0,6,5
"F","B","CB",25,1,0,2,2,1,4
"F","A","PO",33,1,1,1,0,1,4
"F","C","EY",24,2,4,2,1,7,3
"F","B","PO",29,1,0,0,0,4,4
"F","B","PO",22,2,2,2,5,12,4
"M","B","CJ",16,2,0,2,0,4,5
"M","B","PO",20,0,0,5,3,12,5
"F","A","AZ",20,0,0,1,4,7,4
"M","B","CJ",36,4,4,8,5,5,5
"M","A","CB",30,2,0,3,2,27,5
"M","B","CJ",26,0,2,2,3,2,4
"F","C","CJ",16,4,4,1,1,17,5
"F","C","CB",22,2,1,2,1,5,5
"M","C","ST",25,2,0,0,2,4,3
"F","B","AZ",30,1,2,0,2,5,4
"M","B","EY",25,0,2,1,4,2,3
"M","A","CJ",15,2,1,3,2,4,5
"M","B","AZ",16,1,2,5,3,4,5
"M","B","CJ",15,1,2,1,2,4,5
"F","B","PO",16,4,0,3,3,3,4
"F","B","PO",28,1,1,1,4,7,3
"F","C","AZ",16,1,1,1,5,1,4
"F","A","IC",33,0,0,3,2,36,4
"F","A","CJ",29,1,1,1,1,1,2
"F","B","ST",16,3,2,1,4,2,3
"F","B","PO",15,1,1,1,4,5,3
"M","B","PO",23,1,3,0,3,9,4
"F","A","AZ",33,2,0,1,1,1,2
"M","A","PO",20,1,1,4,1,6,5
"M","C","PO",20,0,1,3,5,4,3
"M","C","PO",16,0,0,3,6,13,3
"F","C","IC",16,0,1,0,3,4,4
"F","B","EY",16,0,1,3,6,3,4
"F","C","CJ",23,0,0,1,3,5,5
"M","B","AZ",16,0,1,1,3,2,4
"F","A","EY",22,1,1,2,6,5,3
"F","C","CB",29,1,0,0,0,6,4
"M","B","PO",21,1,1,0,2,5,5
"F","B","EY",23,1,2,2,7,5,3
"M","D","AZ",33,0,0,0,0,5,3
"F","B","PO",19,3,0,1,1,14,5
"F","A","CJ",17,0,1,0,1,1,3
"M","A","AZ",20,0,1,0,2,5,4
"M","A","AZ",21,1,1,1,1,6,4
"M","C","PO",15,0,1,3,4,2,3
"F","A","CB",31,3,2,2,0,4,2
"M","C","AZ",21,3,2,2,0,21,5
"F","A","CJ",26,2,0,3,0,2,3
"F","C","PO",28,0,1,1,2,12,3
"M","A","PO",29,0,0,4,4,10,5
"F","B","CB",22,1,2,2,2,5,5
"F","D","CB",28,0,1,0,0,31,3
"F","C","AZ",43,0,2,2,2,17,5
"M","C","PO",18,1,2,4,2,6,5
"M","B","PO",18,1,1,1,1,8,5
"M","B","CJ",23,1,0,0,4,28,3
"M","A","PO",24,2,1,1,1,17,5
"M","B","AZ",32,2,1,5,0,25,5
"M","A","ST",16,0,0,4,2,8,5
"M","C","CB",21,1,0,1,3,1,4
"M","C","CJ",24,0,0,2,1,7,5
"M","C","AZ",15,1,0,2,5,1,4
"M","A","AZ",31,2,0,2,2,11,5
"F","A","IC",26,0,0,1,2,2,3
"M","C","IC",16,2,1,4,2,27,5
"F","B","AZ",36,0,0,0,2,26,3
"F","B","AZ",26,0,0,2,0,2,4
"F","B","PO",17,2,0,5,4,4,5
"M","A","PO",20,2,0,0,2,4,4
"M","B","PO",20,0,2,0,0,4,4
"F","B","IC",31,0,1,0,1,0,3
"M","B","AZ",19,4,4,2,4,3,3
"M","C","CB",20,1,1,0,3,1,3
"M","B","PO",35,2,1,1,4,13,3
"M","A","CJ",17,0,1,1,4,5,4
"M","B","AZ",24,1,1,2,4,4,4
"F","A","AZ",27,3,0,0,1,1,3
"M","B","PO",20,1,0,0,3,11,3
"F","C","CB",20,1,0,5,3,5,5
"F","C","AZ",18,1,0,1,3,2,4
"F","A","CB",31,1,0,0,1,20,2
"F","A","PO",20,1,1,0,3,3,4
"M","C","PO",20,2,0,1,0,8,5
"F","A","ST",27,1,0,1,1,1,3
"F","B","PO",15,4,0,2,4,1,3
"M","B","EY",52,2,2,0,4,28,4
"M","B","AZ",19,3,0,2,0,6,5
"F","C","AZ",26,2,0,5,4,7,5
"F","C","PO",19,1,2,3,0,5,5
"F","A","IC",28,2,1,1,0,3,2
"F","B","IC",29,0,2,2,0,15,3
"F","C","PO",17,6,0,2,1,15,5
"M","B","AZ",36,2,0,2,3,13,5
"M","B","PO",20,3,0,0,1,1,4
"F","A","AZ",20,1,2,5,1,7,5
"F","A","CJ",22,4,0,0,0,7,4
"F","A","IC",26,0,1,0,0,1,3
"M","B","CB",24,3,0,0,2,10,4
"F","C","PO",21,2,0,1,3,17,5
"F","B","CJ",15,0,1,4,4,4,5
"F","B","PO",26,1,1,1,1,15,4
"F","B","PO",25,1,3,5,3,20,5
"M","A","EY",16,2,0,0,1,3,3
"F","D","AZ",32,1,1,2,2,7,5
"M","B","CJ",19,0,0,4,4,6,5
"F","C","PO",26,3,0,2,3,19,5
"F","A","AZ",17,2,0,3,6,12,3
"F","A","EY",15,2,1,2,4,7,3
"M","A","EY",32,1,0,1,5,7,3
"F","A","PO",24,1,3,1,2,4,4
"M","A","PO",35,0,0,0,2,21,3
"F","B","AZ",20,0,1,2,4,14,4
"F","B","CJ",19,1,2,2,3,9,4
"F","D","AZ",21,3,1,4,3,9,5
"M","B","EY",20,0,0,0,0,1,4
"F","C","AZ",24,1,2,0,2,7,4
"M","A","EY",15,2,1,0,2,2,4
"F","C","PO",20,3,2,0,0,4,3
"F","A","AZ",37,0,2,0,2,6,3
"F","B","AZ",30,1,3,2,2,4,4
"F","B","PO",17,0,0,4,4,10,6
"M","B","EY",41,0,0,2,4,29,3
"F","A","IC",30,0,0,1,0,8,3
"F","A","CB",17,1,2,4,6,6,4
"M","B","IC",20,2,0,3,5,3,3
"F","B","ST",23,0,1,0,2,3,4
"F","B","EY",22,0,2,1,3,11,4
"F","C","IC",29,0,2,0,2,17,3
"F","A","CB",25,1,1,2,4,9,5
"M","B","AZ",27,0,1,2,2,14,5
"F","A","EY",20,1,0,0,3,6,4
"F","C","AZ",40,1,1,1,1,0,3
"F","B","AZ",19,1,4,2,3,1,3
"F","A","EY",29,1,1,1,2,7,2
"F","B","AZ",22,0,2,0,0,7,3
"M","A","IC",40,2,3,2,1,13,5
"M","C","AZ",20,0,0,5,3,8,5
"M","B","CB",31,3,4,1,4,10,3
"M","C","PO",44,0,0,1,7,20,4
"M","C","PO",23,0,0,1,2,9,4
"F","A","ST",17,0,1,0,1,3,4
"F","C","AZ",25,4,2,1,3,1,3
"M","A","PO",15,1,0,2,4,1,3
"M","B","CB",15,1,0,2,4,1,3
"F","B","EY",16,0,3,0,3,1,3
"F","B","ST",15,3,0,3,4,4,5
"F","C","EY",21,0,0,0,4,6,3
"M","B","AZ",28,1,1,1,3,9,4
"M","A","PO",35,0,1,6,3,21,5
"M","A","EY",28,0,1,2,1,0,3
"M","B","EY",25,0,0,2,2,7,4
"F","D","PO",25,0,0,5,1,18,5
"F","A","CJ",38,0,1,1,3,7,3
"M","C","PO",20,2,1,1,4,4,3
"M","B","CJ",23,0,2,1,3,2,3
"F","D","EY",16,1,0,1,5,5,3
"M","B","EY",27,4,1,2,2,7,5
"M","C","PO",15,3,1,3,3,6,5
"M","D","AZ",21,2,2,5,5,28,5
"F","C","PO",22,1,0,2,4,12,5
"F","C","PO",15,1,0,4,3,24,5
"M","B","EY",15,2,2,2,3,1,4
"F","B","AZ",16,2,2,0,1,1,3
"F","D","PO",25,3,2,3,2,24,5
"M","A","PO",34,3,2,1,4,39,4
"F","B","IC",21,1,0,0,1,1,3
"F","A","AZ",19,3,1,0,2,2,5
"M","B","ST",19,3,0,4,2,4,4
"M","A","AZ",16,3,0,5,3,10,5
"F","C","PO",16,1,1,0,0,10,5
"M","A","EY",18,1,2,1,4,4,4
"F","B","IC",28,1,1,0,5,13,5
"F","C","AZ",26,1,1,0,3,7,3
"M","B","CB",27,0,1,2,4,14,5
"F","D","PO",17,0,0,4,2,4,5
"F","A","AZ",26,1,0,4,0,6,3
"M","B","PO",15,3,1,3,2,5,5
"F","A","CB",15,1,3,1,2,5,5
"F","A","PO",19,0,0,1,2,5,5
"M","A","PO",32,3,3,0,0,10,2
"F","C","CB",19,0,1,2,2,12,5
"F","B","CB",16,2,3,6,4,10,5
"F","A","AZ",27,0,0,2,1,6,2
"M","B","PO",26,0,0,0,7,6,3
"F","B","ST",19,4,2,6,3,10,5
"M","B","PO",19,4,2,2,1,22,6
"F","C","AZ",25,3,2,1,1,6,3
"M","A","EY",18,0,2,2,2,3,4
"M","A","EY",17,0,0,1,3,2,3
"M","B","CJ",15,0,1,1,2,5,5
"M","A","CJ",15,2,1,4,2,6,5
"F","B","AZ",32,0,0,0,3,16,4
"F","B","PO",22,3,2,1,0,10,4
"F","A","PO",34,1,1,3,1,3,3
"F","B","CJ",22,2,1,1,1,4,5
"M","B","ST",16,3,0,5,2,9,5
"F","A","EY",27,1,0,1,4,4,3
"F","D","AZ",24,2,2,1,2,6,3
"M","A","CB",47,2,1,3,2,9,6
"F","C","CJ",28,2,1,0,1,1,4
"M","D","PO",20,3,3,2,2,5,5
"M","A","EY",17,1,2,1,7,9,4
"F","A","CB",34,2,1,2,2,14,5
"F","A","ST",21,2,2,0,2,2,3
"F","B","PO",31,1,1,5,3,4,5
"M","C","AZ",22,3,2,5,2,16,5
"M","C","AZ",15,3,3,2,2,4,5
"M","D","ST",17,1,1,5,2,9,5
"F","A","AZ",27,2,2,0,0,6,5
"F","A","PO",34,0,0,0,1,5,3
"M","B","EY",15,1,0,2,1,4,6
"F","B","PO",23,2,1,0,4,8,4
"M","C","EY",28,0,1,2,1,17,5
"F","A","CJ",24,0,1,3,3,8,4
"F","B","PO",32,5,0,2,1,18,5
"F","C","IC",28,1,0,0,2,15,4
"F","C","AZ",16,0,0,2,3,5,5
"F","A","CJ",27,2,1,2,3,12,3
"F","A","PO",34,3,0,2,1,4,5
"F","D","CJ",29,4,0,6,2,18,5
"F","B","EY",32,0,0,0,6,21,4
"F","A","PO",26,1,1,1,1,22,4
"M","B","CB",16,4,1,6,2,5,5
"F","A","PO",27,0,0,1,2,16,3
"M","B","IC",28,5,1,3,1,10,5
"M","A","EY",27,2,2,4,1,3,3
"M","D","EY",17,0,3,2,5,1,4
"F","C","AZ",17,1,1,1,2,1,4
"M","B","IC",18,2,3,1,1,5,4
"M","C","PO",21,1,0,3,2,4,5
"F","B","PO",16,1,0,1,2,11,5
"F","A","ST",64,0,2,3,1,25,2
"M","B","IC",20,0,2,0,2,30,4
"F","C","ST",35,0,1,1,0,0,3
"F","A","ST",31,0,0,1,0,7,3
"M","A","EY",23,1,1,1,2,11,3
"M","B","EY",19,1,1,2,2,8,3
"F","B","PO",20,2,1,2,4,6,3
"F","C","EY",26,1,0,1,2,5,3
"F","C","IC",32,1,0,2,3,4,4
"F","C","PO",28,2,0,1,2,6,5
"F","A","AZ",28,0,0,2,2,1,3
"F","D","CJ",26,0,1,5,5,32,5
"M","C","PO",24,2,2,0,2,3,4
"F","B","PO",16,2,0,1,6,6,3
"F","B","ST",45,0,0,2,4,12,4
"F","A","AZ",27,0,0,1,2,1,3
"F","A","ST",15,1,1,3,7,5,4
"F","A","AZ",22,0,1,0,2,4,4
"F","B","EY",23,0,1,3,7,7,4
"M","D","PO",33,1,2,3,1,9,5
"M","B","CJ",17,1,0,2,4,4,3
"M","A","CJ",18,1,0,3,1,8,5
"M","A","CB",26,1,0,1,1,8,3
"F","A","AZ",17,0,0,0,4,2,3
"M","B","CJ",25,3,0,2,0,16,5
"M","D","IC",23,1,2,2,6,2,4
"M","C","PO",19,0,0,0,2,5,4
"F","C","AZ",25,2,1,1,1,2,1
"M","A","ST",18,2,1,0,1,2,4
"F","A","IC",32,3,2,2,1,12,3
"F","B","CJ",29,4,1,1,4,12,3
"F","A","PO",22,0,1,1,3,4,4
"F","A","EY",26,1,3,1,3,5,4
"M","B","AZ",15,0,0,3,7,3,4
"M","A","AZ",37,3,4,0,1,5,3
"F","B","EY",16,0,0,2,2,12,4
"F","B","AZ",18,0,1,3,6,1,3
"F","B","CJ",15,1,0,1,2,3,5
"M","A","CJ",19,1,0,2,3,12,4
"F","B","EY",17,1,3,2,7,8,4
"F","A","CB",33,1,1,0,0,5,3
"M","C","CB",22,0,0,2,4,1,4
"F","B","EY",20,0,1,3,3,6,3
"M","C","EY",17,2,3,1,4,4,3
"M","A","PO",19,1,1,7,5,13,6
"F","D","PO",17,2,2,0,2,6,3
"M","B","EY",15,0,1,1,2,2,4
"M","B","PO",22,1,1,1,0,5,5
"F","C","CJ",21,2,2,0,4,10,3
"M","A","IC",31,0,1,2,0,3,3
"F","A","CB",28,1,0,0,0,2,6
"F","B","AZ",47,0,0,2,1,14,2
"M","B","AZ",15,1,2,3,1,4,5
"M","C","PO",19,2,1,3,2,10,5
"M","A","AZ",16,4,2,6,5,11,5
"F","B","EY",15,0,2,1,2,2,3
"M","C","CB",26,2,1,5,1,29,5
"F","B","CJ",16,2,0,4,1,5,5
"M","C","IC",28,0,0,0,0,8,1
"F","B","CJ",22,0,0,2,3,4,4
"F","B","EY",19,1,0,0,4,3,4
"F","A","AZ",22,2,0,2,5,9,4
"F","B","CB",20,0,0,0,2,13,3
"F","A","IC",40,4,1,1,0,0,4
"M","B","EY",21,1,0,1,2,8,4
"F","A","CB",33,0,0,2,1,5,3
"F","A","CJ",28,1,2,2,0,0,3
"M","D","PO",32,3,2,4,3,20,5
"M","A","CJ",27,2,3,1,0,8,2
"F","B","PO",22,5,1,8,2,9,5
"F","B","EY",16,1,1,2,2,1,3
"M","A","AZ",15,0,0,1,3,1,4
"M","C","CJ",35,0,3,1,3,18,3
"F","D","PO",18,1,3,1,4,7,5
"M","C","IC",21,1,2,1,4,6,4
"F","A","CJ",19,1,1,3,0,5,5
"F","C","AZ",27,0,0,0,1,7,3
"F","B","AZ",20,3,2,0,1,1,5
"F","A","CJ",16,2,1,0,2,2,4
"M","B","PO",19,5,4,2,2,8,5
"M","A","CJ",17,2,1,1,0,19,5
"F","B","EY",21,1,0,0,1,8,4
"F","B","AZ",15,4,0,2,1,15,5
"F","C","IC",31,2,2,4,4,11,5
"F","A","EY",16,1,2,1,1,3,3
"F","B","AZ",47,2,0,1,0,38,4
"M","C","AZ",22,4,0,4,2,9,5
"F","B","AZ",52,1,0,4,4,17,4
"F","C","PO",19,0,2,4,2,7,5
"F","C","PO",18,4,0,4,1,4,5
"F","B","CB",19,2,2,2,4,3,4
"M","D","PO",34,7,2,6,2,7,5
"M","B","ST",41,1,4,0,2,8,3
"F","B","EY",36,2,2,3,3,20,4
"F","A","AZ",40,0,0,1,0,4,3
"F","C","AZ",17,2,2,1,2,5,4
"M","C","AZ",21,1,0,1,2,12,5
"M","A","ST",25,0,1,2,0,3,3
"F","B","PO",30,1,0,5,2,7,5
"F","C","EY",15,0,0,3,7,4,4
"M","A","AZ",31,1,0,0,0,5,3
"M","A","EY",21,1,3,1,4,6,3
"F","A","AZ",28,2,0,0,0,13,5
"F","C","CJ",16,0,1,0,2,1,3
"F","A","IC",29,1,0,1,0,16,2
"F","B","AZ",19,1,2,1,0,39,5
"M","A","PO",17,2,0,0,2,2,4
"F","A","CJ",34,4,0,6,2,11,6
"F","A","IC",39,1,0,1,1,11,4
"M","B","AZ",15,1,1,1,3,1,4
"F","C","EY",17,1,1,1,1,1,3
"F","C","EY",21,0,4,1,1,7,3
"M","C","IC",20,0,0,1,3,4,3
"F","A","PO",25,0,0,5,3,2,3
"M","A","PO",27,2,3,0,1,13,3
"M","C","PO",15,1,0,2,1,10,5
"F","C","EY",27,1,2,2,2,14,3
"F","B","PO",17,2,1,2,2,18,5
"M","A","AZ",15,1,0,1,2,1,5
"F","A","PO",15,1,1,1,5,1,4
"F","C","AZ",25,1,1,1,6,8,3
"F","B","CJ",32,1,1,3,1,10,4
"F","C","EY",36,3,0,4,1,7,5
"F","A","ST",39,1,1,2,0,8,2
"M","B","AZ",15,3,2,0,2,1,4
"F","C","PO",17,0,1,7,4,16,5
"M","D","AZ",22,1,1,2,6,6,4
"M","B","CB",21,4,2,5,1,17,5
"F","A","AZ",27,0,0,1,0,3,3
"M","A","IC",34,0,0,4,1,5,5
"M","A","EY",25,1,2,1,0,1,2
"F","B","AZ",25,1,1,1,1,5,1
"F","A","IC",30,1,0,2,0,4,2
"M","D","PO",18,2,1,0,1,2,3
"M","C","PO",15,2,1,0,1,4,5
"F","D","CB",25,2,6,1,0,3,2
"F","A","PO",29,0,2,1,0,6,5
"M","C","IC",16,2,0,5,3,6,5
"M","A","CB",18,2,0,2,5,11,3
"M","A","CB",34,1,1,5,0,1,4
"F","B","CJ",17,0,0,1,3,4,3
"M","C","CB",25,3,1,1,0,11,5
"F","C","EY",18,0,0,4,3,1,4
"F","B","AZ",15,3,0,1,1,1,3
"F","B","PO",26,2,0,3,1,8,5
"F","C","AZ",37,0,1,0,0,9,3
"M","B","PO",18,0,0,1,6,4,4
"M","B","AZ",18,1,1,1,4,3,4
"F","B","AZ",17,1,0,1,2,3,4
"M","C","PO",27,1,1,3,2,23,5
"F","A","PO",17,1,0,1,2,1,3
"M","B","AZ",17,1,0,0,2,2,3
"F","B","IC",18,1,3,1,1,2,4
"F","A","CB",29,1,0,0,0,6,3
"F","B","AZ",32,0,1,1,3,3,3
"M","C","PO",15,2,1,2,4,8,5
"F","C","ST",27,7,1,5,2,22,5
"F","D","EY",15,1,2,2,3,3,3
"F","B","CB",26,1,1,1,5,10,3
"M","B","EY",27,2,1,0,1,14,3
"M","B","AZ",16,4,1,1,5,1,3
"F","A","AZ",19,0,2,3,6,5,4
"F","B","PO",19,2,1,0,5,2,4
"F","A","AZ",27,0,1,1,1,3,3
"F","A","IC",26,1,3,5,6,25,3
"M","D","EY",15,3,0,2,5,6,5
"F","A","AZ",26,1,0,2,1,1,3
"F","A","EY",26,0,3,0,1,6,4
"F","C","EY",16,2,1,0,3,1,3
"F","C","EY",18,1,0,3,3,11,5
"F","A","IC",28,0,2,2,0,7,2
"M","B","EY",29,2,2,0,1,12,3
"F","B","AZ",34,0,2,0,0,23,4
"F","A","ST",31,1,1,1,2,6,3
"M","B","CJ",21,0,0,0,2,1,4
"F","C","PO",17,0,0,1,3,3,4
"M","C","AZ",33,3,5,0,0,5,3
"M","B","PO",18,1,2,0,1,1,3
"M","B","PO",29,0,1,1,2,5,5
"F","A","PO",18,0,0,2,3,1,3
"M","C","CB",19,2,0,4,3,13,5
"M","B","IC",27,1,0,0,1,12,5
"F","A","AZ",32,1,2,1,5,13,4
"F","A","CJ",26,1,2,0,1,0,3
"M","C","AZ",15,1,2,5,4,6,5
"F","B","CB",23,0,0,6,4,10,5
"F","B","PO",31,1,0,1,4,11,4
"F","B","CB",28,1,1,0,3,8,4
"F","A","PO",25,1,2,2,2,0,2
"F","B","IC",20,0,0,2,4,3,3
"F","A","AZ",46,0,0,3,1,4,3
"F","A","CJ",25,2,1,1,4,1,2
"M","A","AZ",26,4,1,2,2,10,3
"F","B","ST",20,0,1,2,1,9,5
"M","B","EY",25,1,1,0,1,4,4
"F","B","ST",16,0,1,0,4,2,5
"M","B","PO",17,0,0,0,1,1,4
"F","A","CB",31,1,1,2,1,8,1
"M","B","CB",27,4,2,3,2,7,5
"F","B","AZ",24,1,0,1,3,18,3
"M","B","AZ",17,1,1,1,1,4,3
"F","B","EY",20,1,1,1,5,7,4
"M","B","PO",19,3,2,5,0,9,5
"F","A","CJ",29,2,1,1,1,3,4
"F","C","CJ",17,1,0,2,1,3,3
"M","B","CB",19,0,0,1,1,1,3
"F","B","PO",21,1,1,1,0,6,5
"M","B","EY",25,0,0,1,4,9,4
"F","C","EY",20,2,2,1,3,4,3
"M","B","PO",29,3,1,1,0,6,5
"M","B","IC",21,1,2,4,5,7,5
"F","C","AZ",26,1,0,0,0,11,2
"F","A","IC",38,1,0,0,1,0,3
"F","D","AZ",26,3,2,2,2,6,2
"M","A","IC",16,2,0,1,6,2,3
"M","A","ST",26,3,0,0,2,5,2
"F","C","CB",18,1,1,0,1,13,4
"M","D","CJ",16,5,3,2,0,6,5
"M","B","EY",20,0,1,1,1,2,3
"M","C","PO",56,2,0,1,2,33,3
"F","C","PO",17,6,0,3,5,14,5
"M","D","PO",25,3,2,6,1,15,5
"F","D","PO",31,1,0,1,4,3,3
"M","B","PO",28,0,0,3,2,13,5
"M","C","ST",16,4,1,1,0,18,5
"F","C","AZ",16,1,1,0,2,1,4
"M","B","ST",28,0,0,0,2,7,3
"M","A","PO",21,3,0,4,3,13,5
"F","B","AZ",22,0,1,2,8,5,4
"F","B","ST",21,2,2,1,3,5,3
"F","A","EY",15,1,2,3,2,3,3
"M","A","CB",26,1,0,0,5,7,3
"M","A","CJ",17,1,1,1,2,2,4
"F","B","CJ",19,1,1,0,0,5,5
"F","B","PO",40,2,1,0,0,3,4
"F","B","CJ",18,0,1,2,3,4,4
